Leading.proteins.Positions.within.proteins;log2 daf2_d10_01;log2 daf2_d10_02;log2 daf2_d10_03;log2 daf2_d10_04;log2 N2_d10_01;log2 N2_d10_02;log2 N2_d10_03;log2 N2_d10_04; -Log Student's T-test p-value daf2_d10_N2_d10;Student's T-test q-value  daf2_d10_N2_d10; Student's T-test Difference  daf2_d10_N2_d10;Student's T-test Test statistic  daf2_d10_N2_d10;Sign p-val: 0.05 
Q21633(100);20,4797;18,7068;19,5588;18,7219;19,6654;18,9353;19,9231;21,2107;0,39161;0,411567;-0,566821;-0,893755;
Q21633(138);23,5006;22,274;23,4561;24,174;19,7241;19,5834;20,9201;19,7066;3,26262;0,00201423;3,36764;6,67774;+
Q21633(84);18,9588;21,126;20,3696;21,2191;26,5356;26,4237;26,5669;26,0841;4,52099;0,000339869;-5,98421;-11,2076;+
Q21633(73);27,9772;28,6292;28,3681;29,1014;26,519;27,0819;27,2426;26,5682;2,85732;0,0039564;1,66606;5,59367;+
Q21633(64);19,9158;20,7336;20,6417;19,3524;26,9851;27,6326;28,576;28,8571;5,1764;0;-7,85183;-14,5309;+
Q21633(67);20,4584;19,511;19,3892;18,584;24,7256;26,492;27,3775;27,5677;4,07328;0,000407547;-7,05503;-9,35753;+
Q21633(43);22,9492;23,4547;21,4411;23,9193;18,432;20,2741;20,9834;20,0045;2,13059;0,0155444;3,01758;3,96573;+
Q21633(48);19,7801;20,4112;20,5969;19,6702;20,1204;19,6041;21,0794;20,9438;0,328315;0,466337;-0,322335;-0,771756;
Q21633(52);20,321;18,241;18,3699;20,8453;19,9276;21,4176;19,4492;20,3039;0,478407;0,350981;-0,830279;-1,05428;
Q21642(15);23,5093;23,3951;25,0629;22,9809;20,976;20,6346;19,159;19,6821;2,9568;0,00325513;3,62413;5,84646;+
Q21642(20);19,9841;19,6578;21,6557;17,1856;20,1232;19,3189;20,7074;19,2162;0,0806187;0,799433;-0,220645;-0,223476;
Q21660(287);19,5075;20,826;19,362;17,7183;20,0858;15,4062;19,7854;19,3247;0,222985;0,569268;0,702952;0,555821;
Q21693(18);19,0951;15,6662;18,7468;17,8335;21,4887;20,798;22,2576;20,1116;2,00066;0,0185906;-3,32856;-3,70872;+
Q21735(53);20,5137;21,3799;20,2373;18,8021;19,8163;20,2459;19,915;20,7956;0,0235782;0,937204;0,0400281;0,0690985;
Q21746(209);18,8988;19,0367;18,5591;19,2322;18,8197;18,2683;19,4525;19,9625;0,193082;0,607037;-0,194058;-0,490667;
Q21746(213);22,9103;21,0252;22,9071;22,413;20,6721;20,7468;21,2033;20,2938;1,77599;0,0292332;1,58491;3,28346;+
Q21746(197);24,1961;23,7864;25,3504;24,6009;19,1745;20,4958;19,917;21,145;3,69931;0,000863753;4,30039;8,02592;+
Q21746(109);20,3209;17,0188;19,2499;21,2056;25,1803;23,2778;23,3955;23,9114;2,37767;0,0106141;-4,4925;-4,48028;+
Q21746(117);18,9924;18,3684;20,0372;19,4882;18,9851;18,8779;19,9584;19,6947;0,133968;0,69474;-0,157484;-0,355236;
Q21746(6);27,0915;27,49;28,6453;26,6878;25,3777;26,1073;24,3671;25,1841;2,15398;0,0149017;2,21966;4,01294;+
Q21746(173);20,1517;19,781;18,4561;19,5277;20,4472;18,3185;21,5791;20,5631;0,42902;0,38777;-0,747822;-0,963782;
Q21746(133);23,3989;24,0232;23,1982;22,3322;17,7729;19,5724;19,2897;19,7383;3,46522;0,00110084;4,1448;7,27786;+
Q21752(38);22,1529;23,3877;21,1986;22,6597;17,3685;19,7024;21,2689;18,8495;1,76413;0,029885;3,05237;3,26163;+
Q21752(110);28,0646;28,3925;28,3754;26,0109;24,6114;25,3005;24,334;22,8023;2,35644;0,0106793;3,44885;4,43465;+
Q21763(107);20,5314;18,5166;18,7685;19,6169;23,9157;23,7271;24,5283;23,9659;4,13212;0,000435484;-4,67591;-9,58379;+
Q21763(116);19,8857;18,4007;22,0317;19,8487;19,058;16,5241;19,11;18,682;0,886645;0,162348;1,69817;1,75481;
Q21763(25);22,4576;24,002;23,2959;22,974;22,6713;23,1007;25,7473;23,9708;0,403261;0,404698;-0,69016;-0,915714;
Q21891(326);18,802;19,4305;19,1172;17,7221;19,7585;19,0588;20,1251;19,9677;1,14378;0,100355;-0,959578;-2,18248;
Q21891(281);18,8673;19,9981;20,6514;17,9666;23,7843;23,1796;23,7373;22,6558;3,04687;0,00291975;-3,9684;-6,08255;+
Q21891(288);25,3175;25,1815;26,0482;24,4367;20,4104;18,6734;19,2779;18,5742;4,52458;0,000342105;6,01202;11,2237;+
Q21891(337);23,6831;24,4894;23,9503;21,0331;20,0709;19,01;17,2541;17,5911;2,50607;0,00838826;4,80742;4,76248;+
Q21891(261);17,5972;20,5191;18,7722;17,4981;17,405;20,6399;20,7827;20,2248;0,503278;0,335281;-1,16642;-1,09912;
Q21891(374);24,4632;24,1962;24,9601;23,0743;19,0444;18,3635;19,449;18,5599;4,55591;0,000379562;5,31926;11,365;+
Q21891(207);20,5097;20,6534;21,6418;19,4433;18,3755;20,1511;18,3274;20,4294;0,867546;0,169579;1,24121;1,723;
Q21891(249);23,0465;23,1911;23,9052;24,396;20,2459;18,0928;19,5451;18,6455;3,65333;0,00103448;4,50238;7,8741;+
Q21891(239);23,3938;21,0232;23,384;22,7388;18,8703;20,9713;19,2198;18,1436;2,18007;0,0143166;3,33371;4,06595;+
Q21891(162);18,0616;19,7927;20,5081;18,0147;18,1816;19,6027;18,005;18,6707;0,274477;0,51989;0,479287;0,663729;
Q21899(193);20,1894;17,4181;17,2892;20,7496;17,4727;18,777;19,0117;18,41;0,201849;0,595256;0,493753;0,50998;
Q21899(195);20,1805;19,3302;17,8474;19,1327;21,44;21,1513;22,7769;21,3533;2,24858;0,0129262;-2,55771;-4,207;+
Q21930(82);18,8852;20,6113;19,6173;20,1142;17,1311;17,2925;20,0189;19,2489;0,863651;0,170942;1,38417;1,71651;
Q21930(102);17,8942;17,6204;19,6491;18,6222;18,9097;19,9085;21,1313;20,0442;1,28392;0,0756082;-1,55194;-2,41794;
Q21930(31);20,6631;19,7245;20,1594;17,731;18,7301;19,6744;20,0389;19,0192;0,106148;0,748613;0,203875;0,287826;
Q21930(73);26,3209;27,7563;26,5292;25,7997;17,2638;18,5915;18,9575;19,4732;4,85221;0;8,03004;12,786;+
Q21930(93);18,8979;19,3201;19,2033;17,9473;18,8872;18,3698;21,2665;19,7522;0,46477;0,361387;-0,726779;-1,02949;
Q21986(424);20,4287;19,0196;19,368;19,4385;18,8487;15,7615;19,1369;21,0238;0,327515;0,467006;0,870967;0,770182;
Q21993(6);19,6407;18,487;20,2027;18,3482;18,597;18,3603;21,7829;19,6404;0,184821;0,617218;-0,425488;-0,472303;
Q21993(115);19,3817;18,0334;20,0598;18,913;19,0291;19,0712;17,0252;19,5191;0,25432;0,538687;0,4358;0,622079;
Q9BI73(282);19,6872;20,641;20,2508;17,0736;20,3593;16,4909;17,7521;18,3752;0,462989;0,362701;1,16878;1,02624;
Q9BI73(283);20,3403;18,6711;19,8149;19,6264;18,4981;20,7046;19,2077;19,0568;0,161847;0,649731;0,246371;0,42031;
Q22013(61);20,8454;19,2671;18,0002;20,4956;21,4552;19,2498;20,1672;18,182;0,040817;0,895228;-0,111482;-0,117502;
Q22015(442);19,6028;20,1081;20,6203;19,4803;17,6091;20,1037;19,3827;19,5191;0,638714;0,261999;0,79923;1,33672;
Q22028(330);25,1508;24,21;26,4384;23,4114;20,7908;21,1102;16,7461;17,6238;2,37568;0,010634;5,73492;4,476;+
Q22028(3);21,8919;21,2779;21,6168;19,1601;22,5288;24,3925;24,7364;25,5236;2,00868;0,0183653;-3,30861;-3,72432;+
Q22037(149);23,2784;23,0553;24,0172;22,4103;19,5847;20,7242;18,8641;20,4702;3,04488;0,00291077;3,27951;6,07726;+
Q22037(82);20,8562;17,1754;18,6086;18,4741;21,074;21,1302;20,3076;21,045;1,43513;0,0564743;-2,11062;-2,6763;
Q22037(142);18,3671;18,1003;20,9223;19,3129;18,7408;18,74;20,1993;20,887;0,224094;0,567855;-0,466087;-0,558199;
Q22038(173);19,9077;19,8581;18,9493;20,4109;20,1924;17,2399;20,6951;19,0173;0,243798;0,547475;0,495306;0,600042;
Q22038(135);19,1335;20,7742;20,9835;20,9593;25,3316;24,5125;26,2125;25,2724;3,8716;0,000708709;-4,86963;-8,61734;+
Q22053(323);20,5433;20,4668;20,9824;19,3829;23,7565;23,9317;22,7604;23,2292;3,41671;0,00120081;-3,07561;-7,13034;+
Q22053(133);20,7066;20,1767;19,9952;19,2032;17,9504;19,4991;19,1533;21,5606;0,239114;0,551058;0,479588;0,590167;
Q22053(140);19,397;20,2637;17,8937;19,5166;19,4049;18,9341;19,8329;18,4799;0,064637;0,834555;0,104772;0,181816;
Q22054(48);18,6537;19,1634;20,9897;20,3542;17,0968;17,6656;18,5527;18,6998;1,46228;0,0539309;1,78651;2,72328;
Q22054(58);19,7489;20,6718;19,8904;17,4633;22,8431;23,2134;23,9277;23,5447;2,78197;0,00451309;-3,93859;-5,40755;+
Q22065(68);19,9707;21,5258;18,6582;20,4495;23,1588;24,0738;24,5498;24,072;2,92351;0,0034936;-3,81253;-5,76096;+
Q22065(67);16,826;17,8347;19,8639;17,5123;21,5859;21,5569;23,9534;23,4964;2,66094;0,00578046;-4,63894;-5,11775;+
Q22067(301);18,6361;18,7856;21,7142;18,9846;19,3077;18,9896;20,2194;17,4748;0,231341;0,561572;0,532246;0,573679;
Q22101(145);21,7726;18,9161;19,2032;19,3601;19,4133;19,5748;18,2296;18,0603;0,614228;0,273968;0,993527;1,29445;
Q22215(128);21,4225;19,5034;19,699;18,5966;19,9187;19,4939;19,4815;21,0348;0,0929256;0,77571;-0,176848;-0,254817;
Q22240(1152);18,162;19,8146;20,6122;18,9872;18,8394;17,9928;18,3335;19,9699;0,391991;0,411461;0,610082;0,894475;
Q22253(378);24,395;24,1986;25,8023;24,2209;25,0019;23,4108;24,2546;23,3922;0,544775;0,311131;0,639357;1,173;
Q22253(303);21,5985;21,2348;23,387;21,3521;18,9638;19,6057;20,2827;18,4342;2,14661;0,0152031;2,57151;3,99804;+
Q22257(939);18,2264;18,461;17,9038;18,9401;23,4407;22,6921;24,0368;22,5388;4,62444;0,000412698;-4,79424;-11,68;+
Q22295(457);19,8683;18,507;21,0015;18,9261;20,1448;20,2766;21,3769;18,6666;0,286502;0,507158;-0,540462;-0,688246;
Q22295(233);18,527;18,9645;19,0279;20,3383;19,8897;16,335;19,4611;19,0641;0,239318;0,550829;0,526946;0,590598;
Q22322(275);19,4717;19,8298;20,1684;19,1579;19,7425;18,3145;21,5944;18,9943;0,00200124;0,994988;-0,00444651;-0,00600609;
Q22322(276);19,0763;18,3104;18,1286;18,9834;19,4246;17,5378;17,3061;18,8315;0,254319;0,538471;0,349647;0,622076;
Q22352(268);20,7768;20,1883;20,6611;19,1137;18,1769;20,4183;21,0787;20,144;0,117508;0,72687;0,230521;0,315672;
Q22371(195);19,5168;21,0319;20,1384;19,1663;21,1112;20,1509;21,6586;19,3328;0,401438;0,405169;-0,600016;-0,912288;
Q22379(5);24,2245;24,0509;25,3402;24,7673;27,4775;27,9685;27,9927;27,513;4,16621;0,000463519;-3,14219;-9,71711;+
Q86NE3(5);20,8542;18,9896;21,492;18,5529;24,6134;25,3345;24,2372;24,5949;3,13453;0,00238436;-4,72284;-6,3192;+
Q22422(194);20,251;16,868;20,7306;19,0058;19,9881;19,8298;20,4561;18,0093;0,132346;0,6968;-0,356973;-0,351374;
Q22436(343);20,4223;21,0143;19,401;19,4654;18,5466;18,6544;20,7175;21,189;0,143836;0,679474;0,298884;0,378535;
Q22436(384);18,8365;21,5942;20,1921;20,2413;24,3406;24,4322;25,1061;24,9989;3,5561;0,00106067;-4,50343;-7,56101;+
Q22436(264);20,9649;22,5921;22,003;22,0242;17,9158;19,5185;18,6962;18,352;3,31516;0,00188104;3,27542;6,82939;+
Q22436(395);19,6452;20,0737;20,4553;20,1478;23,6178;24,1558;24,4465;23,7601;5,34695;0;-3,91456;-15,5373;+
Q22436(406);24,3648;23,776;24,4376;24,0878;24,0791;24,0959;24,7793;23,528;0,0544951;0,860332;0,0459766;0,154775;
Q22436(137);20,1585;20,5177;20,4906;20,9984;18,5461;19,6412;18,2845;19,6434;2,04867;0,017271;1,51252;3,80266;+
Q22436(260);24,588;25,1901;24,4693;23,6263;18,9773;20,3533;20,2608;20,0096;4,26766;0,00053202;4,56814;10,1238;+
Q22436(472);25,1539;23,9722;25,5704;24,1309;23,0595;22,3224;21,0432;22,5248;2,27993;0,0123971;2,46937;4,27245;+
Q22436(479);19,2586;18,2664;19,9836;17,6549;19,3186;20,3489;17,2589;20,7101;0,274463;0,519732;-0,618288;-0,663701;
Q22436(413);22,0882;22,6765;24,1462;21,9547;25,5125;24,2898;25,3813;26,0894;2,22152;0,0135135;-2,60188;-4,15097;+
Q22436(110);23,7778;24,1794;24,0922;24,2748;18,8441;19,476;20,0552;18,4094;4,89102;0;4,8849;12,9839;+
Q22436(111);23,7778;22,2285;23,3715;24,2748;18,5758;20,0401;19,1824;18,5427;3,61088;0,00100478;4,32788;7,73611;+
Q22436(42);23,7543;21,9565;23,4077;22,508;22,3874;22,5252;22,8436;23,3792;0,0962274;0,769078;0,12279;0,263123;
Q22436(366);24,9955;24,1884;25,4964;23,9482;23,1278;25,2105;24,5538;24,2085;0,28119;0,512058;0,381951;0,677446;
Q22436(367);24,5897;24,4413;25,4964;24,1891;23,3696;21,6071;22,1544;20,5783;2,27001;0,0126286;2,75176;4,25168;+
Q22436(380);23,6233;24,1608;22,4692;24,1015;19,8817;18,8883;19,7223;18,4969;3,82497;0,000670455;4,34143;8,45366;+
Q22436(162);20,4558;20,0322;17,6665;19,3878;19,1574;16,6174;19,7434;18,1594;0,476901;0,352128;0,966195;1,05155;
Q22436(412);21,4586;20,3514;21,8268;17,312;24,6915;26,3185;24,368;25,3146;2,36105;0,0107471;-4,93597;-4,44453;+
Q22494(358);18,003;20,6194;21,9675;19,4455;16,9725;21,2485;21,8823;19,9255;0,000402147;0,998939;0,0016675;0,00120913;
Q22494(470);19,0521;19,9217;21,6939;20,1964;20,0149;18,7631;20,8521;19,9055;0,186571;0,613953;0,332126;0,476207;
Q22527(32);24,8173;23,4011;25,05;25,1395;20,985;20,0658;21,8234;17,5247;2,35675;0,0107018;4,50225;4,43532;+
Q22588(317);19,3762;19,1443;20,7528;20,1035;21,9457;22,1392;22,4292;21,8138;2,92021;0,00357447;-2,23777;-5,75252;+
Q22620(47);18,4253;18,9768;20,9;20,6426;19,3919;16,9782;20,9613;19,3291;0,224099;0,568074;0,571057;0,558211;
Q22625(396);24,5754;25,1996;25,1311;22,671;18,1764;18,3623;19,755;18,8575;3,73412;0,000766404;5,60646;8,1425;+
Q22629(503);24,1177;22,5843;23,8068;22,0989;23,0811;23,2235;23,7566;23,2548;0,132206;0,696844;-0,177081;-0,351042;
Q22629(512);17,825;19,2071;19,5854;21,5161;16,7519;19,0736;19,26;20,034;0,304779;0,488106;0,753554;0,72507;
Q22631(108);22,1412;22,3414;23,826;22,697;21,2819;19,3383;21,7306;16,6552;1,31405;0,072488;2,99989;2,46899;
Q22631(112);24,3375;24,781;24,6269;25,4181;19,3986;18,3036;18,1479;19,5367;5,06633;0;5,94418;13,9146;+
Q22638(129);18,4183;19,8877;18,8609;19,9044;16,895;21,0407;19,9499;20,0197;0,0772496;0,806289;-0,20849;-0,214786;
Q22640(93);20,1961;19,8138;20,1804;18,1597;18,1468;18,525;21,1579;19,677;0,0923211;0,776855;0,210814;0,253292;
Q22666(222);20,2382;18,1969;19,7259;20,8954;17,4438;19,3661;19,1054;19,9794;0,449085;0,37326;0,790427;1,0008;
Q22666(119);18,9385;20,2309;20,7537;19,5737;16,3144;17,9856;20,6484;19,1188;0,653854;0,25489;1,35737;1,36273;
Q7JLZ9(16);19,6957;18,3267;21,8785;18,1685;23,4634;24,4702;24,4224;23,1233;2,48415;0,00892617;-4,35248;-4,71354;+
Q7JLZ9(27);22,1733;23,6628;21,561;23,8546;24,1998;24,9251;24,7844;24,296;1,59163;0,0416748;-1,73841;-2,95016;+
Q7JLZ9(35);19,4119;20,0267;20,6301;17,1961;25,7592;26,3905;26,7901;26,9457;3,97918;0,000364865;-7,15517;-9,00547;+
Q7JLZ9(43);20,5664;19,4936;19,9043;18,3263;23,6797;24,5888;23,1841;24,4262;3,58836;0,00110023;-4,39703;-7,66374;+
Q7JLZ9(46);20,4689;20,0604;21,1236;20,5576;19,4504;19,8679;19,801;19,8396;1,83457;0,0262465;0,812917;3,39218;+
Q22751(117);21,5186;18,3142;18,9169;21,0725;19,0886;19,4689;21,262;19,3018;0,0668423;0,829676;0,175207;0,187633;
Q22751(45);24,7956;24,3547;25,3074;25,321;19,6645;18,3553;20,6761;20,198;4,10138;0,000423529;5,22119;9,46496;+
Q22799(36);24,1964;24,1278;24,5297;24,5461;21,3586;19,1988;20,0583;19,3657;3,88253;0,000717325;4,35463;8,6561;+
Q22824(292);20,5974;20,8304;18,9036;19,2113;17,9599;17,6724;20,6137;19,8717;0,441802;0,379023;0,85622;0,987403;
Q22824(285);19,6661;20,3338;20,902;20,6579;23,7138;24,9324;25,2047;25,5942;4,03013;0,000378947;-4,47132;-9,1946;+
Q22850(61);20,2022;17,2067;19,7254;19,9439;19,6254;17,6152;18,6929;18,8301;0,300256;0,492767;0,57865;0,716005;
Q22918(243);20,4435;20,7085;21,1505;21,7434;22,7554;21,5573;23,9298;21,8396;1,32729;0,0711131;-1,50903;-2,4915;
Q22938(519);19,8975;19,9124;17,7331;20,2051;25,2047;24,9043;25,904;25,1622;4,13232;0,000437247;-5,85677;-9,58459;+
Q22947(448);27,0373;27,3907;28,0047;26,2731;25,2311;23,8642;21,3024;23,1562;2,26267;0,0127447;3,788;4,23634;+
Q22947(461);25,5649;26,2667;25,9155;25,1071;25,8348;26,9889;26,5235;26,7059;1,20939;0,0884046;-0,799725;-2,29233;
Q23012(452);22,6497;22,8272;23,7198;22,5295;24,2128;25,4685;25,5251;24,7115;2,58049;0,00691628;-2,04794;-4,9311;+
Q23030(30);20,5883;20,0913;18,8559;17,8864;21,2444;21,636;22,6648;22,0121;2,00677;0,0184258;-2,53383;-3,72061;+
Q23050(56);19,5967;17,3417;19,2547;19,3352;23,3201;24,2253;25,7326;25,4427;3,57027;0,00107029;-5,7981;-7,60598;+
Q23050(209);18,3816;19,9027;21,5378;19,6529;20,4592;18,3838;19,8409;19,6395;0,139623;0,686475;0,287915;0,368624;
Q23050(165);19,2003;20,0111;21,3031;19,2274;18,6494;18,8857;18,687;18,2659;1,37693;0,0636244;1,31349;2,57622;
Q23050(160);25,7745;25,1107;25,4545;26,637;21,7282;21,4445;24,154;22,0216;2,55775;0,00749712;3,40712;4,87918;+
Q23050(193);20,111;18,4382;18,213;21,1377;25,3121;25,0304;26,3555;24,8663;3,58377;0,00109259;-5,91609;-7,64903;+
Q23050(149);20,9203;19,6234;17,9146;17,7777;19,6599;18,9159;20,4201;19,2291;0,247896;0,544616;-0,497227;-0,608649;
Q23050(378);17,8612;19,4308;20,8907;21,7456;18,7315;18,5529;18,3634;18,9937;0,752385;0,210208;1,32173;1,53015;
Q23050(143);25,4374;25,0425;24,5921;26,0625;26,6424;26,9316;25,8785;25,5961;1,16089;0,0978438;-0,978546;-2,21107;
Q23050(144);25,5845;25,5228;27,0007;25,7965;27,8851;26,0482;27,094;26,3684;0,810979;0,188019;-0,872787;-1,62854;
Q23050(111);24,7573;24,6346;25,1889;24,3894;22,1472;23,8294;24,3672;23,5756;1,33978;0,0692315;1,26272;2,51276;
Q23050(116);19,2518;17,9073;21,4644;18,6268;20,8818;19,5605;19,6236;19,5804;0,301589;0,491011;-0,59901;-0,71868;
Q23050(181);19,9634;20,0035;19,9455;18,5378;20,0719;16,8229;19,4289;18,1681;0,578555;0,293055;0,989605;1,23239;
Q23050(132);19,5746;18,2006;18,911;21,5941;19,0311;18,9343;19,1144;18,3162;0,425807;0,38932;0,721097;0,957822;
Q23087(385);18,2924;19,8564;19,5311;17,9936;18,4913;18,6939;18,0235;19,734;0,116745;0,728668;0,182703;0,313815;
Q23120(134);18,5109;19,0467;20,4259;21,1998;17,8458;19,6339;18,0432;18,2696;0,928754;0,150584;1,3477;1,82484;
Q23121(146);20,2813;18,399;20,044;21,504;17,8623;20,1301;19,6808;17,2853;0,676776;0,244633;1,31746;1,40195;
Q23130(107);18,7234;19,8004;19,8805;19,6723;21,644;21,8808;22,5227;21,9477;3,56296;0,00106787;-2,47966;-7,58277;+
Q2XN04(66);22,9082;22,3959;22,3886;24,7592;19,3059;21,7916;19,7291;20,6069;1,89472;0,0235063;2,75462;3,50535;+
Q23158(343);19,6925;17,6872;19,0057;19,4096;16,5728;15,9792;18,9356;20,1678;0,425522;0,389434;1,03495;0,957292;
Q23166(42);18,8506;20,4815;20,2911;18,1968;19,3916;19,3368;18,6671;15,6679;0,526923;0,320678;1,18915;1,14135;
Q23186(3);23,2494;22,9763;22,1556;22,752;18,2363;20,9679;21,5751;20,0635;1,82124;0,0266142;2,57261;3,36731;+
Q23190(200);19,9914;19,5852;19,5095;19,2718;17,7583;20,8462;20,5924;19,9536;0,101382;0,758532;-0,198114;-0,276004;
Q23191(470);18,6421;17,4011;20,2274;19,1519;19,5283;17,835;21,2958;18,6007;0,190153;0,609015;-0,459332;-0,484174;
Q23191(338);19,7409;19,5374;20,4862;19,7824;20,2244;18,66;20,8065;19,4926;0,0634625;0,837251;0,0908408;0,17871;
Q23191(352);24,4346;24,0722;23,5692;23,2446;20,4117;20,1501;16,7844;19,335;2,76416;0,00485457;4,65988;5,3642;+
Q23203(130);19,6408;18,6923;21,1893;18,5959;18,9511;20,1289;18,9331;20,0266;0,00965698;0,9729;0,0196896;0,028733;
Q23237(40);17,9885;19,4821;20,9577;18,1447;17,7139;19,1776;18,8261;20,2093;0,0667436;0,829842;0,161496;0,187373;
Q23237(41);20,5646;19,4656;20,2816;20,8183;19,6067;20,2278;20,142;19,5277;0,549169;0,309105;0,406499;1,18076;
Q23280(3);23,2369;24,1468;23,3273;23,0551;21,5096;19,6953;18,41;18,7532;2,71023;0,00519359;3,84949;5,23445;+
Q23280(31);19,932;18,5273;17,9713;19,9479;20,2021;20,138;18,6576;20,0802;0,4937;0,340794;-0,674839;-1,0819;
Q23312(73);20,0909;19,7415;18,4922;19,8649;17,7942;18,884;20,3564;21,0773;0,00794137;0,977657;0,0193958;0,0236738;
Q23312(49);20,316;19,6791;20,9418;18,8037;23,9199;23,3251;24,4458;24,1629;3,63617;0,00101449;-4,02828;-7,81808;+
Q23312(14);26,0091;25,9734;25,3978;23,1543;22,8052;23,9503;23,9393;24,046;1,01509;0,127963;1,44845;1,96825;
Q23312(21);26,793;25,0165;28,0154;26,0161;26,0738;25,7231;26,2529;25,0022;0,453679;0,370691;0,697258;1,00922;
Q23312(160);20,0044;18,5326;19,1231;19,5479;20,5299;17,5086;17,4731;18,9125;0,385758;0,41515;0,695995;0,88267;
Q23312(155);20,0892;18,454;18,1235;17,1964;19,972;20,8422;19,5847;19,5869;1,20093;0,0898013;-1,53069;-2,27813;
Q23330(473);19,0601;17,9673;18,382;19,2881;20,592;20,2999;20,68;19,1664;1,76427;0,0299107;-1,51023;-3,2619;+
Q23398(381);18,8143;18,3805;20,5433;21,0824;20,961;21,0389;18,586;20,2736;0,237759;0,55287;-0,509747;-0,5873;
Q23424(724);25,5693;24,8786;24,5795;24,6735;26,1541;25,8612;25,924;26,0092;2,41858;0,00997835;-1,0619;-4,56905;+
Q23424(590);19,8301;19,0684;19,9094;19,1617;17,0697;20,0411;21,6899;20,9856;0,169007;0,63972;-0,454172;-0,436664;
Q23449(178);19,9849;19,8497;19,1533;17,5292;20,7763;18,6002;20,0321;21,2681;0,608338;0,277397;-1,03992;-1,28425;
Q23449(42);19,2877;18,8458;20,3892;19,6882;20,6892;20,8032;21,5032;19,6259;1,13809;0,101554;-1,10262;-2,17297;
Q23451(36);25,4408;24,2787;25,692;25,464;24,975;25,559;25,9443;26,0993;0,476248;0,352594;-0,425525;-1,05036;
Q23451(46);19,2468;17,9476;21,5642;21,317;24,3065;23,5924;22,8913;23,3474;2,0724;0,0169585;-3,51549;-3,84955;+
Q23451(52);29,8018;29,781;29,4913;26,7775;29,8952;30,0128;29,9803;28,7119;0,375392;0,423633;-0,687167;-0,862947;
Q23451(59);20,0354;20,9458;20,1738;19,4699;17,4406;19,483;20,6906;19,3141;0,591006;0,28499;0,92412;1,25412;
Q23451(69);20,2799;19,89;20,399;19,9526;19,0436;16,5022;18,8818;18,6214;1,66617;0,0364057;1,86814;3,0834;+
Q23500(77);21,4268;18,512;20,8803;20,7807;18,1959;21,6367;18,4068;19,4049;0,43319;0,385002;0,988884;0,971505;
Q23593(372);22,9958;23,8941;23,3099;24,4685;26,0734;26,8913;25,9631;26,4649;3,34417;0,0019499;-2,68111;-6,91429;+
Q23593(378);18,5313;21,0349;21,0573;20,4968;18,6035;20,2031;20,8716;18,8314;0,346584;0,448593;0,652686;0,807474;
Q23593(381);20,2346;21,0776;18,2635;19,3594;18,8379;20,2313;20,6892;18,8448;0,0373785;0,905095;0,0829659;0,107979;
Q23593(318);18,0949;18,3728;18,9841;19,1623;25,3595;26,8102;27,4081;27,1744;5,31352;0;-8,03453;-15,3349;+
Q23593(327);21,5673;17,8446;19,8089;18,3217;19,0215;21,0274;20,0258;17,4954;0,00203454;0,995175;-0,00688457;-0,0061058;
Q23594(318);26,2001;24,3803;25,1874;25,611;26,827;27,0665;26,8334;28,1617;2,03344;0,0177095;-1,87743;-3,77273;+
Q23594(379);26,1009;25,8375;26,8821;24,6635;19,8498;18,191;17,4062;17,7918;4,40272;0,000290503;7,5613;10,689;+
Q23600(510);17,1517;18,1082;20,3723;18,3817;19,4775;19,8683;19,7265;16,7967;0,182308;0,621037;-0,463777;-0,466681;
Q23647(82);18,7925;19,2212;18,9356;18,7504;19,3153;18,1006;17,1457;19,6924;0,248976;0,543255;0,361418;0,610912;
Q23655(13);23,8661;23,0139;22,9093;23,2326;25,3869;25,9554;25,3443;26,0528;3,8573;0,000700297;-2,42934;-8,56685;+
Q23655(20);22,8953;22,6995;24,7329;22,5824;23,0836;22,1589;24,7239;21,1669;0,192017;0,608293;0,444205;0,48831;
Q23655(24);22,7426;23,6632;21,9678;24,0427;17,0759;18,0606;19,7123;20,0708;2,68661;0,00565366;4,37417;5,17831;+
Q23655(25);20,0154;20,3834;18,6732;19,9245;20,7823;18,931;20,3577;18,4701;0,0603573;0,844968;0,113849;0,170465;
Q23672(317);17,9177;20,4996;19,4632;20,9233;19,1297;18,45;18,3024;18,619;0,765905;0,205627;1,07569;1,55291;
Q23672(323);20,6512;19,6879;19,5766;19,8684;20,5351;18,7274;18,74;18,8576;0,706353;0,228829;0,731015;1,4523;
Q23680(104);19,9383;18,8797;19,9117;18,2834;22,0016;23,8553;22,7889;22,7592;3,18456;0,00222742;-3,59798;-6,45739;+
Q23680(32);21,4206;21,4978;19,3562;20,1316;18,9776;19,8199;17,8756;20,2839;0,935852;0,148509;1,36233;1,83664;
Q23680(35);24,0079;23,9711;25,7398;22,39;19,6387;19,8246;17,6355;18,3993;3,01381;0,00295758;5,15266;5,99508;+
Q23680(96);18,8426;17,4631;19,102;18,3065;18,1958;18,0137;20,7501;17,9884;0,154695;0,662888;-0,308453;-0,403836;
Q27245(369);21,024;20,6469;20,084;19,5387;18,091;19,7899;21,8174;17,6181;0,442569;0,378312;0,994271;0,988816;
Q27274(314);18,6075;20,1099;21,3428;21,0134;25,1922;23,5662;22,6678;23,2638;2,2315;0,0131791;-3,40408;-4,1716;+
