Leading.proteinsPositions.within.proteins;log2 daf2_d10_01;log2 daf2_d10_02;log2 daf2_d10_03;log2 daf2_d10_04;log2 eat2_d10_01;log2 eat2_d10_02;log2 eat2_d10_03;log2 eat2_d10_04; -Log Student's T-test p-value daf2_d10_eat2_d10;Student's T-test q-value  daf2_d10_eat2_d10; Student's T-test Difference  daf2_d10_eat2_d10;Student's T-test Test statistic  daf2_d10_eat2_d10;Sign p-val: 0.05 
Q23158(343);19,6925;17,6872;19,0057;19,4096;19,9983;20,6501;20,4868;21,1997;1,74074;0,0108747;-1,63496;-3,21875;+
Q23166(42);18,8506;20,4815;20,2911;18,1968;20,066;20,9535;21,6756;20,7069;1,12777;0,0401423;-1,39551;-2,15574;+
Q23186(3);23,2494;22,9763;22,1556;22,752;23,9365;23,1737;22,36;24,6073;0,657297;0,13395;-0,736043;-1,36864;
Q23190(200);19,9914;19,5852;19,5095;19,2718;21,456;20,1189;20,5827;21,3267;1,97804;0,00689251;-1,2816;-3,66483;+
Q23191(470);18,6421;17,4011;20,2274;19,1519;21,5727;20,2317;21,4064;18,8454;0,988704;0,0563935;-1,65842;-1,92442;
Q23191(338);19,7409;19,5374;20,4862;19,7824;21,2375;20,6851;22,9588;25,5748;1,29591;0,0284114;-2,72732;-2,43823;+
Q23191(352);24,4346;24,0722;23,5692;23,2446;23,9186;23,0405;23,7713;26,2888;0,226983;0,457973;-0,424646;-0,564383;
Q23203(130);19,6408;18,6923;21,1893;18,5959;22,4898;22,0228;22,4334;22,5044;2,4455;0,00291639;-2,83301;-4,62803;+
Q23237(40);17,9885;19,4821;20,9577;18,1447;20,1325;21,0041;20,0354;20,9626;0,962953;0,0594798;-1,39039;-1,88166;
Q23237(41);20,5646;19,4656;20,2816;20,8183;20,1953;22,878;22,9599;21,4916;1,17027;0,0369867;-1,59866;-2,22677;+
Q23280(3);23,2369;24,1468;23,3273;23,0551;21,1722;20,5652;20,6206;20,8314;4,11201;0,000646707;2,64415;9,50591;+
Q23280(31);19,932;18,5273;17,9713;19,9479;23,172;22,536;22,18;22,968;3,23683;0,000987448;-3,61936;-6,6043;+
Q23312(73);20,0909;19,7415;18,4922;19,8649;21,7462;21,2515;21,3608;18,639;0,739456;0,108212;-1,202;-1,50834;
Q23312(49);20,316;19,6791;20,9418;18,8037;23,8681;25,0424;24,9118;24,9917;3,95081;0,000507042;-4,76834;-8,90167;+
Q23312(14);26,0091;25,9734;25,3978;23,1543;27,3695;27,276;27,6407;22,8151;0,370205;0,29494;-1,14168;-0,853031;
Q23312(21);26,793;25,0165;28,0154;26,0161;19,4876;20,4193;20,7735;20,4683;3,95804;0,000511848;6,17311;8,92801;+
Q23312(160);20,0044;18,5326;19,1231;19,5479;20,9216;21,4614;21,812;19,7702;1,67416;0,0125802;-1,68926;-3,09781;+
Q23312(155);20,0892;18,454;18,1235;17,1964;21,0808;20,6277;21,7174;20,3746;1,99703;0,00662376;-2,48436;-3,70166;+
Q23330(473);19,0601;17,9673;18,382;19,2881;20,7669;20,1887;21,4454;21,4726;2,74102;0,00188627;-2,29404;-5,30826;+
Q23398(381);18,8143;18,3805;20,5433;21,0824;21,94;20,9818;21,7659;20,5328;1,14232;0,0391046;-1,60001;-2,18004;+
Q23424(724);25,5693;24,8786;24,5795;24,6735;28,0244;26,7627;27,8097;24,3126;1,06347;0,0478739;-1,80215;-2,04865;+
Q23424(590);19,8301;19,0684;19,9094;19,1617;20,8541;20,8626;20,9086;19,9377;1,9315;0,00768254;-1,14836;-3,57536;+
Q23449(178);19,9849;19,8497;19,1533;17,5292;22,1767;21,0943;22,4128;23,77;2,20056;0,00491097;-3,23418;-4,10787;+
Q23449(42);19,2877;18,8458;20,3892;19,6882;20,9208;20,1901;21,3039;21,3454;1,77377;0,0102536;-1,3873;-3,27939;+
Q23451(36);25,4408;24,2787;25,692;25,464;27,3968;27,3197;26,3591;23,2606;0,367177;0,297352;-0,865207;-0,847228;
Q23451(46);19,2468;17,9476;21,5642;21,317;27,1688;26,4391;27,2345;22,4242;2,16809;0,00504524;-5,79773;-4,04158;+
Q23451(52);29,8018;29,781;29,4913;26,7775;30,7828;30,7447;30,9659;24,8213;0,0787913;0,764912;-0,365765;-0,218769;
Q23451(59);20,0354;20,9458;20,1738;19,4699;25,5335;25,4521;25,481;24,1096;4,43819;0;-4,98783;-10,8422;+
Q23451(69);20,2799;19,89;20,399;19,9526;21,5688;20,9841;21,4658;21,5915;3,28738;0,000882096;-1,27214;-6,74889;+
Q23500(77);21,4268;18,512;20,8803;20,7807;25,3816;23,9679;28,8998;25,6681;2,41103;0,0033176;-5,57942;-4,55257;+
Q23593(372);22,9958;23,8941;23,3099;24,4685;27,8512;26,4623;25,683;23,6986;1,29544;0,0284599;-2,25672;-2,43744;+
Q23593(378);18,5313;21,0349;21,0573;20,4968;23,893;23,5737;24,2287;26,1453;2,62436;0,00210955;-4,18008;-5,03231;+
Q23593(381);20,2346;21,0776;18,2635;19,3594;19,7397;21,0885;20,396;20,3586;0,448035;0,234622;-0,661952;-0,99887;
Q23593(318);18,0949;18,3728;18,9841;19,1623;20,5505;21,3955;21,8739;21,3184;3,399;0,000878049;-2,63105;-7,07709;+
Q23593(327);21,5673;17,8446;19,8089;18,3217;24,4862;24,298;24,5966;21,3392;2,01814;0,0064387;-4,29433;-3,7428;+
Q23594(318);26,2001;24,3803;25,1874;25,611;26,6033;26,4818;27,302;24,367;0,526239;0,18784;-0,843817;-1,14014;
Q23594(379);26,1009;25,8375;26,8821;24,6635;25,6629;26,1219;26,868;23,2006;0,172389;0,550474;0,40767;0,444342;
Q23600(510);17,1517;18,1082;20,3723;18,3817;23,9245;22,1689;24,545;22,402;2,75541;0,00172152;-4,7566;-5,343;+
Q23647(82);18,7925;19,2212;18,9356;18,7504;22,5908;22,1947;23,6709;22,2397;4,33794;0;-3,74912;-10,4145;+
Q23655(13);23,8661;23,0139;22,9093;23,2326;26,8525;25,8792;26,2159;24,8316;2,89063;0,00118167;-2,6893;-5,6774;+
Q23655(20);22,8953;22,6995;24,7329;22,5824;27,5727;26,897;27,0845;25,5567;2,75449;0,0017191;-3,5502;-5,34078;+
Q23655(24);22,7426;23,6632;21,9678;24,0427;25,4022;25,3418;24,1444;25,1168;1,86269;0,00862148;-1,89723;-3,44489;+
Q23655(25);20,0154;20,3834;18,6732;19,9245;20,7733;20,2261;19,0502;21,1506;0,412938;0,258802;-0,550919;-0,933848;
Q23672(317);17,9177;20,4996;19,4632;20,9233;19,7948;21,3799;20,7105;20,8637;0,630313;0,14326;-0,986251;-1,32225;
Q23672(323);20,6512;19,6879;19,5766;19,8684;21,2186;21,0868;21,7133;21,15;2,51395;0,00238318;-1,34614;-4,78017;+
Q23680(104);19,9383;18,8797;19,9117;18,2834;19,9812;19,9804;20,6783;20,3813;1,19886;0,0347798;-1,00201;-2,27466;+
Q23680(32);21,4206;21,4978;19,3562;20,1316;20,4488;20,6558;21,5521;21,1466;0,246693;0,430503;-0,349284;-0,606126;
Q23680(35);24,0079;23,9711;25,7398;22,39;23,2616;23,1833;24,7738;24,1074;0,091193;0,731358;0,19568;0,250442;
Q23680(96);18,8426;17,4631;19,102;18,3065;21,8299;20,8171;20,2357;21,1939;2,7196;0,00194286;-2,59064;-5,25684;+
Q27245(369);21,024;20,6469;20,084;19,5387;21,7945;21,534;21,8585;23,4536;1,82435;0,00918652;-1,83679;-3,37311;+
Q27274(314);18,6075;20,1099;21,3428;21,0134;24,3252;22,5727;23,0168;22,6854;2,11436;0,00537244;-2,8816;-3,93314;+
Q27274(324);18,8596;16,4614;18,4964;18,0477;25,958;24,2111;23,8785;24,1441;4,04726;0,000583784;-6,58165;-9,25898;+
Q27371(71);19,3038;17,8046;20,9729;19,1989;24,5224;23,7499;22,8981;21,9065;2,43334;0,00298573;-3,94921;-4,60133;+
Q27371(72);19,6252;19,661;21,1369;18,7117;22,8601;23,8174;22,8981;23,9617;3,08909;0,00105989;-3,60063;-6,19566;+
Q27371(204);20,7777;20,4653;20,8735;18,3859;21,5575;19,8135;20,6762;20,3719;0,289348;0,377293;-0,479147;-0,694014;
Q27371(196);20,2446;19,7623;20,4197;19,3888;21,5133;21,3552;21,665;19,9879;1,39428;0,022925;-1,17649;-2,60596;+
Q27371(199);20,8998;20,5174;19,7223;21,4871;21,2615;21,2336;21,5028;20,37;0,436418;0,242767;-0,435312;-0,977472;
Q27371(297);20,5485;19,6304;21,0661;20,5591;21,9085;21,0049;20,6341;19,8092;0,309759;0,353148;-0,388168;-0,735015;
Q27371(303);20,8616;18,2837;21,1093;20,8291;22,6804;24,4165;23,0138;23,7877;2,22255;0,00462678;-3,20368;-4,1531;+
Q27371(245);19,2092;20,8726;18,7417;19,6673;24,3577;23,0342;22,4666;20,7047;1,84484;0,00906425;-3,0181;-3,41139;+
Q27371(282);17,816;18,8936;21,6739;20,7316;21,7981;20,6754;21,5992;19,88;0,580566;0,161947;-1,20939;-1,2359;
Q27371(182);19,9207;17,2374;21,8019;20,3984;23,9629;23,392;21,9925;22,7517;1,64704;0,0130473;-3,1852;-3,04901;+
Q27371(93);20,7322;20,2305;18,1698;20,7048;20,8095;20,4697;21,497;20,4348;0,609666;0,15078;-0,843411;-1,28655;
Q27371(233);19,8842;21,0897;20,9394;17,695;23,4301;22,7316;25,0183;23,5084;2,19734;0,00493832;-3,77001;-4,10127;+
Q27371(327);25,06;24,7956;25,0387;24,7614;25,4331;24,9329;25,8068;26,6037;1,13192;0,0397514;-0,780179;-2,16267;+
Q27371(367);19,9773;18,8202;17,3044;18,3745;20,1657;21,3936;21,3292;20,8326;2,00446;0,00656623;-2,31115;-3,7161;+
Q27389(112);22,4389;24,7707;22,8364;21,7413;25,4401;24,7523;25,0893;24,5687;1,60806;0,0141092;-2,01583;-2,97936;+
Q27389(101);20,8803;19,3135;20,3043;21,1058;24,1906;22,8906;23,5654;23,354;3,17272;0,00102924;-3,09917;-6,42448;+
Q27389(155);21,8042;19,2992;18,6282;19,3686;21,5776;21,2076;21,4618;21,4982;1,25495;0,0309709;-1,66126;-2,36899;+
Q27389(163);20,5182;18,5795;20,1967;21,0447;21,0541;20,3408;20,3462;20,3401;0,331097;0,330508;-0,435517;-0,777225;
Q27488(29);18,1858;20,3044;19,3712;18,1402;21,1278;20,5039;19,0086;20,4665;0,948783;0,061706;-1,27629;-1,85812;
Q27488(221);19,2914;19,9934;19,4586;20,1404;20,5723;20,1879;20,6951;21,3216;1,686;0,0123872;-0,973294;-3,11918;+
Q27493(1001);17,685;16,9526;18,8315;20,2839;22,2409;20,9506;22,2298;26,0129;1,82016;0,00934526;-4,42025;-3,36531;+
Q27511(131);20,1597;19,4262;22,0668;18,4739;23,5024;20,8432;22,345;25,3442;1,30033;0,0281096;-2,97701;-2,44573;+
Q27511(124);28,349;27,3819;26,22;26,2428;26,084;25,1032;27,4996;24,8124;0,722683;0,11221;1,1736;1,47998;
Q27527(60);23,0483;23,6774;24,419;18,7239;23,4583;22,7261;23,6849;24,8323;0,391828;0,27645;-1,20825;-0,894167;
Q27527(80);24,3952;24,6591;25,2285;24,1854;21,6942;20,9077;19,9586;18,8864;3,2271;0,000979253;4,25532;6,57675;+
Q27527(132);24,9634;26,1652;25,9806;24,5931;19,9553;20,9956;21,2962;21,3537;3,98078;0,000529412;4,52538;9,01136;+
Q27527(5);19,4184;18,9093;20,8341;19,4324;22,9703;22,3935;22,6801;19,7854;1,47305;0,0188858;-2,30879;-2,74198;+
Q27531(241);23,1542;24,2124;23,1915;24,1804;24,3386;22,5609;23,1449;22,8776;0,411298;0,26024;0,454155;0,930781;
Q27531(343);23,7493;23,7997;23,2429;21,7499;21,7188;21,0468;20,0002;19,538;2,00561;0,00657711;2,5595;3,71834;+
Q27531(407);24,595;23,1186;24,1488;24,75;24,8558;24,6283;24,6615;24,9601;0,828344;0,0845674;-0,623322;-1,65759;
Q27531(160);21,4967;19,3574;20,7682;18,8139;21,4434;19,6997;20,7259;20,4517;0,271441;0,398534;-0,471109;-0,657501;
Q27531(436);19,1381;20,1343;18,1096;19,3974;21,1693;19,6214;21,1303;19,7266;1,05571;0,0483958;-1,21704;-2,03575;+
Q27531(423);16,8304;19,4982;19,9743;19,4373;24,8899;24,2651;25,7365;25,5273;3,64668;0,000677316;-6,16962;-7,85234;+
Q27535(322);18,7996;19,2809;20,2301;20,5795;25,1653;24,7457;23,9357;26,0432;3,90075;0,000455696;-5,24996;-8,72103;+
Q27874(783);19,9073;20,961;19,8426;18,619;25,596;26,2092;26,806;27,043;4,55961;0;-6,58106;-11,3818;+
Q27874(793);19,3196;17,8708;19,9253;20,3747;21,1883;20,19;20,4843;19,3662;0,681277;0,125772;-0,934586;-1,40963;
Q27GU2(11);19,8118;19,744;19,9643;18,1201;20,0658;18,4991;21,6651;20,8248;0,485629;0,210947;-0,85365;-1,06735;
Q2EEN5(29);22,6559;22,6979;24,4285;24,648;24,8921;23,3984;23,5117;21,9746;0,0727994;0,781325;0,163351;0,203234;
Q2EEN5(64);18,7685;20,3274;19,9264;19,7851;20,7404;21,3997;20,9372;19,9772;1,26587;0,030423;-1,06176;-2,38742;+
Q2HQL4(171);23,6243;23,155;25,0724;23,9227;21,2016;20,0125;21,6313;21,0929;2,83677;0,00132727;2,95905;5,54245;+
Q2L6X2(16);21,858;18,5065;19,9568;18,4987;20,7424;19,5339;21,7643;20,5947;0,47067;0,220835;-0,953813;-1,04023;
Q2L6X2(10);19,7907;17,8776;19,3409;18,9101;20,8637;21,1745;21,4257;20,0875;2,04897;0,00609262;-1,90803;-3,80326;+
Q2XN01(5);25,7733;25,0183;25,2428;25,4136;23,4201;23,7323;24,238;22,1763;2,25546;0,00436329;1,97033;4,22132;+
Q2XN01(204);26,4358;25,8895;26,7896;25,0903;28,5443;28,7065;26,9947;26,3411;1,22257;0,0330759;-1,59531;-2,31448;+
Q2XN01(205);25,8526;25,6403;25,9264;26,2095;26,2487;25,884;28,6266;24,2983;0,151382;0,592042;-0,357204;-0,396152;
Q304E5(476);25,7342;25,0123;26,026;26,3361;21,6193;20,4193;21,5115;21,2351;4,62525;0;4,58086;11,6837;+
Q3LFN1(105);18,1851;19,2121;20,4232;18,8055;20,4706;20,1265;20,8832;19,7745;1,14862;0,0387143;-1,15725;-2,19056;+
Q3LFN1(76);18,0369;19,8116;20,2841;17,6866;21,8508;18,7522;19,9677;18,3064;0,316994;0,344792;-0,764506;-0,749399;
Q3V5H6(2);18,7689;18,9533;20,3903;19,7494;21,4877;22,3192;22,7092;24,9098;2,21213;0,00478868;-3,39101;-4,13163;+
Q3Y3Z9(65);16,6716;21,4119;19,3326;21,2355;23,1054;23,7476;25,3132;25,6225;2,04792;0,00608219;-4,78428;-3,80118;+
Q4JFH6(56);19,0689;20,2809;19,5263;16,8651;24,1692;23,7381;22,3122;23,7096;2,79021;0,00165217;-4,54698;-5,42769;+
Q4R132(95);18,3397;17,6385;18,742;20,0039;21,8579;20,4561;20,9376;18,9425;1,25933;0,030763;-1,86747;-2,37639;+
Q4TTB6(64);19,0945;19,3663;19,4331;20,7446;25,1899;25,2436;24,2504;26,9427;3,85651;0,000430279;-5,74698;-8,56407;+
Q8MXD9(132);19,451;19,246;19,53;19,9538;22,4247;21,7492;21,6118;22,8311;3,7116;0,000571429;-2,60894;-8,06692;+
Q564S3(177);24,2056;24,1601;23,2989;24,329;24,8073;24,7385;25,3527;25,3794;1,9807;0,00687255;-1,07109;-3,66998;+
Q564S3(193);22,7452;22,278;22,2764;20,9913;21,1679;20,0501;20,9563;21,5816;1,20339;0,0344379;1,13372;2,28226;+
Q564X1(260);20,8929;20,6682;21,4098;17,9816;24,8854;24,6257;24,5404;23,5401;2,6344;0,00212853;-4,15977;-5,05567;+
Q564Y0(207);20,4823;17,5961;19,0177;21,5241;21,3644;21,6569;21,6283;20,5416;0,933709;0,064317;-1,64277;-1,83308;
Q564Y2(49);23,4042;23,2621;23,7872;24,3689;25,1268;25,5061;25,4885;25,8052;3,11348;0,00108752;-1,77607;-6,26173;+
Q564Y2(35);21,9313;22,5341;23,2858;22,7158;21,2403;21,2737;21,1467;21,031;2,64454;0,00198189;1,44384;5,07934;+
Q564Y2(36);21,8344;18,6213;17,4628;20,4958;20,1929;20,7503;20,0096;21,4185;0,431407;0,246538;-0,989237;-0,968205;
Q95X71(41);21,6785;21,1264;19,4611;18,1307;21,9427;21,034;21,2707;20,1782;0,524219;0,188978;-1,00724;-1,13654;
Q95X71(55);21,0781;19,7793;19,7704;16,9059;21,1744;20,5707;21,4815;20,8224;0,915615;0,0672389;-1,62883;-1,803;
Q5GMH8(135);18,9953;17,7395;19,3935;19,1288;20,2893;20,7508;21,881;20,0659;1,91157;0,00776821;-1,93249;-3,53734;+
Q5W7A3(37);22,3875;23,5155;23,1621;22,4256;20,5544;21,3516;19,624;19,5217;2,64721;0,00198703;2,60978;5,08558;+
Q5WRT8(437);19,9529;19,121;19,6162;19,7367;21,9023;21,9459;22,9348;21,4544;3,31892;0,000911964;-2,45266;-6,84035;+
Q5WRT8(389);21,5585;18,6891;20,3426;20,5721;24,1022;24,3213;25,7659;24,8267;3,15227;0,00111877;-4,46345;-6,36792;+
Q5WRT8(755);19,4235;18,4029;21,6306;20,1934;20,5863;20,4168;21,5819;20,4358;0,530041;0,185929;-0,84262;-1,1469;
Q5WRT8(1385);19,8322;19,5934;17,7039;19,4877;19,9914;21,3902;20,4838;19,3282;0,883751;0,0740807;-1,14411;-1,74999;
Q65CM5(22);19,141;21,0773;20,6711;19,2571;21,3127;20,1757;20,5888;20,9563;0,626611;0,144532;-0,721733;-1,31586;
Q65XX2(476);20,1976;20,5451;18,3545;20,016;20,7627;20,5283;20,3053;20,4247;0,712983;0,115182;-0,726963;-1,46355;
Q6DNF7(350);26,3696;25,4592;27,9717;26,1563;28,7719;27,811;25,6033;25,5875;0,184678;0,527844;-0,454224;-0,471983;
Q71UE4(83);19,3531;20,7296;20,9272;19,3654;21,3345;21,4032;21,6419;20,6352;1,28946;0,0289348;-1,1599;-2,42731;+
Q7JMQ6(277);26,9362;26,4772;27,874;26,5973;20,6769;19,033;20,78;21,4226;4,43602;0;6,49304;10,8328;+
Q7JMQ6(282);25,5985;25,6843;26,6073;25,712;21,9062;19,3684;21,8304;21,0323;3,58731;0,000638554;4,8662;7,66035;+
Q7JMS5(32);21,8435;22,3329;23,7072;22,1494;20,9612;20,9616;21,2032;17,1601;1,21852;0,033438;2,43672;2,30767;+
Q7JMS5(10);20,8538;19,0617;18,8296;18,7796;21,7945;19,4049;19,7948;21,3983;0,784775;0,0947096;-1,21695;-1,58462;
Q7JNM2(328);21,4313;21,2746;20,6043;19,7095;25,9474;24,4082;25,208;21,9269;2,03608;0,00621769;-3,61772;-3,77793;+
Q7K6X4(22);17,2665;21,2796;18,8355;19,176;20,2325;20,9222;20,5542;20,4959;0,844734;0,0816124;-1,41176;-1,68496;
Q7KPV8(61);20,0741;18,7107;21,0569;18,3203;21,3771;18,8217;18,1729;19,4116;0,034928;0,890958;0,0946317;0,101153;
Q7YTN9(170);18,6627;19,7488;19,2163;16,4421;20,3538;21,1444;20,2004;19,5741;1,19312;0,035258;-1,80071;-2,26504;+
Q7YWU6(35);20,9227;20,2693;19,2492;19,3304;21,4358;20,4529;19,8223;21,1237;0,689178;0,123389;-0,765798;-1,4231;
Q7YWV0(8);20,0292;19,8429;20,8728;18,8754;25,5682;22,6677;24,0653;24,6771;2,98055;0,00116107;-4,33949;-5,90802;+
Q7YWW4(92);19,1243;21,3323;21,6568;19,0757;21,9292;20,4126;21,5922;20,8527;0,537439;0,181928;-0,899414;-1,16002;
Q7YX48(109);21,1429;18,8377;21,3342;19,9145;21,7978;20,7124;21,6303;21,1214;0,79042;0,0937625;-1,00817;-1,59409;
Q7YZW5(138);25,0621;25,08;25,4707;24,3566;24,8964;23,4124;24,6689;24,5301;0,749261;0,104962;0,615421;1,52488;
Q7Z072(213);17,602;20,1285;20,8062;18,0706;21,5502;20,3551;19,6357;21,3186;0,881295;0,074526;-1,56305;-1,7459;
Q7Z072(242);19,5552;19,9324;20,4563;20,8674;22,0283;21,0958;23,2076;22,7689;2,04875;0,0060874;-2,07231;-3,80284;+
Q7Z072(207);25,3461;24,2708;24,1784;24,2172;20,1751;21,0758;21,5306;18,3382;2,84264;0,00124159;4,22318;5,55705;+
Q7Z072(254);22,5648;23,1726;24,2346;21,8654;24,9168;23,7122;24,5638;21,9599;0,448513;0,2344;-0,828845;-0,999747;
Q7Z072(259);18,8765;20,98;19,9548;17,3061;21,9718;20,5724;21,6347;20,4667;1,13002;0,0398718;-1,88206;-2,1595;+
Q7Z072(192);23,5562;23,685;23,9805;22,8837;21,8499;19,7943;20,8256;21,3129;2,70235;0,00192194;2,58069;5,21566;+
Q7Z072(335);21,9152;19,9128;20,9809;18,3148;21,224;21,0676;21,3539;19,8457;0,29171;0,374418;-0,5919;-0,698792;
Q7Z138(246);22,1644;22,7722;23,4321;22,8952;23,0773;21,6439;21,5116;24,0231;0,146294;0,602431;0,251971;0,384292;
Q86DA7(164);22,0939;22,6991;21,4705;23,6977;20,6918;21,4216;21,2991;19,9549;1,52717;0,0168339;1,64846;2,83645;+
Q86DD5(400);25,6872;25,1226;24,6711;23,7754;24,0876;23,7872;24,0875;23,5915;1,15107;0,0385629;0,925621;2,19466;+
Q86DD5(419);19,5099;20,5277;19,6466;19,0939;20,4538;19,6809;18,4702;20,8025;0,0961675;0,719262;-0,157335;-0,262972;
Q86FL7(5);24,7202;24,4641;24,9554;23,9135;25,4094;25,0653;25,7561;25,35;1,80102;0,00976036;-0,881904;-3,32974;+
Q86NC1(484);21,2726;20,1218;18,566;18,1578;25,0524;22,7893;23,2587;21,9706;2,07414;0,00578472;-3,73823;-3,85298;+
Q86NC1(166);17,1856;21,5681;20,4844;18,9759;21,6692;20,3984;21,5787;20,9262;0,79036;0,0937875;-1,58959;-1,59399;
Q86NE4(5);18,5527;19,2759;18,4615;20,1621;21,5323;20,2787;21,4424;21,5395;2,2313;0,00458733;-2,08518;-4,17117;+
Q86NH9(58);16,9481;18,3527;20,7702;21,1724;20,905;21,3625;19,6868;20,9612;0,634044;0,142036;-1,41803;-1,32868;
Q86S66(139);20,53;19,9327;19,3121;19,0046;21,8683;21,458;21,0658;20,3141;1,69147;0,0121844;-1,48169;-3,12907;+
Q86S66(130);24,209;24,2437;24,0922;22,6913;22,4488;22,5528;21,4327;23,6278;1,16298;0,0375135;1,29353;2,21457;+
Q86S66(68);20,8923;19,3622;21,306;19,9181;20,3226;17,9063;20,5191;21,4534;0,137707;0,620617;0,319293;0,364099;
Q86S66(72);20,1246;18,6157;20,5403;21,216;21,7035;20,5241;21,5812;19,9676;0,55111;0,174954;-0,819959;-1,18419;
Q86S66(94);19,1731;21,1103;18,2308;20,3638;21,8696;20,7945;20,904;20,7092;1,00541;0,0540839;-1,34983;-1,95217;
Q86S66(86);18,8845;18,3946;19,0009;19,555;21,3237;20,9419;19,584;20,4992;1,98042;0,00686694;-1,62847;-3,66945;+
Q86S66(51);25,8026;24,1202;24,4829;25,1691;23,6081;22,0429;24,0652;25,3989;0,686205;0,124315;1,11492;1,41803;
Q86S66(54);19,7844;19,2412;20,2721;20,7652;21,7926;21,0992;19,1702;21,2234;0,574376;0,164291;-0,805623;-1,22507;
Q8I4C0(4);25,1297;26,8727;25,8465;26,8409;26,3688;25,5735;26,083;25,6735;0,214974;0,475848;0,247754;0,538561;
Q8I4E4(421);24,2694;24,5328;25,1632;23,9279;22,7767;22,5865;23,6339;26,3483;0,293758;0,371941;0,636997;0,702927;
Q8I4J8(326);19,9884;18,0791;18,7525;19,2226;20,8804;20,4931;21,1259;19,7127;1,64433;0,0132202;-1,54238;-3,04416;+
Q8I4J8(327);19,1054;18,6975;20,8306;17,5128;20,1188;20,2518;21,4529;20,8125;1,13017;0,0399131;-1,6224;-2,15975;+
Q8I4M5(606);18,4786;20,7754;17,3757;17,9187;23,0277;22,4601;23,0666;24,6641;2,72667;0,00186047;-4,66748;-5,27376;+
Q8I711(255);20,8828;20,514;18,7322;18,2234;20,9858;21,0156;21,4875;20,525;1,07832;0,0460302;-1,41539;-2,07336;+
Q8I711(9);22,5563;22,6532;25,0166;22,804;22,754;22,5226;22,8505;20,8498;0,643794;0,138767;1,01331;1,34546;
Q8I7G0(138);17,8803;19,5047;20,8281;18,8384;25,4649;24,5778;23,7525;26,0881;3,41035;0,000888889;-5,70794;-7,11117;+
Q8I7K2(2);26,8786;27,1109;26,9428;25,9099;21,0625;18,8429;20,4287;21,3275;4,27644;0,000430769;6,29515;10,1597;+
Q8I7K2(3);26,8786;27,1109;26,9428;25,9099;21,7552;21,2365;20,8395;20,6702;5,32175;0;5,58523;15,3845;+
Q8I7K2(12);26,8786;27,1109;26,9428;25,9099;20,8886;19,7325;20,2534;20,9161;5,41631;0;6,2629;15,9654;+
Q8IG31(117);19,4864;20,9497;19,3463;19,0681;26,5157;25,3188;25,1237;26,8628;4,32251;0,000474576;-6,24262;-10,35;+
Q8IG31(193);18,8702;19,9949;19,7783;17,972;21,4265;20,3856;20,266;19,2168;0,918711;0,0668852;-1,16987;-1,80815;
Q8IG31(182);18,8535;19,3658;18,3941;20,4561;19,0541;20,2758;21,4731;20,4855;0,784644;0,094669;-1,05474;-1,5844;
Q8IG31(186);18,8834;18,3845;19,2796;18,1918;21,6284;21,3332;20,7879;21,3057;3,85176;0,000426877;-2,57897;-8,54736;+
Q8IG31(90);19,6093;16,5946;19,3495;18,7209;21,3403;20,353;21,1142;20,6212;1,71857;0,0116353;-2,28862;-3,17828;+
Q8IG31(165);20,2019;19,6332;19,4128;19,9125;21,5555;21,491;21,434;19,7672;1,46929;0,0191686;-1,27183;-2,73544;+
Q8IG31(3);24,3116;26,0915;25,7444;26,4541;28,4177;28,7647;29,1623;28,8859;3,161;0,00112524;-3,15725;-6,39202;+
Q8IG31(32);20,019;20,263;19,0804;19,5496;23,9589;23,4499;24,6903;19,3232;1,35399;0,0254402;-3,12752;-2,53699;+
Q8IG31(34);20,8315;18,2227;19,9094;20,6307;21,6794;20,7589;20,8142;19,9342;0,61663;0,148043;-0,898129;-1,29861;
Q8IG69(68);19,8118;18,5997;20,1267;18,8781;19,7598;20,5393;21,7101;21,3876;1,40083;0,0226323;-1,49508;-2,61721;+
Q8MPY2(20);25,6143;25,2681;25,357;22,1325;24,9552;25,3127;25,4488;25,3764;0,35249;0,310034;-0,680286;-0,818927;
Q8MQ73(36);19,9669;17,6432;18,3114;18,6435;21,3698;21,3925;19,4075;19,3655;1,21856;0,0334563;-1,74254;-2,30774;+
Q8MQ73(43);19,052;19,7642;19,723;18,6778;21,509;20,6303;21,8617;21,2415;2,7808;0,00163558;-2,00637;-5,40468;+
Q8MQ73(13);26,7855;26,2722;27,4094;25,8476;20,2713;21,4993;21,8911;20,1442;4,2841;0,000440945;5,62718;10,1911;+
Q8MQH0(5);29,8249;29,9883;29,6747;28,0844;29,0571;28,2327;28,8648;26,4413;0,840858;0,0821193;1,24414;1,67849;
Q8MXJ9(83);18,8602;18,9609;21,0958;19,7244;21,5463;20,6626;21,2796;21,2293;1,48932;0,0182703;-1,51912;-2,77029;+
Q8MXR6(145);19,5904;19,9074;16,436;20,0026;23,6387;23,0971;23,3226;21,7013;2,21732;0,00476209;-3,95582;-4,14231;+
Q8MXS0(298);21,7537;21,6413;22,8304;22,5056;23,6545;23,1465;22,2503;22,7984;0,966394;0,0591559;-0,779676;-1,88737;
Q8MXS0(307);18,7577;20,8582;20,0967;19,8117;22,6357;22,9128;22,1927;24,6258;2,46496;0,00269673;-3,2107;-4,67096;+
