Leading.proteins.Positions.within.proteins;log2 daf2_d5_01;log2 daf2_d5_02;log2 daf2_d5_03;log2 daf2_d5_04;log2 eat2_d5_01;log2 eat2_d5_02;log2 eat2_d5_03;log2 eat2_d5_04; -Log Student's T-test p-value daf2_d5_eat2_d5;Student's T-test q-value  daf2_d5_eat2_d5; Student's T-test Difference  daf2_d5_eat2_d5;Student's T-test Test statistic  daf2_d5_eat2_d5;Sign p-val: 0.05 
Q965R9(174);26,2443;25,4212;24,8743;25,7946;21,4785;21,4968;21,6252;19,4174;3,56144;8,98E-05;4,57914;7,57796;+
Q965R9(336);19,9337;18,5615;19,2113;21,8038;21,3148;21,0329;21,0628;21,0007;0,877633;0,0275667;-1,22524;-1,7398;+
Q965S8(212);15,7494;19,7028;18,1071;17,3188;23,3295;21,9832;23,0481;22,6144;2,91994;0,000292035;-5,02429;-5,75184;+
Q965S8(117);17,3784;17,5753;19,8272;18,3153;21,3279;20,2348;21,0548;20,2427;2,1086;0,00113226;-2,44099;-3,9216;+
Q965V4(891);18,5465;18,7048;17,8434;18,5499;21,5834;20,0683;21,3048;20,3586;2,96253;0,000299659;-2,41763;-5,86126;+
Q965V9(6);24,6511;23,8778;27,4547;25,4762;25,6862;25,1388;24,2861;24,1504;0,265838;0,292632;0,549578;0,645966;
Q965W8(52);16,0862;17,6647;20,0497;20,6749;21,39;21,8187;20,1478;21,8151;1,24673;0,00908769;-2,67403;-2,35514;+
Q965X7(46);17,9885;20,2498;18,1007;18,0861;21,5667;20,7477;20,8264;21,2116;2,28282;0,000994505;-2,48185;-4,27852;+
Q966A5(166);19,7999;21,3979;21,0262;19,4999;20,1585;20,3127;21,2275;21,0847;0,195414;0,403521;-0,264838;-0,495823;
Q966A5(458);15,086;18,2329;18,4437;20,7633;21,2419;19,4755;21,3612;21,4917;1,15023;0,01202;-2,76112;-2,19325;+
Q966A5(216);17,9783;17,6705;20,4554;18,2381;20,8499;20,9024;18,5035;21,0938;1,02554;0,0170224;-1,75179;-1,9856;+
Q966A5(644);17,9192;18,7027;17,9452;17,2366;25,1121;25,8617;24,7611;26,6821;5,2039;0;-7,65333;-14,6888;+
Q966C6(26);20,0435;19,8066;20,871;19,833;20,6239;21,4851;19,4274;20,8832;0,413364;0,158356;-0,466401;-0,934644;
Q966C6(213);19,3514;18,1049;18,271;19,5788;22,8384;22,5325;22,2484;24,0854;3,51985;8,64E-05;-4,09966;-7,44702;+
Q966C6(218);19,7684;17,6608;18,8416;19,3337;21,8475;23,1213;21,9652;23,1822;3,10984;0,000108247;-3,62794;-6,25182;+
Q966C7(313);17,5201;21,6023;20,7622;18,075;21,6321;20,8718;20,4191;19,9772;0,540955;0,0944878;-1,23518;-1,16625;
Q966C7(281);18,584;19,5254;19,0071;20,5579;21,5597;22,9785;21,8367;21,7381;2,56224;0,000559534;-2,60968;-4,88939;+
Q966C7(296);23,4636;23,9273;21,6044;24,3394;21,3427;21,1352;21,277;21,7871;1,69945;0,00262972;1,94815;3,14354;+
Q966I8(180);19,7377;20,3444;19,5054;17,6897;20,007;20,6562;21,3754;21,5958;1,24439;0,00916834;-1,58927;-2,3512;+
Q966K5(4);17,9184;16,6164;19,6961;21,65;20,9572;19,0667;21,2087;19,8266;0,490717;0,116057;-1,29456;-1,07653;
Q966L5(413);16,6478;17,5803;17,4342;16,8924;20,7127;20,9238;20,6005;19,4342;3,7456;0,000107579;-3,27915;-8,18128;+
Q966M4(251);20,4936;19,4687;17,4935;18,6306;20,5931;21,4225;21,5287;20,5181;1,55804;0,00383536;-1,99396;-2,89074;+
Q966M6(380);16,4668;19,7916;19,8706;19,0502;20,6485;21,705;21,6319;20,8446;1,5437;0,00389577;-2,41272;-2,86549;+
Q9BI62(91);18,3028;19,5211;17,8207;18,2569;23,8902;28,2012;27,0016;26,2066;3,69497;0,000101617;-7,84951;-8,01149;+
Q9BI71(127);25,6968;25,1289;25,3465;26,5897;29,3199;26,8107;27,9577;26,6337;1,53372;0,0040111;-1,99001;-2,84795;+
Q9BI71(107);16,8533;17,9185;18,0767;20,1367;19,4289;23,6145;23,204;23,3672;1,8597;0,0019836;-4,15738;-3,43927;+
Q9BI71(154);27,3176;26,4862;26,912;26,4517;27,1389;28,4272;27,6025;27,7095;1,48569;0,00454863;-0,927649;-2,76397;+
Q9BI71(231);21,8234;23,6702;20,4991;22,478;21,2056;21,5168;21,514;20,3207;0,652711;0,062636;0,978404;1,36077;
Q9BI71(23);26,1306;25,1809;24,4357;26,2878;26,3145;25,9438;25,986;24,7422;0,165884;0,462117;-0,237875;-0,429549;
Q9BI71(11);18,453;16,9495;19,6228;18,3984;21,0726;21,3337;21,3426;20,6792;2,53824;0,000551272;-2,75111;-4,8349;+
Q9BKR9(569);19,8319;18,0963;17,7298;17,5504;22,6568;24,2555;24,1444;24,349;3,81842;0,000119565;-5,54932;-8,43091;+
Q9BKR9(310);16,6195;16,3834;16,9814;19,4497;22,3798;23,6933;23,3546;23,4833;3,5899;9,26E-05;-5,86927;-7,66864;+
Q9BKU3(39);19,0487;19,6886;17,3858;18,4068;20,6027;21,5995;19,8718;20,8379;1,8681;0,00193088;-2,0955;-3,45507;+
Q9BKU5(122);17,9726;16,8655;16,6519;19,1682;22,2542;21,812;22,3813;22,7435;3,56748;9,09E-05;-4,63318;-7,59712;+
Q9BKU8(60);18,1283;18,1582;20,2574;18,0221;20,2194;19,8589;20,3176;21,6062;1,51419;0,00418961;-1,85905;-2,81371;+
Q9BL19(76);18,5511;18,7671;16,7696;19,6602;21,1185;20,7574;19,7389;19,7537;1,46078;0,0047175;-1,9051;-2,72069;+
Q9BL19(54);18,0084;16,3983;20,2232;16,8911;24,6477;22,7916;23,8146;24,8543;3,13789;0,000111702;-6,14682;-6,3284;+
Q9BL19(57);23,9719;25,0911;21,0469;22,227;25,3896;26,0063;25,8694;25,2661;1,49456;0,00444665;-2,54863;-2,77942;+
Q9BL19(161);15,1263;19,3661;17,602;16,0263;24,7489;22,5766;22,4438;23,6845;2,97121;0,000302752;-6,33327;-5,88377;+
Q9BL19(169);21,8684;17,8141;19,3878;18,9783;19,9563;21,3634;21,4091;21,3979;0,818911;0,0338861;-1,51951;-1,64182;+
Q9BL19(107);17,4198;17,2063;17,794;19,3729;21,5803;20,7242;21,6285;20,0886;2,6019;0,000538395;-3,05715;-4,98032;+
Q9BL19(98);17,7345;17,5927;19,2466;19,3125;23,7909;21,5843;25,3758;24,5523;2,90051;0,000286334;-5,35425;-5,70243;+
Q9BL19(29);16,515;18,0363;19,1314;19,7497;20,8015;19,264;19,558;21,2213;1,13807;0,0122369;-1,85313;-2,17295;+
Q9BL28(171);19,4858;18,3154;19,0823;19,9775;21,4365;21,4384;19,8032;20,1951;1,46839;0,00467938;-1,50305;-2,73389;+
Q9BL39(223);18,1971;17,633;19,3357;19,1082;19,107;20,7082;20,4838;21,5472;1,58716;0,00351331;-1,89306;-2,94224;+
Q9BL59(6);21,1432;18,8933;19,1055;20,031;21,1697;21,3001;21,533;21,31;1,59639;0,00348399;-1,53496;-2,95862;+
Q9BL83(131);20,7296;18,4475;18,3398;20,3021;21,4762;22,985;20,98;21,9196;1,71463;0,00257201;-2,38542;-3,17111;+
Q9GRY9(59);16,274;18,824;19,0597;20,6358;21,555;20,6216;21,0432;21,1547;1,38821;0,00580315;-2,39524;-2,59554;+
Q9GRY9(151);20,4706;20,0306;18,8463;16,4291;20,2173;20,0737;21,208;20,2977;0,792962;0,0369277;-1,50499;-1,59836;+
Q9GRZ9(427);20,841;21,5334;16,6212;18,9616;21,2228;21,7053;22,3545;21,3845;0,992583;0,0189716;-2,17748;-1,93086;+
Q9GRZ9(428);21,4369;17,9411;17,5144;20,059;24,3989;22,5349;24,6168;24,3404;2,4126;0,00075188;-4,73489;-4,556;+
Q9GRZ9(394);17,7506;21,1574;20,2752;18,516;20,7129;20,2286;19,8768;21,5908;0,651616;0,0628823;-1,17744;-1,35889;
Q9GUE9(56);18,6636;21,0763;19,0721;18,8324;20,1971;21,4905;20,7596;20,8914;1,2095;0,0100617;-1,42352;-2,29251;+
Q9GUM7(30);20,6437;15,1951;17,2831;17,1775;21,4937;21,7925;21,7262;21,0109;1,85833;0,00198143;-3,93096;-3,4367;+
Q9GUP2(3760);20,6903;16,9603;19,1111;16,9041;20,8141;20,5894;20,467;21,3798;1,36472;0,00632024;-2,39612;-2,55532;+
Q9GUP2(3846);17,9357;17,0252;15,8233;19,895;22,8789;22,9687;24,3038;22,6364;2,97649;0,00030485;-5,52711;-5,89746;+
Q9GYF1(189);18,9321;21,0593;20,3511;19,3016;21,0435;21,3049;20,422;21,7287;1,13888;0,0122463;-1,21377;-2,17429;+
Q9GYF1(190);17,0603;17,457;16,0454;19,0734;21,1957;21,1117;21,6678;21,0052;2,99168;0,000248244;-3,83609;-5,93704;+
Q9GYF1(97);16,4422;17,5041;19,335;17,3059;21,1992;20,3721;20,933;20,9678;2,64878;0,000552702;-3,22121;-5,08925;+
Q9GYF1(92);18,8937;19,7914;17,9204;19,3295;20,6709;21,5359;19,463;20,9932;1,52679;0,00405706;-1,68198;-2,83578;+
Q9GYG4(14);19,8245;19,5753;18,3438;18,8349;23,0103;21,8462;22,1245;22,3421;3,55991;8,96E-05;-3,18612;-7,57308;+
Q9GYJ9(399);18,709;18,2248;17,1155;16,3264;21,7212;23,1617;23,7237;24,333;3,4637;8,09E-05;-5,64096;-7,27321;+
Q9GYK1(32);22,054;23,6255;22,8312;23,2131;22,3868;24,3416;23,1661;23,0063;0,22381;0,352891;-0,294236;-0,55759;
Q9GYK2(92);24,4903;24,0629;23,0771;24,6941;20,3293;21,2389;21,3834;19,1276;2,87473;0,000279958;3,56131;5,63733;+
Q9GYM4(367);17,9254;17,9918;20,1959;19,2273;21,1836;20,6082;21,52;21,5747;2,17974;0,00108039;-2,38654;-4,0653;+
Q9GYP5(126);23,0167;24,4986;22,0313;23,9654;24,0153;24,349;23,8476;24,8097;0,736746;0,0458772;-0,877355;-1,50376;+
W6RRW5(28);19,2121;19,1271;17,8292;20,585;20,3557;21,4453;20,8079;19,0146;0,791653;0,0370414;-1,21754;-1,59616;+
Q9GYR5(383);18,6259;20,2662;19,4286;17,5605;22,0126;23,6705;23,7243;23,708;3,02551;0,000177885;-4,30857;-6,02592;+
Q9GYT5(386);19,7948;19,2123;18,1555;18,9571;20,2234;19,9906;20,4557;21,2912;1,78422;0,00223251;-1,46032;-3,29865;+
Q9GZC8(416);17,0985;20,138;17,9791;18,6594;20,8338;21,5109;21,4502;20,8583;2,16608;0,00107211;-2,69455;-4,03749;+
Q9GZE9(352);16,2094;16,432;19,3029;19,9748;24,6588;23,4745;23,8326;24,0619;3,02573;0,000178313;-6,02719;-6,02649;+
Q9GZE9(231);17,6538;18,5787;18,4905;20,5234;25,0034;25,3035;24,6459;25,3505;4,22763;0;-6,26423;-9,96154;+
Q9GZH4(521);17,6424;18,3993;19,0194;19,1945;19,8422;21,6038;21,2182;21,1386;2,42861;0,000721161;-2,38681;-4,59096;+
Q9GZH4(380);16,7998;17,0808;20,362;18,5855;23,7709;26,4889;25,2395;25,6875;3,40902;7,60E-05;-7,08969;-7,10718;+
Q9N2Y1(43);23,3035;23,0659;23,513;22,6135;25,0931;25,3645;24,3692;24,901;3,13919;0,000112;-1,80792;-6,33196;+
Q9N2Y1(62);19,9039;19,3665;19,2094;17,3761;21,2908;21,4289;20,8681;21,3387;2,15881;0,00111267;-2,26761;-4,02274;+
Q9N2Z6(26);18,4067;18,3542;18,6098;19,5988;21,0772;20,6869;21,7077;20,2425;2,66958;0,000560647;-2,18621;-5,13807;+
Q9N2Z6(785);17,0902;17,8072;19,5188;19,7719;21,0166;20,8769;18,9848;20,2278;1,13032;0,0125091;-1,72951;-2,16;+
V6CK48(354);17,2061;18,3581;19,5585;16,6279;24,0125;23,586;24,4192;24,2818;4,00458;0,000150685;-6,13719;-9,09932;+
V6CK48(334);17,2895;20,9123;18,6854;16,6002;24,9963;25,9184;25,0161;25,2196;3,40266;7,55E-05;-6,91576;-7,08809;+
V6CLC9(370);17,687;17,5117;18,7365;18,6021;21,1272;21,3768;21,3786;21,337;4,23087;0;-3,17054;-9,97456;+
Q9N321(370);17,8971;17,7777;19,9551;18,1605;23,8326;25,0047;25,1474;24,4069;4,33457;0;-6,15034;-10,4004;+
Q9N358(538);17,6901;20,1869;19,5269;19,9784;21,7606;22,118;21,6028;22,5962;2,33247;0,00074359;-2,67382;-4,38345;+
Q9N358(318);17,1801;16,355;19,3246;18,1666;20,9546;20,6866;20,2329;21,9245;2,31819;0,000860155;-3,19309;-4,35312;+
Q9N362(248);23,909;24,1994;21,4696;24,5927;23,9776;24,9328;25,0901;26,6321;0,918215;0,0241513;-1,61545;-1,80732;+
Q9N370(35);18,8235;20,1845;19,3913;19,8107;23,5602;24,8403;25,114;25,1028;4,43329;0;-5,10179;-10,8209;+
Q9N370(39);16,7013;19,3375;19,3335;18,391;25,0553;25,4339;25,7133;24,1487;4,07972;0,000164179;-6,64698;-9,38206;+
Q9N370(23);17,2098;16,2698;19,6687;17,1019;21,9534;23,3945;22,486;23,1968;3,18517;0,000116022;-5,19513;-6,45909;+
Q9N370(26);23,6379;21,5755;21,7714;25,1404;25,4076;27,7373;25,1943;27,9067;1,71204;0,0025998;-3,53018;-3,16639;+
Q9N381(73);16,0384;17,9709;19,6541;19,7996;24,5609;26,9886;25,1702;24,734;3,27783;0,000126506;-6,99771;-6,72138;+
Q9N381(66);17,9526;17,3002;18,7275;18,0833;25,7748;26,7133;25,8947;27,456;5,61548;0;-8,44379;-17,2586;+
Q9N393(352);19,6419;16,2329;17,8841;18,7536;19,9395;20,2919;18,6203;20,6131;1,06395;0,0149557;-1,73808;-2,04944;+
Q9N393(53);18,8644;17,439;18,7766;17,9877;20,0942;20,9017;21,7494;21,3458;2,86634;0,000333333;-2,75586;-5,61626;+
Q9N3A9(421);17,4194;19,3507;16,7014;21,7913;24,7177;24,5991;24,8783;23,2924;2,45423;0,000605777;-5,55619;-4,64726;+
Q9N3D0(117);16,9952;17,5476;20,3964;18,5563;19,6262;20,5266;19,7292;19,6671;1,0017;0,0185053;-1,51341;-1,94601;+
Q9N3D1(219);18,9183;19,5674;15,8887;20,2829;22,2895;22,6712;21,3168;21,9664;1,82262;0,0020666;-3,39664;-3,36988;+
Q9N3F7(236);19,043;17,679;17,0711;19,7145;22,9872;22,7925;22,0655;21,8092;3,02575;0,000178528;-4,03671;-6,02656;+
Q9N3G2(4);19,4662;18,4381;16,7935;19,3606;22,3725;24,6254;22,8325;22,8577;2,96584;0,000301026;-4,65744;-5,86983;+
Q9N3R5(456);18,2754;18,2666;17,708;17,5891;22,4129;22,5724;23,0651;22,8791;6,04947;0;-4,7726;-20,437;+
Q9N3S8(265);23,0732;24,2529;23,0089;23,63;23,4675;23,3469;23,2287;22,713;0,397706;0,168362;0,302214;0,905262;
Q9N3S8(266);20,1341;16,8931;17,2508;20,1846;22,9933;24,483;24,3324;22,713;2,61102;0,000539792;-5,01478;-5,0014;+
Q9N3U9(66);25,3006;24,8659;26,6067;24,9961;24,2458;24,2587;21,6598;23,5046;1,4911;0,00446244;2,02512;2,77339;+
Q9N3U9(70);20,071;18,4047;17,8298;16,9475;20,5445;20,7603;20,9823;21,0804;2,03734;0,0013;-2,52863;-3,78039;+
Q9N3X2(232);19,1363;16,7055;18,61;20,149;20,8202;20,2394;21,4418;21,264;1,6043;0,00344173;-2,29112;-2,97267;+
Q9N3X2(229);20,0568;17,8234;19,2;18,6757;24,6027;23,5628;23,2656;24,7089;3,86404;0,000126437;-5,09602;-8,5906;+
Q9N3X2(52);21,2028;22,0832;22,2775;21,717;24,5015;24,5771;25,3679;25,8798;3,7001;0,000102088;-3,26142;-8,02857;+
Q9N3X2(61);19,6027;20,2048;18,3873;17,0446;24,5545;24,1571;23,4527;24,2258;3,43211;7,83E-05;-5,28767;-7,1769;+
Q9N3X2(133);17,3224;20,572;18,7326;18,1463;24,1578;23,9495;24,2915;24,2697;3,65664;9,67E-05;-5,4738;-7,88494;+
Q9N3Y1(210);19,1388;18,0375;20,0994;18,9648;21,0247;21,3305;21,4731;21,3557;2,67995;0,000564706;-2,23589;-5,16254;+
Q9N456(91);17,3733;19,5712;17,0799;21,4171;20,7108;21,7041;20,2397;20,8078;0,966387;0,0204741;-2,00522;-1,88736;+
Q9N456(100);18,9792;19,6661;17,8085;18,6097;21,3851;20,4018;20,5906;19,942;1,99634;0,00144795;-1,81404;-3,70031;+
Q9N456(3);18,3268;15,3179;17,1034;18,4073;18,3799;21,3694;19,7963;20,6232;1,53707;0,00387413;-2,75336;-2,85383;+
Q9N492(12);17,5742;18,7846;14,8688;18,0707;21,4299;18,2141;20,4679;19,1803;1,18486;0,0108782;-2,49847;-2,25119;+
Q9N4G8(159);24,0174;24,9504;22,3712;24,1163;26,3637;25,0832;25,8174;25,3532;1,58743;0,00351665;-1,79052;-2,94272;+
Q9N4G8(173);20,4612;16,4547;19,263;17,8735;25,2288;25,6586;23,6638;25,6627;3,24341;0,000123529;-6,54039;-6,62299;+
Q9N4G9(73);21,4754;23,4625;24,3685;23,681;21,0771;23,2193;22,6809;22,2119;0,578533;0,0824901;0,949566;1,23235;
Q9N4H7(491);18,9525;19,5864;20,7797;20,3642;20,4798;20,7061;21,512;21,6085;1,23263;0,00948539;-1,15587;-2,3314;+
Q9N4H7(494);17,9766;16,724;19,6454;18,6416;21,2655;20,7605;21,0608;21,334;2,41717;0,000755858;-2,85835;-4,56597;+
Q9N4H7(1002);17,4179;18,1239;19,4588;20,8754;26,0038;23,5622;23,4429;24,06;2,81027;0,000449799;-5,29823;-5,47692;+
Q9N4I3(114);17,83;20,2151;17,5591;17,6361;21,2445;19,5905;20,707;21,7959;1,72276;0,00254916;-2,52442;-3,18591;+
Q9N4I3(234);19,6155;18,1861;19,0525;20,202;18,9398;21,6834;21,1484;21,6011;1,05695;0,0153249;-1,57916;-2,03781;+
Q9N4I3(151);18,4327;19,3859;19,471;20,7834;19,5276;19,7755;19,8026;20,3537;0,28003;0,273855;-0,346603;-0,675082;
Q9N4I3(80);17,374;18,3844;17,8866;15,9117;20,7901;20,2064;21,3522;20,1052;2,74237;0,000480458;-3,2243;-5,3115;+
Q9N4I3(97);18,2105;18,0702;19,9405;17,2006;21,1558;21,4964;21,5037;21,1257;2,64742;0,000551237;-2,96496;-5,08606;+
Q9N4I3(137);16,2811;16,7106;19,8883;17,0847;20,637;19,7419;20,2318;20,7259;1,81726;0,00211022;-2,84298;-3,35992;+
Q9N4I4(132);18,9605;17,4649;19,0666;19,8002;24,2407;23,1381;23,7158;24,5718;3,91124;0,000133333;-5,09353;-8,75861;+
Q9N4I4(146);19,7459;18,1682;18,898;18,4638;21,3718;21,111;20,492;21,205;2,8827;0,000282353;-2,22597;-5,6574;+
Q9N4I4(129);19,2377;16,0658;18,1749;17,2265;23,6096;24,5723;24,9939;25,7823;3,89032;0,000130178;-7,06331;-8,68381;+
Q9N4I4(117);22,8744;21,5206;21,5698;24,0552;23,878;25,486;24,913;25,8773;1,84063;0,00206179;-2,53357;-3,4035;+
Q9N4J2(1550);24,8976;25,3704;23,7681;25,8129;23,6649;25,3447;23,6077;23,225;0,766262;0,0408898;1,00171;1,55351;+
Q9N4J8(537);20,1178;18,3724;19,612;19,832;20,9355;21,2558;22,2386;23,0624;2,08097;0,00122364;-2,38953;-3,86653;+
Q9N4J8(383);17,1396;18,4074;19,6692;18,1126;20,772;20,5509;20,6094;21,4479;2,37773;0,000765957;-2,51283;-4,48042;+
Q9N4J8(126);20,4805;19,1705;17,3309;17,9197;19,4602;21,2829;20,5242;21,924;1,25066;0,00893634;-2,07244;-2,36176;+
Q9N4M4(8209);20,4119;19,0795;17,7516;18,5712;20,7286;20,0062;20,5924;20,439;1,37228;0,00614994;-1,48798;-2,56826;+
Q9N4M4(3816);20,3171;18,871;18,064;16,3601;21,2841;22,538;23,1461;21,5746;2,15283;0,00110354;-3,73265;-4,01063;+
Q9N4M4(3513);20,185;20,4311;17,2644;17,7773;19,1092;20,8639;21,7431;20,8901;0,893722;0,02615;-1,73711;-1,76659;+
Q9N4M4(3859);19,2254;20,7463;19,2554;18,8491;24,298;23,9271;23,8245;24,7966;4,21446;0;-4,69251;-9,90868;+
Q9N4M4(3691);16,82;20,5424;18,0574;18,0888;20,6483;21,5729;19,69;21,0077;1,44343;0,00493974;-2,35257;-2,69063;+
Q9N4M4(3868);17,7414;17,3732;18,2954;20,4275;21,0037;21,7756;21,0147;21,6483;2,18197;0,00108108;-2,90116;-4,06984;+
Q9N4P0(159);22,3809;22,5457;23,8471;23,6098;20,9202;21,171;21,2627;20,4937;2,70856;0,000467532;2,13398;5,23046;+
Q9N501(228);24,051;24,3755;24,7078;24,9082;24,0493;23,3061;23,4951;25,3227;0,42127;0,153691;0,467298;0,949387;
Q9N537(12);16,956;19,5429;19,0828;18,0846;21,0858;21,2563;20,9969;20,7857;2,3817;0,000769344;-2,61463;-4,48898;+
Q9N537(29);17,8902;21,7269;19,8939;17,873;21,0607;21,1137;19,5504;21,6539;0,708747;0,0508956;-1,49867;-1,45636;
Q9N538(61);24,6869;23,6072;22,761;24,974;24,1825;24,7;23,573;24,1879;0,100906;0,627206;-0,153573;-0,27482;
Q9N588(30);26,1103;25,0213;23,0935;26,8929;20,5721;20,0708;20,0631;21,2489;2,82275;0,00040568;4,79075;5,50773;+
Q9N599(228);19,8543;18,6619;17,4016;18,4731;19,1711;21,3269;20,9078;21,572;1,56579;0,00383435;-2,14668;-2,90442;+
Q9N5B7(672);16,7105;18,2186;17,2703;18,7186;20,0887;20,3084;20,4767;20,3713;2,86132;0,000331933;-2,58177;-5,60369;+
Q9N5B7(121);19,9558;18,8752;15,0501;19,6371;20,3827;21,3129;21,0464;20,2325;1,05492;0,0154572;-2,36407;-2,03443;+
Q9N5L4(24);23,9618;23,6963;23,7483;23,591;21,4175;21,8365;21,6312;20,9283;4,46096;0;2,29599;10,9416;+
Q9N5M2(124);16,5856;17,5261;20,1286;18,0322;21,1239;21,275;20,3299;20,1765;1,79994;0,00214536;-2,65822;-3,32774;+
Q9N5M3(96);17,0421;18,5008;19,732;18,2527;20,4864;20,1679;20,2792;21,7658;1,86758;0,00192982;-2,29291;-3,45408;+
Q9N5X6(57);16,7845;19,3573;19,0741;17,4911;21,1508;21,3534;19,9555;19,5426;1,6468;0,00307209;-2,32383;-3,04859;+
Q9NA39(209);24,4305;28,0424;26,5047;25,5583;20,478;21,0608;21,3004;20,9775;3,23843;0,000122628;5,1798;6,60884;+
Q9NA39(212);26,4244;26,0705;26,2663;26,7302;25,9981;25,2164;24,7119;25,6958;1,66304;0,00295893;0,967308;3,07776;+
Q9NA82(139);16,0237;19,0585;19,3718;17,1339;22,8371;22,6737;23,1086;23,511;3,1213;0,000108949;-5,13561;-6,28301;+
Q9NA91(493);25,0996;23,2507;23,5833;25,5222;26,4026;26,2936;25,8999;25,6798;1,57826;0,0037009;-1,70503;-2,92646;+
Q9NA98(325);19,3848;19,3548;18,1563;19,5063;20,825;21,2886;20,2049;21,562;2,29696;0,00096199;-1,86961;-4,30824;+
Q9NA98(118);19,5872;20,0066;18,2554;20,2826;19,4958;21,2291;20,4442;19,5733;0,489541;0,116463;-0,652641;-1,07441;
Q9NAF9(52);16,0397;20,3375;20,6166;20,3391;20,0493;20,7207;21,1362;21,1942;0,602926;0,0755385;-1,44189;-1,27485;
Q9NEI8(232);20,3141;18,0778;19,1994;17,6287;20,9281;21,1468;20,6505;20,3492;1,69549;0,00262048;-1,96364;-3,13636;+
Q9NEN6(211);19,9012;18,956;19,7138;20,6277;21,2356;20,822;21,5466;19,9837;1,19912;0,0104441;-1,0973;-2,27509;+
Q9NEN6(58);17,3334;18,1732;17,9785;21,6186;20,4487;21,3737;18,663;20,8789;0,666352;0,0598565;-1,56515;-1,38414;
Q9NEN6(22);20,4597;18,8301;19,084;18,3387;20,3874;20,889;20,837;20,9348;1,81655;0,00210684;-1,58395;-3,35859;+
Q9NEN6(175);25,4984;25,5913;25,7134;24,5674;27,2935;25,7473;27,0425;27,201;1,79034;0,00216992;-1,47846;-3,30996;+
Q9NEN6(162);18,2108;19,264;18,6229;17,8512;22,3749;23,7306;22,6859;22,0916;3,98505;0,000147651;-4,23353;-9,0271;+
Q9NEQ0(31);20,5942;16,2328;18,7106;15,5752;27,2462;26,6047;26,5607;26,5935;3,59437;9,28E-05;-8,97309;-7,68298;+
Q9NEQ0(42);20,8033;18,187;19,5753;19,1167;23,8462;22,4774;22,1491;22,9841;2,71109;0,000468837;-3,44359;-5,23648;+
Q9NEW6(23);19,1613;19,9425;18,7723;18,7148;21,2374;20,0657;19,1595;21,7588;1,13469;0,0123099;-1,40763;-2,16729;+
Q9NEW6(31);19,0771;20,082;19,1051;18,4299;21,3791;21,3507;20,6537;21,7083;2,68103;0,00056573;-2,09946;-5,16509;+
Q9NEW6(140);17,9785;18,796;21,1729;18,9577;20,6194;20,7933;21,8256;20,981;1,3276;0,00706078;-1,82856;-2,49203;+
Q9NEW6(171);18,5085;16,4555;17,0447;19,1546;21,1595;21,5196;20,1869;21,234;2,47034;0,000573228;-3,23415;-4,68287;+
Q9NEZ8(170);17,1538;18,5303;18,7605;19,6584;22,6249;24,1778;24,4126;23,12;3,55067;8,89E-05;-5,05808;-7,54385;+
Q9NGJ7(272);21,9025;22,0834;22,8674;21,5262;21,6201;20,236;20,5765;21,8765;1,08732;0,0140587;1,01763;2,08834;+
Q9NGT3(5);24,3424;24,0886;23,8558;23,9157;21,3154;20,7693;20,0329;21,6086;3,86376;0,000126074;3,11906;8,58961;+
Q9NLD1(6);22,042;22,9115;22,1178;23,0837;20,3018;21,6446;20,2227;20,475;2,34127;0,000749462;1,87773;4,40221;+
Q9TW67(428);15,6396;18,8447;17,7781;18,4417;25,0553;25,5914;25,7906;24,7315;4,26282;0;-7,61617;-10,1041;+
Q9TW67(102);17,9827;18,196;19,038;19,6292;23,9331;25,347;24,6208;25,6154;4,57951;0;-6,16761;-11,4726;+
Q9TW67(400);19,0465;18,7331;17,7972;19,1676;20,5182;21,6497;21,7886;20,8805;2,93956;0,000296629;-2,52314;-5,80206;+
Q9TW67(358);20,0359;20,7094;17,715;19,6289;20,5137;20,6653;21,4014;20,1994;0,85207;0,0303465;-1,17267;-1,6972;+
Q9TXH9(112);18,917;20,3274;18,2513;20,9725;19,0575;21,0818;20,9407;19,5614;0,280948;0,27282;-0,54333;-0,676953;
Q9TXH9(153);16,9927;18,8139;20,1646;19,1482;21,0647;21,4033;20,7487;20,2525;1,59738;0,003489;-2,08742;-2,96036;+
Q9TXH9(206);17,9493;16,9538;20,1105;16,8443;21,2827;18,5877;21,1571;21,4314;1,39509;0,00557027;-2,65025;-2,60735;+
Q9TXH9(218);18,465;16,6638;18,2375;18,2709;20,0099;20,4551;21,657;20,169;2,50195;0,000535885;-2,66344;-4,75327;+
Q9TXH9(102);24,6467;25,1361;24,6904;24,223;20,4912;20,5309;21,111;21,4335;4,85217;0;3,7824;12,7858;+
Q9TXH9(127);20,2455;18,062;19,1838;19,3686;21,2432;21,8426;19,5781;21,8144;1,46996;0,004664;-1,9046;-2,73661;+
Q9TXH9(88);19,712;16,7328;16,7309;17,602;20,9656;21,7843;21,4545;21,6238;2,69123;0,000568824;-3,76265;-5,18925;+
Q9TXH9(90);26,332;25,2799;23,3457;23,5406;19,6823;21,5224;21,4884;19,9605;2,41725;0,00075643;3,96115;4,56614;+
Q9TXI3(136);18,8013;20,3084;17,311;17,6666;20,2135;21,3334;20,7595;21,842;1,78661;0,00216763;-2,51525;-3,30308;+
