Leading.proteins.Positions.within.proteins;log2 daf2_d1_01;log2 daf2_d1_02;log2 daf2_d1_03;log2 daf2_d1_04;log2 N2_d1_01;log2 N2_d1_02;log2 N2_d1_03;log2 N2_d1_04; -Log Student's T-test p-value daf2_d1_N2_d1;Student's T-test q-value  daf2_d1_N2_d1; Student's T-test Difference  daf2_d1_N2_d1;Student's T-test Test statistic  daf2_d1_N2_d1;Sign p-val: 0.05 
Q23186(3);18,5848;19,219;17,2733;16,4588;24,3628;23,7534;22,7371;26,9531;3,01635;4,10E-05;-6,56762;-6,00175;+
Q23190(200);17,3426;19,6341;19,6984;17,1819;23,3994;21,5757;19,5422;20,7592;1,43492;0,00371549;-2,8549;-2,67593;+
Q23191(470);24,1837;25,199;24,3673;24,7048;23,9385;22,7225;22,3748;22,2055;2,1503;0,000609756;1,80339;4,0055;+
Q23191(338);20,1054;17,9899;17,7712;17,6098;24,6679;24,5157;23,0924;24,0372;3,79605;0;-5,70924;-8,35354;+
Q23191(352);17,729;19,035;18,0223;15,9375;21,7082;21,0425;21,2927;21,3512;2,84465;3,54E-05;-3,66771;-5,56205;+
Q23203(130);21,1996;15,7358;15,7085;16,2669;21,535;20,6444;21,2838;21,4007;1,60046;0,00215878;-3,98829;-2,96584;+
Q23237(40);19,187;18,4907;19,3428;18,5774;23,1153;22,9401;21,8256;22,7711;4,35613;0;-3,76355;-10,4909;+
Q23237(41);24,2446;24,3607;26,0313;25,6636;26,8369;24,4822;24,5194;24,1322;0,0371035;0,835092;0,0823932;0,107215;
Q23280(3);18,4531;18,663;18,7657;16,8897;22,7778;22,2366;22,0622;22,9177;3,94193;0;-4,30568;-8,86939;+
Q23280(31);19,0386;16,214;17,673;16,9702;20,8861;20,2215;21,2123;20,6268;2,66594;3,13E-05;-3,26271;-5,12951;+
Q23312(73);24,944;23,9955;22,4633;22,9375;27,587;25,8883;25,6223;25,8788;2,00462;0,000800378;-2,65905;-3,71642;+
Q23312(49);17,3477;20,3844;18,0093;18,3055;25,5233;20,8366;23,3162;23,2786;2,18404;0,000586225;-4,72695;-4,07407;+
Q23312(14);24,381;24,6968;24,776;24,2254;28,4873;27,9093;28,2061;27,9562;5,92443;0;-3,61992;-19,4672;+
Q23312(21);24,093;25,7708;25,547;24,9404;27,1982;26,8306;24,8611;25,0531;0,59964;0,0548448;-0,897958;-1,26914;
Q23312(160);19,5635;21,4057;18,1344;16,8007;23,9944;24,4142;26,2414;25,993;2,79836;3,41E-05;-6,18471;-5,44765;+
Q23312(155);16,3514;18,726;19,9082;17,976;23,8329;22,1206;23,4861;22,9215;2,94662;3,86E-05;-4,84987;-5,82022;+
Q23330(473);17,6469;16,3334;18,7965;17,9792;21,4348;20,6035;21,139;20,9613;3,08474;4,35E-05;-3,34564;-6,18393;+
Q23398(381);19,1323;17,2263;19,4425;17,8073;21,9634;20,7623;21,0503;20,8103;2,42846;0,000125075;-2,74449;-4,59062;+
Q23424(724);26,1019;25,126;24,7196;25,2687;27,3582;24,7611;27,0347;26,9154;0,936754;0,0164565;-1,21331;-1,83813;+
Q23424(590);18,8517;20,9585;19,3824;18,897;20,5752;19,4766;20,6251;21,0138;0,744013;0,031854;-0,900285;-1,51603;+
Q23449(178);18,3795;18,5256;16,7967;15,6511;23,2613;23,013;21,0716;24,3208;2,935;3,84E-05;-5,57846;-5,79035;+
Q23449(42);20,3878;18,0079;17,1555;17,832;21,1995;21,0251;20,3822;21,0218;1,90258;0,000988724;-2,56135;-3,52026;+
Q23451(36);23,5021;24,2647;24,1479;22,7699;25,171;23,6988;22,6305;24,1269;0,142315;0,482949;-0,23564;-0,374963;
Q23451(46);16,2647;18,9512;19,3729;16,9578;22,1296;23,6416;21,5629;24,1756;2,66284;3,12E-05;-4,99077;-5,12222;+
Q23451(52);28,762;29,2395;28,4134;28,4383;30,2509;27,1079;24,5773;28,711;0,372227;0,146926;1,05151;0,8569;
Q23451(59);25,7203;25,8097;27,2791;25,4784;21,5405;21,1147;20,9234;21,1837;4,56276;0;4,88132;11,3961;+
Q23451(69);18,0421;20,7613;19,4196;16,8899;19,8812;20,4336;20,5209;20,2149;0,880064;0,019965;-1,48442;-1,74385;+
Q23500(77);21,6921;19,7484;18,9582;18,9031;24,46;23,7359;21,8353;22,5534;2,03963;0,000765753;-3,32068;-3,78489;+
Q23593(372);26,1955;25,74;24,5959;25,9158;26,9279;24,7236;24,8196;25,9157;0,00806552;0,96157;0,01508;0,0240406;
Q23593(378);18,6618;19,781;18,1475;16,7869;20,8454;19,9259;20,0513;20,9739;1,68138;0,00177594;-2,10482;-3,11083;+
Q23593(381);18,2436;17,5992;19,1429;16,9459;22,7901;22,7821;20,9535;22,0462;3,20642;4,83E-05;-4,16011;-6,51852;+
Q23593(318);15,5757;18,822;17,4398;16,876;21,5229;21,0882;20,9946;21,3606;2,99429;4,00E-05;-4,06323;-5,94389;+
Q23593(327);18,2218;20,0163;19,954;18,4783;22,0913;20,8209;22,6135;22,3878;2,39789;0,000151211;-2,81075;-4,52402;+
Q23594(318);20,2974;17,4851;19,6635;15,6393;24,9439;22,2055;21,7926;22,7222;1,9668;0,00085249;-4,64477;-3,64314;+
Q23594(379);24,8448;25,4454;23,7182;24,2936;26,4498;24,4256;24,6827;25,649;0,573095;0,0607712;-0,726268;-1,22283;
Q23600(510);17,0957;16,0495;19,3799;16,6667;21,4381;20,8851;21,376;21,2437;2,75568;3,31E-05;-3,93773;-5,34365;+
Q23647(82);18,4777;16,6666;17,5049;18,0064;21,2503;20,6317;21,0722;20,9758;3,72873;0;-3,3186;-8,12436;+
Q23655(13);23,1712;25,8977;24,9483;23,2036;23,933;23,0203;21,4374;23,221;0,817807;0,024869;1,40224;1,63997;+
Q23655(20);19,491;17,1626;16,9592;16,8906;24,6097;23,2371;23,6054;21,8745;3,29534;5,18E-05;-5,70582;-6,77188;+
Q23655(24);19,3965;17,1992;19,7019;18,413;21,8292;21,0818;20,6508;21,118;2,17391;0,000616967;-2,49227;-4,0534;+
Q23655(25);16,0983;14,6944;19,0414;19,1562;21,2921;21,1723;20,5411;20,1397;1,67835;0,00182088;-3,53872;-3,10535;+
Q23672(317);18,6206;19,0185;18,2593;19,1731;20,8219;19,782;20,7241;19,982;2,47424;0,000101927;-1,5596;-4,69153;+
Q23672(323);17,5762;17,3839;18,9109;17,9563;20,9947;21,1714;21,3383;20,6751;3,80726;0;-3,08806;-8,39221;+
Q23680(104);19,805;17,829;19,7485;18,4408;21,9648;21,2527;20,1868;20,854;1,8529;0,00107171;-2,10875;-3,42649;+
Q23680(32);17,1359;15,7218;20,5274;18,9527;21,7238;20,8663;19,6407;21,417;1,31411;0,00521506;-2,82749;-2,46911;+
Q23680(35);25,7136;25,1987;24,8667;26,1679;24,9262;24,1691;24,7264;25,1092;1,12268;0,00925335;0,754032;2,14726;+
Q23680(96);17,1778;20,4206;16,4595;17,7548;26,3584;23,2511;22,2264;24,8603;2,59473;6,48E-05;-6,22084;-4,96379;+
Q27245(369);14,9023;17,7304;15,7819;17,2714;21,2412;20,9248;21,2029;21,0545;3,40838;0;-4,68434;-7,10524;+
Q27274(314);18,2689;19,4591;17,5151;19,1735;21,4846;20,2986;21,1649;21,1357;2,49445;0,000103405;-2,41679;-4,7365;+
Q27274(324);25,6985;24,9834;24,8408;25,1991;23,6168;20,7622;22,4035;21,9606;2,54014;6,19E-05;2,99469;4,83921;+
Q27371(71);17,6199;16,52;20,6073;17,5913;21,49;20,7293;20,7196;21,0991;1,76201;0,00135539;-2,92487;-3,25774;+
Q27371(72);18,8804;21,6297;20,1219;17,2015;21,6031;21,0392;20,0563;20,467;0,638251;0,0474502;-1,33305;-1,33592;+
Q27371(204);16,8126;17,4932;18,3996;17,6899;22,437;22,4303;25,1113;22,589;3,55295;0;-5,54306;-7,55107;+
Q27371(196);19,7959;19,1744;18,369;17,8425;21,7336;20,7719;20,4529;20,6454;2,18237;0,000585013;-2,1055;-4,07064;+
Q27371(199);24,0415;20,5034;25,5133;23,6449;25,0401;24,666;25,2689;24,9341;0,712103;0,0357198;-1,5515;-1,46205;+
Q27371(297);15,6936;21,2491;19,1061;19,2281;24,2197;24,1844;24,7541;24,3886;2,52388;6,16E-05;-5,56747;-4,80249;+
Q27371(303);22,9121;24,9751;30,7176;23,8131;24,4278;23,5726;26,8697;24,983;0,127292;0,52293;0,641183;0,339297;
Q27371(245);22,6488;22,6794;22,9948;21,1269;23,1931;23,1857;23,6143;25,3027;1,17339;0,00789979;-1,46149;-2,23198;+
Q27371(282);16,743;19,6408;17,4048;19,9212;21,9623;19,6972;20,9748;21,1793;1,46919;0,00325413;-2,52598;-2,73528;+
Q27371(182);22,3329;23,6977;22,7462;23,2091;25,3565;22,636;20,8001;22,3237;0,0788778;0,67281;0,217408;0,218992;
Q27371(93);18,9479;18,6655;16,3129;18,3545;21,9408;21,2543;21,3764;21,3514;2,82687;3,48E-05;-3,41052;-5,51792;+
Q27371(233);17,344;17,3359;18,7799;18,3743;23,3902;22,766;25,569;23,8283;3,81591;0;-5,92985;-8,42221;+
Q27371(327);24,3377;26,548;24,9918;24,9908;27,9101;22,4397;24,644;25,0658;0,0586794;0,745311;0,202167;0,165991;
Q27371(367);21,2192;19,0648;18,7883;19,8029;22,8586;21,1786;21,5667;24,4392;1,64738;0,00193148;-2,79195;-3,04963;+
Q27389(112);17,41;17,2584;17,8592;17,9357;27,2084;25,953;26,0572;25,7944;6,44002;0;-8,63739;-23,7802;+
Q27389(101);18,2109;17,5089;17,6928;19,6842;21,471;20,8193;21,1097;20,9223;2,80615;3,43E-05;-2,80639;-5,46678;+
Q27389(155);18,9443;19,8929;19,2107;19,1759;26,88;24,2207;23,8764;23,6742;3,34321;5,50E-05;-5,35684;-6,91148;+
Q27389(163);21,5662;22,0662;25,463;21,1642;23,3773;25,1964;24,4874;23,6463;0,74081;0,0322143;-1,61195;-1,51062;+
Q27488(29);17,5919;14,3631;16,6699;16,9801;21,86;19,5337;20,8086;21,2739;2,68922;3,17E-05;-4,46781;-5,18448;+
Q27488(221);18,3256;19,8904;19,1944;18,6968;25,8515;26,453;25,7237;25,337;5,51924;0;-6,81452;-16,6216;+
Q27493(1001);17,1031;15,4139;19,3621;21,378;23,5483;25,6845;23,9133;24,7001;2,35683;0,000272311;-6,14731;-4,43547;+
Q27511(131);21,0937;20,1316;18,8419;18,1949;23,4587;23,2464;23,8502;22,6024;2,74671;3,29E-05;-3,72387;-5,32198;+
Q27511(124);25,745;25,6421;26,8535;25,3011;26,36;27,3202;27,6225;27,3703;1,58725;0,00229325;-1,28283;-2,94239;+
Q27527(60);18,0337;20,6598;17,0903;17,0276;25,0636;22,0695;22,1348;20,3548;1,75456;0,00141375;-4,20284;-3,24405;+
Q27527(80);22,8804;22,9044;23,6972;23,2339;25,8923;24,2364;24,6854;24,5226;2,15841;0,000612245;-1,65519;-4,02193;+
Q27527(132);25,595;26,2261;24,2412;25,588;28,5634;24,4201;26,361;24,6733;0,228423;0,305231;-0,591891;-0,567459;
Q27527(5);15,7571;18,6369;19,8353;20,3038;21,419;20,3946;21,3547;21,3794;1,26332;0,00598535;-2,50365;-2,38312;+
Q27531(241);24,6399;26,3172;24,0392;24,993;21,2192;21,2428;21,2027;20,426;3,57525;0;3,97466;7,62185;+
Q27531(343);16,8277;19,7472;15,3096;17,0274;21,6442;20,4872;20,6054;20,9868;2,07779;0,000728165;-3,70295;-3,86023;+
Q27531(407);18,4014;16,78;18,2754;19,7705;21,4943;20,5589;20,8623;20,8201;2,19072;0,000559542;-2,62707;-4,08772;+
Q27531(160);18,6247;18,487;16,9965;18,9879;21,6814;21,2202;21,3858;21,1496;3,30145;5,23E-05;-3,08521;-6,78956;+
Q27531(436);19,2625;20,1951;16,8574;17,5822;21,5816;19,883;21,2199;20,6935;1,50401;0,00301131;-2,37022;-2,79591;+
Q27531(423);17,4136;17,6434;17,1889;18,2462;20,5753;21,0831;20,5577;21,4139;4,39389;0;-3,28449;-10,6512;+
Q27535(322);17,4217;18,8655;17,3521;19,5196;21,7712;21,0906;21,0512;21,3497;2,76782;3,34E-05;-3,02593;-5,37308;+
Q27874(783);20,2597;16,6488;19,1456;16,5648;24,2806;23,1013;23,547;23,5806;2,91401;3,76E-05;-5,47265;-5,73672;+
Q27874(793);18,1904;15,0187;18,4511;18,5117;21,3581;20,9739;19,7521;20,0068;1,73807;0,00145027;-2,97976;-3,21386;+
Q27GU2(11);20,0693;19,8177;18,3243;17,7304;21,1792;21,0744;20,492;20,2076;1,53672;0,00269878;-1,75289;-2,85322;+
Q2EEN5(29);23,8503;22,6715;24,8582;23,3208;25,6964;26,4073;25,5607;26,7228;2,37965;0,000223516;-2,42162;-4,48455;+
Q2EEN5(64);18,054;16,4181;17,2867;18,9718;25,3134;22,4345;24,1138;22,7274;3,35259;5,57E-05;-5,96459;-6,93909;+
Q2HQL4(171);23,0333;23,9838;25,2515;24,4776;21,7686;20,7384;20,5366;20,1155;2,95157;3,88E-05;3,39676;5,83295;+
Q2L6X2(16);24,3648;22,0835;25,3601;24,6164;21,0794;20,8884;20,1907;21,0601;2,37776;0,000223256;3,30153;4,48048;+
Q2L6X2(10);19,3614;17,0513;16,718;18,2844;21,7422;21,2531;21,3034;21,3344;2,92945;3,82E-05;-3,55454;-5,77615;+
Q2XN01(5);24,055;24,2876;24,4315;22,4593;26,4771;23,786;24,2159;24,5802;0,604583;0,0536931;-0,956441;-1,27773;
Q2XN01(204);23,6694;22,9948;26,7091;24,0043;25,5044;23,2894;24,7461;23,9379;0,00888567;0,95849;-0,0250649;-0,0264609;
Q2XN01(205);18,1552;21,1191;15,7188;17,3533;21,6161;20,4633;21,3682;21,2691;1,43182;0,00374637;-3,09258;-2,67057;+
Q304E5(476);25,9756;25,1168;23,2219;25,7097;27,6766;26,3998;25,0288;26,2152;0,797621;0,0265564;-1,32409;-1,60617;+
Q3LFN1(105);17,0839;17,9559;18,5327;19,0516;26,0418;25,6117;23,8038;25,0354;4,43579;0;-6,96717;-10,8318;+
Q3LFN1(76);18,5216;17,0847;16,6926;19,2778;21,9717;20,9463;21,3906;21,1766;2,7764;3,35E-05;-3,47707;-5,39396;+
Q3V5H6(2);19,7437;16,7773;15,374;17,9623;26,0013;25,2515;26,5456;26,4338;3,93631;0;-8,5937;-8,849;+
Q3Y3Z9(65);15,7688;17,904;19,8841;17,4603;26,0253;24,0284;22,7851;26,103;3,00319;4,04E-05;-6,98112;-5,96717;+
Q4JFH6(56);14,982;14,7253;18,4512;19,5645;20,1512;21,1037;21,2737;20,2591;1,6203;0,00207593;-3,7662;-3,00118;+
Q4R132(95);17,178;18,6771;17,7318;17,5189;22,8386;23,2516;22,4824;23,5897;4,91455;0;-5,26413;-13,1054;+
Q4TTB6(64);16,3051;19,8533;19,6775;18,9942;24,3202;23,7977;23,8548;23,2342;3,00901;4,07E-05;-5,09419;-5,98246;+
Q8MXD9(132);18,589;18,8652;16,6919;16,5045;21,8582;21,255;20,6191;21,2908;2,76963;3,34E-05;-3,5931;-5,37749;+
Q564S3(177);23,7817;24,7838;26,0558;24,4286;26,9785;25,067;25,0081;25,749;0,685425;0,0391176;-0,938194;-1,4167;+
Q564S3(193);16,8196;19,0404;15,6869;19,2798;25,1302;23,8058;24,2596;24,7801;3,50003;0;-6,78723;-7,38526;+
Q564X1(260);23,7368;23,4031;23,0606;24,9898;25,5698;23,5563;23,2389;22,6468;0,0199207;0,909386;0,0446067;0,0586087;
Q564Y0(207);20,9635;18,1264;16,9115;16,6;21,2205;20,9388;19,8696;20,5113;1,27179;0,00575312;-2,48466;-2,39742;+
Q564Y2(49);18,5549;17,3963;21,1215;16,1868;24,3573;23,8675;22,9437;24,3861;2,62831;3,04E-05;-5,57379;-5,04149;+
Q564Y2(35);16,1341;20,9145;17,8309;17,6461;21,4421;19,6397;20,9707;21,0287;1,30413;0,00528577;-2,63887;-2,45217;+
Q564Y2(36);16,6032;20,2904;18,6947;18,8435;21,782;21,135;20,2455;20,8093;1,5601;0,00248309;-2,38501;-2,89438;+
Q95X71(41);19,133;16,7803;17,3794;19,8432;20,7051;20,7956;20,9223;20,6873;1,86583;0,0010226;-2,49361;-3,45079;+
Q95X71(55);23,6219;23,5803;22,687;23,7178;21,7856;21,3705;21,5311;19,9276;2,46358;0,00010136;2,24807;4,66791;+
Q5GMH8(135);23,545;25,4264;22,4089;22,814;21,8166;20,8972;20,8003;20,2094;1,89533;0,00100493;2,61771;3,5065;+
Q5W7A3(37);15,7292;17,707;18,1922;19,3286;21,0171;20,8899;20,9833;20,7154;2,24151;0,00046244;-3,16217;-4,19233;+
Q5WRT8(437);16,1606;17,8717;17,1265;19,317;23,014;21,8757;22,0753;23,3358;3,22508;4,90E-05;-4,95628;-6,57105;+
Q5WRT8(389);16,6652;19,2078;18,2492;16,6377;21,8222;20,8863;20,8386;21,2994;2,71675;3,24E-05;-3,52163;-5,25001;+
Q5WRT8(755);15,684;17,706;19,2295;18,507;20,6788;20,714;20,8787;20,2425;1,97694;0,000857277;-2,8469;-3,66271;+
Q5WRT8(1385);17,501;16,8901;17,754;16,411;19,6181;21,2011;20,7019;21,1964;3,49577;0;-3,54035;-7,37207;+
Q65CM5(22);16,1757;18,6695;17,69;18,3813;24,4059;23,5648;22,9868;22,6107;3,78683;0;-5,66296;-8,32184;+
Q65XX2(476);17,0811;18,2582;18,0815;17,814;23,4594;22,6312;23,7382;24,2033;5,00474;0;-5,69936;-13,5807;+
Q6DNF7(350);24,1525;21,4703;20,7171;24,8979;24,8702;24,2204;25,6558;23,2992;0,737951;0,032691;-1,70193;-1,5058;+
Q71UE4(83);16,2668;17,9642;19,5142;16,5576;21,9261;21,2468;20,8545;20,368;2,30548;0,000328918;-3,52315;-4,32621;+
Q7JMQ6(277);24,2656;26,5547;24,0533;24,6653;23,8775;23,982;25,3769;25,1804;0,155211;0,449695;0,280508;0,405029;
Q7JMQ6(282);24,0441;25,1034;24,1494;25,1636;25,9228;22,5894;22,1838;22,8733;0,645854;0,0460674;1,2228;1,349;+
Q7JMS5(32);19,8848;18,7647;17,4208;18,245;21,3018;20,3545;20,7365;21,2883;2,21909;0,000456602;-2,34144;-4,14597;+
Q7JMS5(10);17,6102;17,2568;19,4425;16,5267;21,4039;20,3543;21,2288;20,6472;2,521;6,15E-05;-3,19952;-4,79602;+
Q7JNM2(328);19,4724;19,9495;18,7726;19,8062;21,7672;20,5413;21,3637;20,3427;1,90257;0,000988278;-1,50352;-3,52023;+
Q7K6X4(22);17,4746;18,4909;20,9228;14,8825;22,4883;20,4096;21,5157;20,933;1,36553;0,00463475;-3,39393;-2,55671;+
Q7KPV8(61);18,8707;18,7888;19,1186;17,0655;21,9616;22,4692;22,7788;22,9704;3,65011;0;-4,08408;-7,86356;+
Q7YTN9(170);17,8593;15,2688;18,5705;16,3203;21,1613;20,9961;20,2734;19,8791;2,36024;0,000248133;-3,57272;-4,44279;+
Q7YWU6(35);17,641;14,9744;20,2861;18,2263;21,5446;21,0464;21,3635;20,2237;1,55218;0,0025874;-3,26261;-2,8804;+
Q7YWV0(8);14,9892;16,0517;20,2246;17,5358;26,1059;26,7992;26,2882;26,5595;3,71095;0;-9,23789;-8,06474;+
Q7YWW4(92);18,6319;18,398;20,2723;17,3388;21,9389;21,2383;21,1639;20,5246;2,04939;0,000740454;-2,55617;-3,8041;+
Q7YX48(109);16,7957;17,7544;16,1785;16,3324;21,7157;21,0916;21,388;21,096;4,66116;0;-4,55759;-11,852;+
Q7YZW5(138);24,9204;24,2568;25,3767;25,2895;25,1742;23,5357;26,1028;24,5791;0,0676116;0,712581;0,112916;0,189656;
Q7Z072(213);17,0156;16,6753;21,2245;18,5529;23,1979;25,4595;24,6601;25,4383;2,79108;3,39E-05;-6,32193;-5,4298;+
Q7Z072(242);19,6784;19,9635;18,3466;17,2232;21,3923;19,8061;20,8653;21,0211;1,4702;0,00325664;-1,96827;-2,73703;+
Q7Z072(207);22,8093;24,4695;23,1686;22,6283;26,1122;24,252;25,0865;23,5463;1,11872;0,00928259;-1,48035;-2,14066;+
Q7Z072(254);25,8062;24,5577;27,7674;25,7931;25,7743;26,3412;24,7867;26,7578;0,0287507;0,870236;0,0661049;0,0837981;
Q7Z072(259);17,203;20,3472;16,5741;16,7377;21,9609;20,6241;20,8222;21,3767;2,004;0,000799622;-3,48049;-3,71522;+
Q7Z072(192);24,7614;23,9163;22,9443;25,0165;25,0618;23,7387;25,976;24,589;0,465549;0,0954609;-0,681765;-1,03091;
Q7Z072(335);19,3738;14,761;19,9481;17,1151;21,8202;20,6355;21,2567;20,9556;1,49716;0,00305553;-3,36746;-2,78396;+
Q7Z138(246);19,9273;19,3192;20,5565;17,6727;26,2631;24,1448;26,0075;22,3103;2,51747;6,13E-05;-5,31246;-4,78807;+
Q86DA7(164);17,5067;20,3084;20,1152;19,2582;21,208;21,206;20,2238;21,3264;1,30828;0,00529167;-1,69391;-2,4592;+
Q86DD5(400);24,4981;23,8972;25,6911;22,9863;24,3818;25,4676;23,5602;24,1409;0,0610308;0,736213;-0,119449;-0,172257;
Q86DD5(419);19,3604;16,9992;18,1964;19,1442;21,9699;21,0683;20,7537;20,6448;2,31826;0,000331849;-2,68411;-4,35326;+
Q86FL7(5);25,6251;25,5186;24,2284;24,6993;26,8271;25,6172;24,6394;23,93;0,123795;0,532751;-0,23556;-0,330889;
Q86NC1(484);19,0647;17,6352;16,5119;19,411;21,4256;20,8506;20,1517;21,3927;2,05747;0,000720039;-2,79945;-3,82002;+
Q86NC1(166);19,2169;16,708;17,483;16,0296;25,7009;22,7594;23,84;23,5937;3,42211;0;-6,61413;-7,14665;+
Q86NE4(5);16,67;18,5679;17,6304;21,1599;23,3692;21,5174;21,0805;22,5093;1,7872;0,00124197;-3,61205;-3,30416;+
Q86NH9(58);16,4399;17,0985;19,9707;21,036;21,3677;20,9137;19,6176;21,2678;0,930786;0,0167601;-2,15543;-1,82822;+
Q86S66(139);16,3983;16,6077;18,1342;16,5427;21,2582;21,2474;21,0707;20,8497;4,24067;0;-4,18582;-10,0141;+
Q86S66(130);20,9838;20,0231;17,758;18,4293;25,6478;24,1986;23,8307;24,6429;3,13968;4,55E-05;-5,28145;-6,3333;+
Q86S66(68);20,9354;17,3132;17,8993;18,3664;21,3214;19,9877;21,1427;19,8981;1,16692;0,00807278;-1,95892;-2,22116;+
Q86S66(72);18,0849;16,1874;16,1094;18,134;23,3983;22,0952;23,3123;23,9468;3,92481;0;-6,05923;-8,80743;+
Q86S66(94);17,6258;19,4323;19,8225;19,0585;21,2657;20,0472;21,2783;21,1798;1,87391;0,00102532;-1,95801;-3,46602;+
Q86S66(86);18,5683;16,4495;17,0493;16,9209;24,6138;24,2274;24,7508;23,3415;4,79962;0;-6,98639;-12,5223;+
Q86S66(51);23,0116;23,1457;24,0184;22,9532;27,4066;25,8997;26,1923;25,9802;3,43183;0;-3,08748;-7,17607;+
Q86S66(54);16,8337;18,9754;19,7127;18,2195;21,4372;20,0347;20,1827;21,3927;1,74297;0,00143253;-2,32647;-3,22281;+
Q8I4C0(4);27,4862;28,647;24,3136;28,0113;29,924;28,0456;28,1084;27,4552;0,532793;0,0709357;-1,26875;-1,15178;
Q8I4E4(421);25,5808;27,0031;25,9528;25,1085;27,6419;25,6081;25,8267;25,8366;0,201648;0,352047;-0,317023;-0,50954;
Q8I4J8(326);20,147;19,1257;19,6344;16,1252;25,3696;23,5982;23,9075;24,7623;2,90677;3,74E-05;-5,65132;-5,71831;+
Q8I4J8(327);15,722;19,7672;19,1967;21,4841;25,3696;23,6047;21,1554;24,3827;1,64359;0,00196825;-4,58557;-3,04282;+
Q8I4M5(606);18,986;18,796;17,8559;18,5437;20,713;21,0663;20,1921;20,8759;3,36736;5,69E-05;-2,16638;-6,98277;+
Q8I711(255);19,207;17,4029;15,755;16,9924;21,7074;21,1278;19,6519;20,6028;2,19744;0,000512767;-3,43315;-4,10147;+
Q8I711(9);18,2051;18,0931;16,4633;16,2733;24,0969;23,312;23,2475;22,9831;4,43066;0;-6,15117;-10,8095;+
Q8I7G0(138);16,78;18,7826;19,3808;19,5713;21,8172;22,3323;20,789;21,6181;2,2509;0,000464917;-3,01049;-4,21183;+
Q8I7K2(2);27,1655;25,8816;26,5434;27,9903;21,8494;20,9376;20,0871;21,1274;4,2892;0;5,89482;10,2121;+
Q8I7K2(3);27,1655;25,8816;26,5434;27,9903;21,863;21,1475;21,1081;20,7804;4,53078;0;5,67046;11,2515;+
Q8I7K2(12);27,1655;25,8816;26,5434;27,9903;20,9877;19,7649;21,1177;21,3383;4,39582;0;6,09306;10,6595;+
Q8IG31(117);17,0168;17,4716;19,1801;17,0636;25,107;25,948;25,2452;23,9067;4,50158;0;-7,36871;-11,1209;+
Q8IG31(193);16,2769;16,2534;19,8917;16,3958;24,2507;23,2962;25,0115;24,5772;3,47807;0;-7,07943;-7,31737;+
Q8IG31(182);18,987;21,6657;17,783;16,9424;21,9636;20,6124;20,9556;20,8185;1,08896;0,0101282;-2,243;-2,09107;+
Q8IG31(186);18,846;17,7546;16,0612;16,4639;20,2089;20,0986;20,2128;20,7821;2,46117;0,000100985;-3,04417;-4,66258;+
Q8IG31(90);18,9832;19,6014;18,8282;18,9292;23,8048;23,4436;23,2891;24,8477;4,72226;0;-4,76075;-12,1436;+
Q8IG31(165);18,509;19,1558;17,3641;16,8861;21,7439;20,3143;20,978;20,47;2,4967;0,00010347;-2,89779;-4,74152;+
Q8IG31(3);27,086;27,1715;20,514;27,071;26,2378;25,0792;22,9998;20,285;0,374059;0,145573;1,81019;0,860401;
Q8IG31(32);15,7335;19,9774;18,067;20,3047;25,9413;25,968;27,5028;25,4321;3,2796;5,12E-05;-7,6904;-6,72646;+
Q8IG31(34);17,3607;18,3079;20,1456;21,3939;20,9264;20,2619;21,1596;20,7083;0,781665;0,0278385;-1,46202;-1,5794;+
Q8IG69(68);19,3174;18,7334;18,3625;18,2763;23,5589;23,1356;22,5623;22,5804;4,8379;0;-4,28688;-12,7137;+
Q8MPY2(20);26,6201;26,9253;24,4744;26,3218;27,5744;26,7085;27,7466;26,5243;0,836474;0,0230171;-1,05305;-1,67117;+
Q8MQ73(36);19,7895;19,7596;18,7301;16,8658;24,221;22,5275;20,7761;21,4655;1,84177;0,00106655;-3,46129;-3,40565;+
Q8MQ73(43);17,772;19,5457;19,9094;17,9512;21,0195;20,7575;21,3543;21,0823;2,16925;0,000615385;-2,25881;-4,04392;+
Q8MQ73(13);24,7192;25,8666;25,4635;24,3417;21,9606;21,0199;21,1066;19,9465;3,56506;0;4,08935;7,58944;+
Q8MQH0(5);25,779;25,8298;26,505;25,6066;27,0593;22,6879;22,2601;21,9095;1,03955;0,0118584;2,45091;2,00889;+
Q8MXJ9(83);16,453;17,275;19,4962;17,5665;21,5515;19,8789;20,6052;20,7386;2,1995;0,000513034;-2,99588;-4,10569;+
Q8MXR6(145);18,9824;20,3692;16,8128;19,0744;21,7443;19,979;21,0292;20,6925;1,32746;0,00512323;-2,05156;-2,49179;+
Q8MXS0(298);15,2886;17,3306;16,1016;17,4514;24,8098;24,6871;24,4507;22,7648;4,43965;0;-7,63502;-10,8485;+
Q8MXS0(307);19,3764;15,3219;18,0052;18,1551;23,6129;23,8776;23,9643;23,8047;3,41015;0;-6,10021;-7,11059;+
Q8MXS0(584);19,9703;19,8694;20,4966;17,9839;25,318;22,3162;22,5544;23,2935;2,3068;0,000329828;-3,79049;-4,32901;+
Q8MXS0(157);18,129;16,0142;19,3651;18,5271;21,3151;20,7304;20,9225;21,1042;2,22438;0,000457323;-3,00922;-4,15687;+
Q8MXS0(1132);19,2354;19,4738;21,4451;20,4534;24,0561;21,6978;23,8235;21,9481;1,85428;0,00107266;-2,72943;-3,42909;+
