Leading.proteins.Positions.within.proteins;log2 daf2_d15_01;log2 daf2_d15_02;log2 daf2_d15_03;log2 daf2_d15_04;log2 eat2_d15_01;log2 eat2_d15_02;log2 eat2_d15_03;log2 eat2_d15_04; -Log Student's T-test p-value daf2_d15_eat2_d15;Student's T-test q-value  daf2_d15_eat2_d15; Student's T-test Difference  daf2_d15_eat2_d15;Student's T-test Test statistic  daf2_d15_eat2_d15;Sign p-val: 0.05 
Q95Y97(215);24,7197;24,3855;23,7899;24,8477;23,8707;24,9684;24,693;25,3164;0,298275;0,349435;-0,276466;-0,712026;
Q95YC6(37);20,7679;20,5335;18,8238;18,8925;22,0895;20,9379;21,5745;20,8536;1,45033;0,0187886;-1,60946;-2,70258;+
Q95YD1(285);19,1717;19,9425;18,2292;19,2898;20,9888;20,7339;20,0115;21,5194;1,89503;0,00757644;-1,65508;-3,50594;+
Q95YD9(30);17,7942;20,837;20,1792;21,4336;22,0788;20,277;22,3211;22,6383;0,941394;0,0618769;-1,76781;-1,84584;
Q95YF3(28);20,314;20,7009;20,3173;19,881;23,434;25,758;25,2098;24,6653;3,84072;0,000655738;-4,46345;-8,50864;+
Q95YF3(33);20,7005;20,586;18,2849;21,1181;21,9803;21,1385;21,4198;19,2641;0,392498;0,260485;-0,778335;-0,895434;
Q95YF3(178);18,6044;18,4283;21,0273;19,9783;24,5896;26,4489;24,2014;24,1886;3,21829;0,000867725;-5,34753;-6,55189;+
Q95YF3(110);19,7766;19,8434;20,0886;19,4448;21,468;19,5077;21,0272;20,4352;0,943196;0,0616402;-0,821157;-1,84884;
Q95ZI6(139);18,1111;20,3248;19,7361;19,6691;21,696;21,1699;19,2519;20,9946;0,94661;0,0611295;-1,31781;-1,85451;
Q95ZJ9(148);17,8867;19,4767;19,7571;18,197;22,0632;20,4975;19,1574;20,0884;1,11107;0,040869;-1,62225;-2,1279;+
Q95ZL1(18);24,8023;25,7806;25,0406;25,9602;26,3525;27,0367;26,5977;26,7808;2,1993;0,0039588;-1,29599;-4,10529;+
Q95ZL1(7);19,8902;17,4624;19,8789;20,3602;25,8468;26,2218;26,7428;26,6096;4,27429;0;-6,9573;-10,1509;+
Q95ZW1(172);21,1643;19,5466;20,3374;18,7276;21,81;19,2752;20,6647;18,6388;0,0615564;0,798466;-0,153202;-0,173654;
Q95ZW2(123);27,4138;28,0401;26,8594;27,5337;20,9386;20,7076;20,2837;19,843;6,05801;0;7,01853;20,505;+
Q960A1(230);18,733;19,0399;20,9228;17,84;20,7883;19,3323;21,4464;19,2619;0,599888;0,144697;-1,07329;-1,26957;
Q965K0(158);20,1642;19,5351;18,6626;19,6413;19,9164;20,2028;19,3311;19,4782;0,255641;0,40026;-0,231309;-0,62483;
Q965K0(62);19,3175;19,0236;20,6149;20,5681;20,9042;19,9123;21,4324;20,969;0,891862;0,0696367;-0,923474;-1,76349;
Q965Q1(43);20,4602;20,052;20,4787;19,3756;22,9668;22,1602;21,2316;22,1684;2,45558;0,00280283;-2,04011;-4,65023;+
Q965Q1(35);19,6317;20,3223;16,7795;17,9849;21,0548;20,6227;20,6014;20,4256;1,30797;0,0251745;-1,99651;-2,45868;+
Q965R9(174);25,4557;26,1088;25,0518;25,2629;25,5987;24,3683;22,3722;23,9854;1,01829;0,0502732;1,38864;1,97355;
Q965R9(336);20,5265;19,3507;19,2162;20,0157;20,9876;20,8858;20,6389;19,8013;1,01613;0,0506249;-0,801127;-1,96998;
Q965S8(212);17,6087;19,227;20,9434;21,7686;20,515;21,2582;19,5916;21,4239;0,341563;0,306349;-0,810266;-0,797701;
Q965S8(117);18,0223;19,2981;20,9012;19,889;21,6832;20,3855;18,9993;21,303;0,59284;0,147844;-1,0651;-1,25731;
Q965V4(891);18,3496;19,862;19,1636;20,3465;22,3364;26,8396;25,762;24,0573;2,58038;0,0023798;-5,31839;-4,93084;+
Q965V9(6);27,9539;26,1729;25,991;27,3859;27,8744;26,5778;27,4756;28,1498;0,503395;0,188561;-0,643479;-1,09933;
Q965W8(52);17,2234;19,676;18,8889;21,656;24,5166;23,9439;22,6251;24,3359;2,35451;0,00328965;-4,49428;-4,4305;+
Q965X7(46);19,8903;20,7995;19,7725;21,2176;20,1988;20,4314;20,9288;20,898;0,193968;0,491308;-0,194234;-0,492628;
Q966A5(166);17,7992;20,7704;19,3453;17,6385;20,9972;20,2531;20,4703;18,5906;0,629097;0,133937;-1,18944;-1,32015;
Q966A5(458);18,2579;20,7524;20,4322;20,8266;21,9128;19,6032;19,4174;21,5379;0,25356;0,40313;-0,550549;-0,620492;
Q966A5(216);18,3579;18,4715;19,6445;21,5646;22,0376;21,1113;20,7095;21,1595;1,15107;0,0370987;-1,74487;-2,19466;+
Q966A5(644);22,5735;24,0016;24,5465;23,6416;21,9412;21,5105;19,3095;21,3807;1,98953;0,00580124;2,65534;3,68709;+
Q966C6(26);19,3402;19,6629;19,8957;21,1641;21,1529;21,2373;21,6046;21,486;1,77367;0,0100028;-1,35444;-3,27919;+
Q966C6(213);19,6022;20,1423;19,6554;19,534;24,0178;20,1618;20,9845;20,5513;0,976941;0,0565869;-1,6954;-1,90489;
Q966C6(218);20,8469;19,9263;18,4047;19,4386;25,1623;25,4911;23,3918;23,3227;3,06115;0,0010031;-4,68785;-6,12062;+
Q966C7(313);20,5013;18,847;20,8339;19,2259;17,9632;18,9852;19,6434;20,214;0,423382;0,237349;0,650568;0,953317;
Q966C7(281);20,1076;19,1002;20,4668;20,7946;23,0008;22,4844;22,9425;23,2578;3,37272;0,000530021;-2,80405;-6,99867;+
Q966C7(296);21,7065;22,9013;22,7884;22,252;20,4378;21,0083;21,3627;21,5355;1,95527;0,00641411;1,326;3,62093;+
Q966I8(180);19,1045;19,933;21,4417;19,9475;21,7944;21,8115;23,1099;23,6022;1,99339;0,00581026;-2,47285;-3,69458;+
Q966K5(4);18,4031;20,1831;18,5691;19,3581;23,811;23,7692;24,5226;23,6229;4,36907;0;-4,80306;-10,5456;+
Q966L5(413);18,188;21,0983;18,7306;16,3562;21,6512;20,7684;19,082;20,6481;0,881037;0,0711249;-1,94418;-1,74547;
Q966M4(251);18,8784;18,731;17,296;20,5574;20,5443;20,4542;19,4724;21,061;1,05585;0,0462446;-1,51724;-2,03598;+
Q966M6(380);20,8393;19,0122;19,0677;16,702;20,1827;20,1825;21,3328;20,8914;1,00306;0,0521622;-1,74204;-1,94826;
Q9BI62(91);18,9458;19,5731;21,4411;18,1296;21,166;21,4764;21,4948;21,1304;1,34572;0,0231303;-1,79447;-2,52288;+
Q9BI71(127);25,9989;26,4906;24,4078;26,1282;27,9193;25,7195;24,9844;25,9044;0,189122;0,499603;-0,375549;-0,481884;
Q9BI71(107);20,2117;19,6982;20,8027;18,0767;26,9901;25,2607;25,4265;24,5308;3,53485;0,00049505;-5,85473;-7,49402;+
Q9BI71(154);26,5436;27,2204;26,2237;26,429;29,1622;23,4972;23,1584;24,5344;0,49176;0,195859;1,51611;1,07841;
Q9BI71(231);15,9941;19,3702;21,0453;20,1681;23,2773;22,0339;22,0885;23,1073;1,63206;0,0125124;-3,48234;-3,02218;+
Q9BI71(23);26,8467;26,8197;25,5711;26,8688;27,1619;22,208;21,243;21,3046;1,30367;0,0254597;3,54722;2,45139;+
Q9BI71(11);20,2517;20,8738;21,6567;21,2709;20,8896;19,9769;20,7424;20,5273;0,634223;0,13224;0,479211;1,32899;
Q9BKR9(569);19,8477;19,697;20,8627;19,4061;21,4653;19,64;21,4621;21,5721;0,986307;0,0546598;-1,08149;-1,92044;
Q9BKR9(310);19,1448;20,73;20,2744;19,5431;21,0579;20,3673;20,9136;21,5361;1,29196;0,0265251;-1,04565;-2,43155;+
Q9BKU3(39);19,8064;20,6872;20,0732;20,2629;21,2896;21,1551;21,147;20,3938;1,5441;0,0150087;-0,788891;-2,86619;+
Q9BKU5(122);19,9664;20,0881;19,3688;20,9041;20,8658;20,073;21,7087;21,1024;0,942705;0,0617052;-0,855618;-1,84802;
Q9BKU8(60);19,379;19,1268;19,6398;20,0209;23,5914;25,0651;27,1983;25,7252;3,56131;0,000507614;-5,85338;-7,57752;+
Q9BL19(76);22,4894;22,9293;20,7023;22,3763;20,7947;20,7741;21,7989;20,6128;1,04651;0,0471231;1,12918;2,02045;+
Q9BL19(54);19,761;19,7769;19,1416;21,2339;20,3288;19,2545;21,7172;20,9588;0,372282;0,277344;-0,586493;-0,857004;
Q9BL19(57);25,3894;23,9867;26,428;24,6267;28,2803;24,9855;22,9622;23,7461;0,030559;0,898045;0,114184;0,088901;
Q9BL19(161);18,1946;19,5604;21,7612;20,2361;20,5591;18,8575;21,7669;20,7648;0,231554;0,430825;-0,54896;-0,574134;
Q9BL19(169);17,6858;21,8923;20,0382;19,1991;20,8693;20,748;20,367;19,938;0,374555;0,275312;-0,776741;-0,861348;
Q9BL19(107);18,3038;18,5737;19,0009;18,9614;22,1;23,949;24,0963;22,8071;3,97101;0,0004;-4,52814;-8,97548;+
Q9BL19(98);24,1925;23,9181;24,1702;24,5324;26,0085;23,6953;24,5971;24,1572;0,341604;0,306439;-0,411219;-0,797781;
Q9BL19(29);21,173;19,0889;20,1967;20,4215;20,7397;21,5325;20,8952;21,337;0,992815;0,0535831;-0,906042;-1,93125;
Q9BL28(171);18,9485;20,0362;18,492;21,5973;22,0733;21,4149;20,5896;19,3883;0,570885;0,156707;-1,09802;-1,21896;
Q9BL39(223);19,4668;20,2077;19,9363;20,2235;20,9102;21,2069;21,5506;19,9743;1,32857;0,0242289;-0,951915;-2,49368;+
Q9BL59(6);19,4004;20,5612;20,1776;19,1292;20,3503;20,6951;20,1882;20,8366;0,98498;0,0548753;-0,70048;-1,91824;
Q9BL83(131);23,8881;22,7428;23,2153;23,1961;20,201;19,3322;21,6415;20,7985;2,65951;0,00197696;2,76725;5,1144;+
Q9GRY9(59);18,6784;19,046;19,4169;19,0326;23,9884;23,5355;23,0177;22,9676;5,30013;0;-4,33382;-15,2546;+
Q9GRY9(151);18,5469;20,8768;19,1742;20,8248;23,8364;25,4144;25,9761;24,508;3,27567;0,000715631;-5,07804;-6,71516;+
Q9GRZ9(427);15,317;20,6759;20,3519;21,7434;24,4827;24,6756;26,1788;25,6178;2,06915;0,00510824;-5,7167;-3,8431;+
Q9GRZ9(428);20,1191;20,3964;20,4793;20,6704;24,1259;26,3127;26,3305;24,9722;4,00235;0,000413793;-5,01901;-9,09105;+
Q9GRZ9(394);21,5027;20,5881;18,7776;20,1626;21,9757;20,6203;21,1322;20,5737;0,588869;0,149465;-0,817677;-1,25039;
Q9GUE9(56);20,1011;16,227;20,0006;18,3015;23,046;24,0433;25,6324;24,9192;2,77468;0,0018607;-5,75267;-5,38977;+
Q9GUM7(30);19,2656;19,0814;19,9523;21,6979;21,4303;21,0349;21,1203;19,0646;0,35551;0,293112;-0,663219;-0,824768;
Q9GUP2(3760);21,4815;18,6745;18,0888;21,5793;21,4166;20,2322;20,175;21,2263;0,357661;0,291745;-0,806525;-0,828921;
Q9GUP2(3846);17,5183;19,064;20,7433;19,2393;21,5708;21,2955;21,3752;19,5274;1,16389;0,0359262;-1,80097;-2,21608;+
Q9GYF1(189);17,2893;18,3319;21,4101;18,9781;21,6714;20,068;21,2085;19,9611;0,899072;0,0681966;-1,72493;-1,77549;
Q9GYF1(190);20,9809;18,1504;20,9801;19,8951;21,5334;19,7441;21,5733;19,7699;0,328841;0,318267;-0,653549;-0,772791;
Q9GYF1(97);19,4637;20,1354;19,777;19,0122;21,2767;20,9624;21,7316;20,301;2,06493;0,00513274;-1,47084;-3,83476;+
Q9GYF1(92);18,0088;19,7295;19,5013;20,6732;27,0554;24,0378;25,4972;25,6154;3,48611;0,000475059;-6,07324;-7,34216;+
Q9GYG4(14);19,153;21,4449;18,7005;18,7935;23,3484;26,8044;28,3931;25,3129;2,66669;0,00193757;-6,44171;-5,13128;+
Q9GYJ9(399);20,1058;20,7319;21,8251;19,3318;22,1177;26,6677;25,2331;23,4001;1,84277;0,00849051;-3,85601;-3,40751;+
Q9GYK1(32);23,4318;24,4611;23,9398;23,4403;25,547;26,2397;25,0939;26,009;2,77617;0,00186301;-1,90413;-5,3934;+
Q9GYK2(92);18,4277;19,4089;20,5753;19,2873;20,6579;20,4103;21,8462;18,6847;0,58201;0,152074;-0,974959;-1,23842;
Q9GYM4(367);18,0222;20,8625;20,6578;20,1348;23,1836;22,7338;24,2116;24,3073;2,55529;0,00245887;-3,68974;-4,87358;+
Q9GYP5(126);18,9701;20,2393;21,2025;19,6303;21,1561;20,2977;21,7271;19,9236;0,573053;0,155944;-0,765601;-1,22276;
W6RRW5(28);20,5742;20,9563;18,016;17,6779;21,1351;21,3844;21,7388;20,4169;1,08489;0,0438342;-1,86272;-2,08429;+
Q9GYR5(383);18,7195;20,737;19,0812;19,7734;21,2848;21,0068;21,2991;21,4542;2,00189;0,00565367;-1,68342;-3,71111;+
Q9GYT5(386);19,2394;20,0205;19,5763;17,6042;21,1712;20,8104;20,5474;20,2902;1,53511;0,0152401;-1,59471;-2,85039;+
Q9GZC8(416);18,3776;20,5685;18,8471;19,5982;25,1235;21,6138;21,9514;21,7903;1,83489;0,00859884;-3,27189;-3,39278;+
Q9GZE9(352);18,8402;20,3104;21,7107;21,5465;20,6721;20,6988;19,82;21,0999;0,0137616;0,955277;0,0292516;0,0407603;
Q9GZE9(231);19,8228;21,7225;21,3867;20,0658;21,8257;19,7998;21,0605;20,5877;0,0375812;0,873783;-0,0689549;-0,108542;
Q9GZH4(521);19,5314;18,2953;20,0157;17,3777;21,8692;19,1352;20,174;21,5555;1,12764;0,0397419;-1,87845;-2,15553;+
Q9GZH4(380);19,5233;20,2137;19,9983;19,6644;21,9676;20,9119;21,5201;21,5134;3,04852;0,000993865;-1,62833;-6,08694;+
Q9N2Y1(43);23,4957;24,3114;23,1708;23,9224;24,0223;24,8113;23,4893;24,0067;0,431269;0,232322;-0,357284;-0,967949;
Q9N2Y1(62);19,4679;19,6874;19,3456;18,7832;24,1855;22,8173;23,4945;23,1344;4,61406;0;-4,08689;-11,6318;+
Q9N2Z6(26);18,9418;20,1571;21,4327;17,4334;21,3341;20,619;19,7995;21,5269;0,68383;0,115123;-1,32863;-1,41398;
Q9N2Z6(785);24,1233;24,5636;25,8353;24,2061;21,0966;20,8139;21,8102;21,0878;3,61128;0,000539084;3,47994;7,73738;+
V6CK48(354);21,2653;21,0169;20,6201;19,111;21,5402;20,9938;20,164;20,8453;0,284122;0,365249;-0,382497;-0,683413;
V6CK48(334);19,2085;18,7282;20,5441;20,3285;21,9083;19,5157;21,2069;20,1875;0,70935;0,1075;-1,00229;-1,45738;
V6CLC9(370);19,1693;18,5562;20,15;20,0136;20,493;21,5444;20,0255;19,7191;0,900322;0,0680304;-0,973232;-1,77757;
Q9N321(370);20,4991;17,5921;18,1778;20,4342;21,2252;20,9637;21,3496;20,1951;1,15568;0,0367;-1,75762;-2,20236;+
Q9N358(538);20,3767;21,2675;21,1442;19,1789;24,6241;25,0622;24,3113;24,3868;3,71124;0,000600601;-4,10426;-8,06572;+
Q9N358(318);18,9177;19,564;18,6514;19,8151;22,1762;23,0261;23,817;20,5538;2,25008;0,00353521;-3,15623;-4,21013;+
Q9N362(248);26,3346;26,0471;25,8321;25,4978;20,0413;20,543;21,4147;21,2358;5,09892;0;5,1192;14,0945;+
Q9N370(35);18,2768;19,1941;20,4705;20,1022;19,8396;21,4125;21,6893;20,6079;1,1152;0,0408288;-1,3764;-2,13479;+
Q9N370(39);21,0839;21,4508;21,7754;18,4279;20,8617;25,188;25,5997;24,2526;1,32823;0,0242154;-3,29095;-2,4931;+
Q9N370(23);23,7495;23,259;22,8014;22,6265;24,6636;23,8969;24,6341;24,6976;2,29528;0,00356084;-1,36395;-4,3047;+
Q9N370(26);25,2631;24,1525;23,9483;24,0604;23,5135;24,4976;24,7694;24,0041;0,147828;0,581419;0,159935;0,387877;
Q9N381(73);24,5726;23,0875;24,6911;23,4188;20,5499;20,941;20,5425;20,0123;3,59154;0,000527704;3,43107;7,6739;+
Q9N381(66);23,6668;23,0851;24,1473;21,8512;25,8028;23,2189;23,3339;21,6012;0,111944;0,66039;-0,301612;-0,302091;
Q9N393(352);20,1752;18,8844;18,1181;20,0037;23,8081;24,273;24,8403;24,1711;4,07935;0,000189655;-4,97777;-9,38063;+
Q9N393(53);19,5286;20,6392;18,9405;17,5097;22,4296;22,2364;22,4046;22,3223;2,56258;0,00240261;-3,19373;-4,89017;+
Q9N3A9(421);25,0703;24,845;23,9908;23,567;22,9893;23,7984;23,1619;23,1411;1,48343;0,0173906;1,09561;2,76004;+
Q9N3D0(117);20,4192;19,3574;19,0817;20,3106;24,9767;23,3028;22,2421;24,5106;2,87975;0,00134584;-3,96583;-5,64995;+
Q9N3D1(219);19,2445;19,0241;19,8889;19,7546;21,7625;21,0612;20,2879;21,5516;2,32473;0,00334206;-1,68778;-4,36699;+
Q9N3F7(236);21,702;21,7005;21,072;21,3458;22,0602;20,061;21,3385;21,5025;0,187179;0,502711;0,214513;0,47756;
Q9N3G2(4);18,9126;19,1025;19,5356;19,5019;24,5369;25,2303;25,5758;25,4567;6,16217;0;-5,93678;-21,3515;+
Q9N3R5(456);19,415;19,6897;19,6007;20,7619;20,384;21,3274;20,303;20,4338;0,988996;0,0542769;-0,745228;-1,92491;
Q9N3S8(265);18,115;18,1675;19;18,2266;23,8778;23,6365;23,8669;23,7331;6,56224;0;-5,40132;-24,9325;+
Q9N3S8(266);18,723;21,2218;19,6174;20,1354;23,8778;23,6365;23,8669;23,7331;3,48665;0,00047619;-3,85423;-7,34383;+
Q9N3U9(66);22,6867;24,0164;23,7087;25,5962;27,5384;23,3076;23,9485;24,2673;0,282867;0,366396;-0,763459;-0,680862;
Q9N3U9(70);18,7613;18,5472;19,6588;20,3925;21,9057;20,5377;18,7871;20,4335;0,677295;0,117;-1,07605;-1,40284;
Q9N3X2(232);19,7835;20,8469;18,9437;14,4452;23,4415;23,662;23,4058;23,9075;1,94918;0,00657778;-5,0994;-3,60922;+
Q9N3X2(229);20,5607;19,9006;20,0192;21,2608;21,5781;20,9101;20,8726;21,2806;1,06864;0,0454283;-0,725048;-2,05726;+
Q9N3X2(52);21,8207;23,4552;23,6013;22,6665;23,6543;22,9824;22,2117;22,8799;0,031431;0,89502;-0,0461645;-0,0913547;
Q9N3X2(61);21,4037;21,1569;19,5055;19,3217;22,6426;22,9132;24,3465;23,616;2,41919;0,00296749;-3,03264;-4,57036;+
Q9N3X2(133);25,9435;25,0084;26,037;26,4579;18,149;20,7945;20,4173;21,6276;3,36746;0,000525667;5,61461;6,98308;+
Q9N3Y1(210);20,8315;18,3611;21,3451;20,4861;21,4649;21,4205;19,9993;19,4152;0,145576;0,58521;-0,319046;-0,382611;
Q9N456(91);20,4648;18,6383;19,8219;17,1554;19,8013;21,1542;21,7644;19,5109;0,852896;0,0766672;-1,53757;-1,69858;
Q9N456(100);19,1346;20,406;18,6972;20,5718;19,9962;20,1021;20,8824;21,1274;0,746236;0,0979033;-0,824602;-1,51978;
Q9N456(3);20,8266;19,5235;18,609;20,9221;21,0693;18,8563;21,2524;20,5607;0,242155;0,417489;-0,464364;-0,596583;
Q9N492(12);19,159;20,3264;20,1469;21,1495;20,3977;21,0736;21,3063;19,6687;0,320403;0,326206;-0,416157;-0,75615;
Q9N4G8(159);23,5401;24,8501;25,9204;25,3034;20,5649;20,6231;20,5191;19,4703;3,69654;0,000591716;4,60915;8,01669;+
Q9N4G8(173);22,2267;22,3751;22,0306;23,2077;22,8811;25,084;23,9583;23,6858;1,4792;0,0174169;-1,44226;-2,75268;+
Q9N4G9(73);19,6742;20,4077;20,0895;20,0625;23,2789;20,6741;23,3144;22,4211;2,00411;0,0056625;-2,36361;-3,71542;+
Q9N4H7(491);20,3695;23,0604;22,9363;21,5227;19,9902;21,0271;20,1728;19,9681;1,3061;0,0253867;1,68267;2,45551;+
Q9N4H7(494);22,927;23,0604;22,1558;23,1908;21,2667;19,5792;21,2015;20,0452;2,52294;0,00258051;2,31037;4,80039;+
Q9N4H7(1002);21,2183;20,9354;19,662;19,4208;20,8821;21,4659;21,2814;21,4816;1,06859;0,0454061;-0,968584;-2,05717;+
Q9N4I3(114);20,7437;19,8788;21,1305;16,9031;20,2318;20,5926;21,3021;21,5387;0,587136;0,15005;-1,25228;-1,24737;
Q9N4I3(234);21,0991;20,5971;18,8917;21,6859;20,3622;19,6782;20,0095;20,9679;0,185789;0,505054;0,313979;0,474462;
Q9N4I3(151);20,0956;18,5327;19,5346;17,5686;22,9624;22,7563;22,4887;20,7085;2,31066;0,00341274;-3,29611;-4,33716;+
Q9N4I3(80);21,0222;19,8976;18,2989;20,5461;21,9072;18,1647;21,4068;20,724;0,242108;0,417347;-0,609506;-0,596485;
Q9N4I3(97);18,6018;21,345;18,3108;19,8766;23,3704;22,5862;22,3927;21,7802;2,10365;0,00487057;-2,99881;-3,91172;+
Q9N4I3(137);21,1606;21,114;21,1866;20,3726;27,2676;25,7638;26,1159;26,0502;5,05745;0;-5,34093;-13,866;+
Q9N4I4(132);22,1147;21,5676;20,3462;23,1752;21,4972;19,6413;20,8874;21,1041;0,693298;0,112451;1,0184;1,43011;
Q9N4I4(146);18,2344;21,0042;19,759;21,7347;21,5123;20,1926;21,1023;20,9956;0,41714;0,241483;-0,767631;-0,941694;
Q9N4I4(129);18,5534;18,9464;20,3567;20,8407;20,5027;20,2332;21,2717;19,4492;0,469019;0,208986;-0,689929;-1,03723;
Q9N4I4(117);24,8583;24,7152;27,7822;25,6317;24,9492;22,2033;22,1299;23,6399;1,38023;0,0219347;2,51625;2,58187;+
Q9N4J2(1550);24,0065;23,8806;21,995;24,8873;20,8897;20,4322;21,0807;21,4862;2,24847;0,0035321;2,72017;4,20677;+
Q9N4J8(537);19,2543;18,7811;19,0749;18,2458;23,7038;21,7542;21,1118;23,0987;2,87191;0,00144681;-3,5781;-5,63025;+
Q9N4J8(383);18,42;21,2092;19,7885;20,4275;19,7153;19,9228;21,2224;21,6318;0,381463;0,269183;-0,661756;-0,874513;
Q9N4J8(126);19,2228;19,0667;19,6522;19,4209;21,4172;20,0745;21,7075;21,2691;2,46157;0,00275736;-1,77643;-4,66347;+
Q9N4M4(8209);20,3631;21,4711;21,158;20,0293;21,4268;20,7921;21,4512;20,4192;0,26062;0,393523;-0,266961;-0,635173;
Q9N4M4(3816);19,0735;20,572;20,4532;19,5094;24,5345;25,2301;25,6561;25,7083;4,65936;0;-5,38025;-11,8435;+
Q9N4M4(3513);21,2388;20,2145;19,4435;20,5146;23,2414;21,0721;22,1436;22,037;1,6527;0,0121184;-1,77066;-3,05917;+
Q9N4M4(3859);24,7673;25,2374;26,1831;24,9045;25,3802;21,9362;22,3695;21,5554;1,42029;0,0199767;2,46274;2,65069;+
Q9N4M4(3691);20,6216;19,9329;18,894;19,6456;21,2183;19,7676;20,841;20,0313;0,676444;0,117072;-0,69103;-1,40139;
Q9N4M4(3868);18,3884;18,3525;20,8035;19,4255;20,5422;21,0459;21,162;20,4458;1,37781;0,022;-1,5565;-2,57772;+
Q9N4P0(159);24,9401;24,8693;24,4495;25,0765;21,7303;20,3945;17,8476;21,086;2,73987;0,00196364;4,56925;5,30548;+
Q9N501(228);26,6962;26,441;26,788;28,3501;20,3682;20,4243;18,8486;20,9423;4,4889;0;6,92298;11,0647;+
Q9N537(12);19,4677;20,6132;20,132;17,8041;20,4025;19,242;20,729;20,5058;0,462422;0,213083;-0,715583;-1,02521;
Q9N537(29);19,3268;21,954;19,0155;19,3635;19,6642;20,9385;19,6238;20,3654;0,115034;0,652779;-0,233054;-0,309648;
Q9N538(61);26,1287;26,5051;25,4995;26,1292;27,6325;24,2851;23,8664;26,2793;0,247473;0,410127;0,549798;0,607762;
Q9N588(30);24,5102;23,7589;24,7961;23,6667;19,8698;21,5014;21,8025;19,9158;2,96049;0,00100703;3,41061;5,856;+
Q9N599(228);18,0981;20,7561;19,7349;21,3632;21,1206;21,2484;20,7415;20,9195;0,681913;0,115721;-1,01941;-1,41072;
Q9N5B7(672);18,9902;19,1486;21,6543;21,5335;25,143;25,2379;25,5622;25,5791;3,31812;0,000608187;-5,04894;-6,83803;+
Q9N5B7(121);18,6975;19,3487;19,8605;18,2745;21,9329;21,0509;21,3782;21,2253;2,97606;0,00102579;-2,35152;-5,89635;+
Q9N5L4(24);20,8995;19,368;20,6306;20,9086;21,1406;19,0269;20,8335;19,8447;0,151575;0,574407;0,240253;0,396601;
Q9N5M2(124);20,6225;20,4481;19,5819;20,7866;22,8917;23,8514;24,1265;24,823;3,50402;0,000485437;-3,56337;-7,39767;+
Q9N5M3(96);17,39;20,0184;18,9387;19,043;20,0267;21,3123;21,5544;21,6925;1,87243;0,00801478;-2,29895;-3,46323;+
Q9N5X6(57);21,7957;23,0163;24,3831;23,1242;20,2441;19,2076;19,1062;21,447;2,17227;0,00428523;3,07859;4,05007;+
Q9NA39(209);21,8552;23,4021;23,5621;22,7035;20,6723;21,3149;20,8272;21,3193;2,32192;0,00337803;1,84731;4,36102;+
Q9NA39(212);24,2099;23,4765;23,7485;24,5249;19,9675;19,6186;21,0466;21,0591;3,73332;0,000609756;3,56704;8,13983;+
Q9NA82(139);20,0471;18,4594;18,3429;20,3906;21,9266;21,0324;19,8651;20,5431;1,17649;0,0346639;-1,5318;-2,23718;+
Q9NA91(493);24,9064;24,502;25,4328;23,914;26,6497;25,6003;25,2036;24,9258;0,930384;0,0634033;-0,906049;-1,82755;
Q9NA98(325);20,1442;18,7952;18,8913;20,6959;22,0856;18,997;20,5088;21,0849;0,617311;0,138529;-1,0374;-1,29979;
Q9NA98(118);20,3506;18,3126;18,9969;19,9173;19,9798;21,5366;21,5498;18,5272;0,54393;0,16862;-1,00401;-1,17151;
Q9NAF9(52);19,5408;19,6938;20,6014;19,0199;20,5364;20,8575;20,1089;19,9083;0,811367;0,083691;-0,638831;-1,62919;
Q9NEI8(232);16,2324;18,2628;21,4549;18,2524;19,8547;18,5293;21,2914;20,408;0,560378;0,162272;-1,47019;-1,20051;
Q9NEN6(211);20,2221;19,4646;19,2861;19,9531;22,3943;26,6641;28,0674;26,6685;2,60121;0,00236;-6,21708;-4,97873;+
Q9NEN6(58);19,875;20,7941;19,8813;18,1636;20,7525;20,0081;21,1508;20,2718;0,695319;0,112061;-0,867288;-1,43355;
Q9NEN6(22);20,0303;20,1981;21,0151;19,755;22,5949;22,3248;22,6269;22,483;3,71518;0,00060241;-2,25778;-8,07889;+
Q9NEN6(175);27,2133;26,817;27,2822;27,1357;28,4776;20,5029;20,9035;22,2393;1,15364;0,0368253;4,08124;2,19896;+
Q9NEN6(162);21,5485;22,3222;20,8087;22,8177;20,1116;19,4822;19,7365;20,8872;1,8336;0,00865845;1,81993;3,39037;+
Q9NEQ0(31);18,9334;20,7234;20,7375;18,99;21,988;27,0025;27,7768;27,1787;2,28035;0,00356318;-6,14041;-4,27332;+
Q9NEQ0(42);20,4191;17,7398;20,1899;19,2035;20,5989;20,8493;20,3879;20,2889;0,936731;0,0624251;-1,14319;-1,8381;
Q9NEW6(23);18,3822;20,0309;21,4639;19,7401;24,1339;23,8949;24,105;23,8295;3,17138;0,000832487;-4,08658;-6,42075;+
Q9NEW6(31);18,6835;19,042;18,7799;19,0907;23,0874;20,4641;21,3152;19,1259;1,33982;0,0236866;-2,0991;-2,51284;+
Q9NEW6(140);26,0223;28,1338;27,3374;27,5162;21,4776;20,7138;20,834;20,9973;4,92477;0;6,24676;13,1584;+
Q9NEW6(171);18,2851;21,6651;19,3138;21,1779;23,7436;20,7912;21,7601;21,849;0,984568;0,0548745;-1,9255;-1,91755;
