ProteinAccessions;log2 daf2_d15_01;log2 daf2_d15_02;log2 daf2_d15_03;log2 daf2_d15_04;log2 eat2_d15_01;log2 eat2_d15_02;log2 eat2_d15_03;log2 eat2_d15_04; -Log Student's T-test p-value daf2_d15_eat2_d15;Student's T-test q-value daf2_d15_eat2_d15; Student's T-test Difference daf2_d15_eat2_d15;Student's T-test Test statistic daf2_d15_eat2_d15;Sign p-val: 0.05 
Q965T4;14,8297;14,8455;14,9793;15,0658;16,5187;20,0208;16,9504;19,718;1,99253;0,00202981;-3,37187;-3,69291;+
Q965V4;14,2735;13,8094;14,4505;14,3588;17,2923;18,1148;18,2889;20,0978;3,35572;0,000152879;-4,22538;-6,94832;+
Q965V9;15,6524;15,1325;15,6593;16,2861;15,0262;15,2176;14,3783;15,3639;1,11733;0,0164471;0,686056;2,13834;+
Q965W3;17,0457;17,0735;17,0315;17,1104;15,6763;16,2422;16,0876;16,0619;3,87283;0,000109206;1,04826;8,62168;+
Q965W4;17,7437;17,5609;17,3367;17,2336;19,8186;19,559;18,5571;19,7234;3,10085;0,000199207;-1,9458;-6,22744;+
Q965X9;14,8714;15,2569;15,1758;15,3422;14,0598;15,3762;14,2072;15,2421;0,579281;0,0743755;0,440231;1,23365;
Q965Y1;15,6431;15,7177;15,6039;15,8629;16,4645;16,8039;16,8204;16,6251;4,12875;8,98E-05;-0,971552;-9,57071;+
Q965Z4;15,1423;15,2627;14,7076;15,1633;14,589;15,0329;14,0513;15,1847;0,590332;0,0717735;0,354479;1,25294;
Q966A5;12,9421;13,8794;13,1273;13,7247;15,0269;13,8532;15,2109;13,7765;1,25864;0,011211;-1,04851;-2,37522;+
Q966C6;19,3573;19,2623;19,321;19,4243;21,6035;22,3302;21,5171;22,5162;4,33453;0,000104803;-2,65049;-10,4002;+
Q966C7;17,827;17,5765;17,905;18,0784;18,8258;18,901;18,3885;18,9271;2,85595;0,00026253;-0,913846;-5,59024;+
Q966E7;15,4629;14,6657;17,4076;15,7486;16,9417;18,1552;17,4573;17,8885;1,51809;0,00605654;-1,78948;-2,82055;+
Q966F6;14,6693;13,3689;13,5861;15,013;14,7442;15,1142;14,8614;15,3982;1,05502;0,019439;-0,870167;-2,03461;+
Q966I7;17,61;17,4431;15,8275;15,4765;19,48;19,9504;19,9845;19,72;2,90402;0,000229642;-3,19443;-5,71132;+
Q966I8;17,2489;17,6293;17,5733;17,3876;18,6642;19,4783;19,161;19,4687;3,76642;0,000102381;-1,73327;-8,25201;+
Q966J6;15,5425;16,0146;15,3736;14,6317;18,034;17,8611;18,1919;18,6218;3,82202;0,000105716;-2,7866;-8,44341;+
Q966L1;14,2336;14,1514;14,9642;14,1366;14,4711;15,1562;14,8617;15,1386;1,09307;0,0175881;-0,53546;-2,09792;+
Q966L4;13,3857;14,7635;15,5948;14,4625;14,6575;14,7359;14,9429;15,369;0,329941;0,175172;-0,374676;-0,774954;
Q966L5;14,7839;15,0592;14,8866;15,2131;16,4895;16,7655;16,5486;16,4076;4,86821;8,38E-05;-1,56713;-12,8672;+
Q966L9;13,84;13,2997;13,6249;14,6324;14,8614;15,237;13,5263;15,456;0,902213;0,0292083;-0,92093;-1,78072;+
Q966M6;15,8145;15,903;15,4719;15,476;14,9704;15,2249;14,9845;15,0641;2,5114;0,000632479;0,605411;4,77445;+
Q966P8;13,9951;12,5131;13,8024;12,8708;16,6175;17,1027;17,6834;17,2409;4,03262;0,000121127;-3,86581;-9,20395;+
Q967F1;15,6274;16,0047;14,9074;15,0995;15,6547;16,536;16,4395;16,0529;1,25641;0,0113125;-0,76101;-2,37146;+
Q967F4;14,6421;15,5851;14,836;15,2525;14,0763;15,3728;14,8787;15,0177;0,292811;0,202112;0,242529;0,701017;
Q9BHK7;15,1452;12,5294;17,02;16,0236;14,2859;15,1052;14,7271;13,7861;0,292668;0,20217;0,703499;0,700728;
Q9BI47;12,3159;12,0699;11,4772;11,9589;14,7471;14,8341;14,6965;15,0939;5,19902;0,000118577;-2,88745;-14,6607;+
Q9BI71;16,0552;15,9572;15,7238;16,1743;16,1388;16,5105;16,1536;16,6225;1,28846;0,0103143;-0,378762;-2,42562;+
Q9BI86;12,2712;11,9531;11,779;11,9095;14,3953;15,5484;14,8136;14,5405;4,30568;0,000102916;-2,84623;-10,2801;+
Q9BI88;14,8606;15,4515;15,0586;14,849;17,1614;17,8;17,113;18,1459;3,88773;0,000110469;-2,50019;-8,67459;+
Q9BI89;12,0114;11,5571;11,5785;12,0744;14,5555;14,9517;13,8486;14,856;4,14642;9,16E-05;-2,74759;-9,63953;+
Q9BIB3;14,3285;15,6824;13,716;14,7191;14,6172;15,5282;13,1809;15,2967;0,0225093;0,858853;-0,0442567;-0,0660411;
Q9BIB7;16,1625;17,008;16,0236;16,1238;18,3931;19,2539;18,1104;18,3981;3,22212;0,000184928;-2,20941;-6,5627;+
Q9BIB8;15,2745;15,5112;15,1555;15,1783;14,9276;16,2941;15,6217;15,801;0,6149;0,0668052;-0,381261;-1,29562;
Q9BIC3;18,4414;18,4044;18,2285;18,4361;18,8347;19,0853;19,4144;19,222;2,92882;0,000209922;-0,761513;-5,77453;+
Q9BIC4;14,8356;15,4476;14,714;14,8498;17,5669;17,6754;16,4928;17,03;3,37513;0,000154222;-2,22952;-7,00583;+
Q9BKP7;12,318;12,0177;11,6178;11,9609;13,9627;14,9201;14,8858;15,198;3,99531;0,000119279;-2,76304;-9,06499;+
Q9BKP8;19,3326;19,1301;19,1368;19,5572;17,8726;18,2977;18,0582;18,1876;3,89617;0,000111183;1,18516;8,70467;+
Q9BKQ2;15,3506;15,3389;15,3473;16,5546;14,8426;14,8336;14,4404;15,0806;1,37381;0,00851757;0,848571;2,57088;+
Q9BKQ5;12,963;13,3159;12,2992;12,9039;14,2499;14,8795;15,0232;14,762;3,33403;0,000191479;-1,85817;-6,88452;+
Q9BKQ7;14,8552;15,4689;15,8062;15,1024;16,9303;17,1321;16,802;17,0063;3,55452;0,000136972;-1,65948;-7,55601;+
Q9BKQ9;17,4378;17,4773;17,3343;17,5567;14,8283;14,7865;15,0093;15,1037;6,91895;0;2,51956;28,6191;+
Q9BKR0;12,2419;12,0364;11,6311;12,0466;14,9136;15,4112;15,0564;14,8286;5,55698;0,000196721;-3,06344;-16,8687;+
Q9BKR2;12,2261;8,35701;9,07143;11,866;13,7791;15,0633;14,8235;14,3392;2,17514;0,00109755;-4,12111;-4,05592;+
Q9BKR3;12,2631;11,5595;11,6532;11,5739;14,0903;15,4132;14,0958;14,8517;3,64956;0,000143739;-2,85032;-7,86177;+
Q9BKR5;14,3722;14,6867;14,3793;14,7442;14,8862;14,5205;14,9098;14,182;0,152098;0,383557;-0,0790298;-0,397815;
Q9BKR9;15,6609;16,2512;15,733;15,8724;14,8547;16,12;15,3994;16,1254;0,322132;0,180346;0,254494;0,759568;
Q9BKS1;15,7804;15,8616;15,8211;15,8245;17,9263;17,5844;17,9344;17,5765;5,84612;0,00028169;-1,93349;-18,8828;+
Q9BKS2;14,1213;14,4961;13,9616;14,3124;16,382;17,2638;16,4461;17,5694;3,82713;0,000106173;-2,69246;-8,46118;+
Q9BKT9;15,1979;14,9758;17,4262;15,039;18,1533;18,4212;17,9169;18,4022;2,27149;0,00093463;-2,56366;-4,25477;+
Q9BKU3;16,3503;16,2697;16,841;16,1041;19,5499;20,1873;19,5018;20,2097;5,05222;9,87E-05;-3,47092;-13,8374;+
Q9BKU4;18,174;18,4325;18,4597;18,8667;19,0539;19,4721;19,1854;19,4883;2,41541;0,000656011;-0,816686;-4,56211;+
Q9BKU5;17,4999;17,1307;17,6786;17,5893;16,9542;17,2752;17,1114;17,2247;1,26397;0,0110856;0,333265;2,38421;+
Q9BKU8;17,0508;17,4943;17,7904;17,152;14,8641;15,2033;15,0146;15,4302;4,42104;0,000112888;2,24382;10,7679;+
Q9BKW0;12,0324;12,1007;10,2797;11,9022;14,5481;14,451;14,0723;15,0649;3,07152;0,000196351;-2,95533;-6,1484;+
Q9BKX4;16,0652;15,5306;14,8469;16,2306;14,5203;15,2734;13,9402;15,0165;1,20665;0,0128712;0,980731;2,28773;+
Q9BL03;18,8004;18,9329;18,8374;18,8351;16,5627;15,8179;16,5318;16,4161;5,12979;0,000107914;2,51929;14,2668;+
Q9BL05;11,7604;11,8703;12,4767;12,8223;14,9467;14,7565;13,9442;14,9062;3,36789;0,000153696;-2,40599;-6,98436;+
Q9BL07;17,09;17,0713;16,9353;17,1767;17,7492;17,7033;17,288;17,0095;1,04243;0,020003;-0,369166;-2,01367;+
Q9BL11;13,3338;12,6903;13,1198;13,6206;14,7838;13,8291;14,6589;15,3831;2,11024;0,00143554;-1,47261;-3,9249;+
Q9BL15;14,9334;14,8392;14,953;15,7639;17,4308;17,9167;17,3708;17,8067;4,20305;9,52E-05;-2,50887;-9,86306;+
Q9BL17;15,752;15,8127;15,2379;16,2819;16,2603;16,7677;16,3317;16,6522;1,60378;0,00476299;-0,731867;-2,97175;+
Q9BL19;17,1586;17,0501;17,7574;18,1035;19,854;20,7819;21,1389;20,652;3,80384;0,000104306;-3,08931;-8,3804;+
Q9BL27;16,7034;15,2978;16,5399;16,789;14,6539;14,3645;14,8909;14,2641;2,50045;0,000630458;1,78919;4,74991;+
Q9BL28;12,9956;14,045;14,0612;13,7296;15,4784;19,327;17,6156;18,834;2,43167;0,000658298;-4,10589;-4,59767;+
Q9BL33;16,0679;16,796;16,5713;17,0726;18,3622;18,655;18,5521;18,614;3,87538;0,000109415;-1,91891;-8,63073;+
Q9BL34;17,8138;18,0271;17,957;18,1088;17,6393;18,9581;18,6735;18,5107;0,800422;0,0388543;-0,468714;-1,61086;+
Q9BL35;12,6806;15,7743;10,4331;11,9164;19,0248;18,8824;18,8768;19,3129;2,85762;0,000262739;-6,32315;-5,59443;+
Q9BL39;15,1727;14,8818;15,3047;14,9363;16,0955;17,3292;16,6607;17,1644;2,97217;0,0002136;-1,73857;-5,88625;+
Q9BL43;16,7982;16,5386;16,8892;17,0202;17,7188;18,3079;17,6931;18,7286;2,53262;0,000582677;-1,30059;-4,82221;+
Q9BL46;17,265;16,6398;16,5818;17,2514;15,2751;16,8318;15,8122;16,6744;0,977897;0,0236245;0,786116;1,90647;+
Q9BL48;13,5817;13,28;13,3644;13,3312;14,4738;15,3578;15,0054;14,483;3,16088;0,000180668;-1,44064;-6,39168;+
Q9BL56;17,2985;17,2426;13,9203;18,724;15,4071;16,0841;16,6838;16,1298;0,284971;0,208191;0,720175;0,685139;
Q9BL57;14,4656;13,6065;11,6051;12,4879;14,0351;15,0534;14,5744;13,9584;1,04286;0,0200051;-1,36405;-2,01438;+
Q9BL60;15,5134;15,8287;15,2893;15,6319;18,0341;17,6342;17,6635;17,2747;4,44573;0,000114943;-2,08579;-10,875;+
Q9BL64;15,1458;15,9489;14,6109;14,48;16,5248;17,0994;17,017;17,2934;2,70207;0,000363089;-1,93723;-5,21501;+
Q9BL72;12,1056;11,894;11,6897;12,1089;14,2128;15,4472;15,0431;14,5477;4,20912;9,57E-05;-2,86315;-9,8873;+
Q9BL73;13,8145;14,5617;13,342;13,2173;14,8979;15,2369;14,6369;15,3218;2,02653;0,00183344;-1,28947;-3,75919;+
Q9BL76;12,2131;12,0177;11,458;11,7671;14,8254;15,3637;14,1283;15,0788;4,13935;9,09E-05;-2,98511;-9,61193;+
Q9BL81;15,6286;15,7578;15,5423;15,6586;14,9515;15,3348;14,6791;15,055;2,38644;0,000732666;0,641729;4,49923;+
Q9BL83;16,674;17,357;16,2737;16,8177;16,7607;17,0825;16,7313;17,1018;0,226977;0,266233;-0,138465;-0,56437;
Q9BL86;0;12,5737;12,9243;12,061;14,0621;15,2886;14,2209;14,4778;0,810593;0,0376952;-5,12259;-1,6279;+
Q9BL94;14,4001;14,5058;14,5398;14,5103;13,7498;15,1182;13,4899;15,4527;0,0253776;0,842644;0,036334;0,07423;
Q9BLA0;14,2442;13,9904;14,5277;15,0038;16,4694;16,8185;16,7318;16,3939;3,98083;0,000118867;-2,16189;-9,01154;+
Q9BLB6;16,7909;17,1141;17,0768;17,2014;18,1577;20,2395;18,2611;19,6347;2,09032;0,00154917;-2,02744;-3,88513;+
Q9BMU4;16,6564;17,0214;16,4913;16,6587;18,0997;18,3175;17,0155;19,1905;1,699;0,00365349;-1,44887;-3,14273;+
Q9BPN5;16,9845;17,5034;16,9811;17,4037;18,082;18,0588;17,6661;17,5952;1,82222;0,0026587;-0,632348;-3,36914;+
Q9BPN6;13,7928;13,9334;14,0127;14,0714;14,9901;15,1478;16,0346;15,2313;2,94;0,000211047;-1,39838;-5,8032;+
Q9BPN8;16,7092;16,2486;16,7074;17,072;18,7566;19,2195;18,9679;19,2712;4,58013;0,000129171;-2,36952;-11,4754;+
Q9BPN9;14,8376;14,1341;14,2403;14,5156;14,4454;14,5882;14,4959;15,4665;0,504807;0,0934806;-0,317086;-1,10186;
Q9BPP1;13,0125;12,9716;12,8762;12,5171;14,4495;15,2384;14,3256;14,9394;3,64874;0,000143578;-1,89387;-7,85909;+
Q9GN62;12,2337;12,0421;11,6213;11,7145;14,7192;15,2853;14,9813;15,2365;5,47277;0,000169492;-3,15269;-16,3222;+
Q9GPA0;15,7898;15,9361;15,7208;15,9442;16,6023;17,1578;16,334;16,6907;2,4818;0,00064548;-0,848466;-4,70832;+
Q9GPA1;19,2121;18,9741;19,2473;19,1232;18,4163;19,0818;18,3742;18,8127;1,3955;0,00809287;0,467942;2,60805;+
Q9GR61;13,8073;13,6744;15,1839;12,901;14,8997;15,2503;14,7975;15,303;1,26377;0,0110797;-1,17097;-2,38388;+
Q9GRV1;14,2594;13,5275;13,6817;14,5413;14,9185;14,7473;13,9865;13,6254;0,349929;0,162255;-0,316937;-0,813965;
Q9GRV9;12,9702;11,8238;13,1162;12,8609;16,3902;16,6443;15,99;16,2994;4,52698;0,000121704;-3,6382;-11,2344;+
Q9GRY9;16,5522;16,772;16,4589;16,7026;18,3925;19,3808;18,2962;19,0924;3,66361;0,000144551;-2,16908;-7,90783;+
Q9GRZ1;16,6935;17,0697;16,281;17,0606;17,9182;18,6106;18,4802;18,8161;3,11536;0,000200532;-1,68006;-6,26684;+
Q9GRZ2;13,9268;14,0463;14,1413;16,6816;16,3595;16,7557;15,9545;16,7071;1,35418;0,00878722;-1,74521;-2,53732;+
Q9GRZ9;17,9129;17,8475;17,8579;17,8767;18,5558;19,0276;18,787;18,9062;4,05932;0,000123386;-0,9454;-9,30455;+
Q9GS00;15,7343;15,4761;14,3721;15,6398;16,4297;17,0195;16,3654;17,0282;2,07759;0,00157252;-1,40514;-3,85984;+
Q9GSX9;15,4682;14,9582;15,3032;15,0313;17,9693;19,1254;18,0679;19,2705;4,09316;8,81E-05;-3,41806;-9,43342;+
Q9GUC8;12,2824;11,7878;11,3354;11,9424;14,921;15,556;14,3435;15,2508;4,1802;9,40E-05;-3,18086;-9,7723;+
Q9GUF2;16,4836;16,8045;16,5074;16,4109;17,989;18,2188;17,826;18,346;4,39252;0,000110599;-1,54335;-10,6454;+
Q9GUM1;16,9933;17,3076;17,1175;17,1676;17,3933;18,1365;18,4824;17,9587;1,93237;0,00225054;-0,846228;-3,57702;+
Q9GUM5;12,2702;11,6903;12,125;11,1041;14,7135;14,7154;14,804;13,724;3,48889;0,000132231;-2,6918;-7,35074;+
Q9GUM7;16,2859;15,8052;15,6274;16,8162;17,4845;18,41;17,9558;18,4876;2,82813;0,000259434;-1,95078;-5,52105;+
Q9GUP2;15,3896;15,4694;15,3067;15,4023;15,8625;16,4412;16,4144;16,4924;3,02233;0,000217687;-0,910618;-6,01753;+
Q9GYF1;20,9312;20,6379;20,8497;21,3458;20,2218;21,3213;20,4897;21,1818;0,175659;0,339649;0,137535;0,451733;
Q9GYG4;15,2523;15,5533;16,2895;16,4317;15,0149;15,4841;14,137;14,935;1,31969;0,00957784;0,988944;2,47858;+
Q9GYH7;11,1736;11,4242;11,5522;12,0559;15,0391;14,9885;14,8497;15,0739;5,70805;0,000238095;-3,43635;-17,8936;+
Q9GYI1;18,1811;17,8501;17,9112;18,4171;20,1634;20,5493;20,2433;20,3896;5,15552;0,00011194;-2,2465;-14,412;+
Q9GYI2;14,8632;15,0738;13,2908;13,9547;14,6544;15,2663;14,6387;14,9245;0,623456;0,0654289;-0,575373;-1,31041;
Q9GYI7;14,5734;15,0674;15,2039;15,4057;14,7064;15,1038;14,2495;15,3393;0,29996;0,196632;0,21283;0,71541;
Q9GYJ1;12,1249;11,6391;11,5264;12,0555;14,5665;15,3692;14,9912;14,9245;5,09831;0,000104712;-3,1264;-14,0911;+
Q9GYJ2;13,6775;14,0073;13,0513;13,5566;15,0079;14,7578;14,3349;14,7152;2,46456;0,000643662;-1,13078;-4,67007;+
Q9GYJ9;15,0587;15,4131;15,1393;15,4319;16,3458;16,3619;17,1089;16,9779;3,18995;0,000182648;-1,43791;-6,47242;+
Q9GYK2;15,5658;15,7884;14,9298;15,6655;16,7214;18,0981;16,7328;17,3177;2,42761;0,00065784;-1,73012;-4,58877;+
Q9GYL7;17,946;17,9884;18,4175;17,8974;17,4418;18,3076;17,6695;17,9426;0,449562;0,11214;0,221945;1,00167;
Q9GYM9;15,753;15,7704;15,3209;15,4857;17,3006;16,6077;16,9316;17,3592;3,4119;0,000126921;-1,4673;-7,11585;+
Q9GYP5;12,1938;12,0611;11,4992;12,0213;13,5196;14,3162;14,4169;15,2265;3,15206;0,000180261;-2,42594;-6,36734;+
Q9GYQ6;14,6058;13,9693;13,0167;12,0882;14,8042;14,8626;14,6408;14,2691;1,12972;0,0158657;-1,22417;-2,159;+
Q9GYQ7;13,4036;12,6882;13,9279;13,5312;14,574;15,2793;14,4576;15,1976;2,37131;0,000766954;-1,48938;-4,46657;+
Q9GYQ9;12,1015;12,0417;11,7148;11,9718;18,0142;17,0116;16,8496;16,9811;5,81185;0,000258621;-5,25667;-18,6324;+
Q9GYR2;12,2172;12,0233;11,6664;11,8049;14,5925;14,3422;14,864;15,0566;5,098;0,00010453;-2,7859;-14,0893;+
Q9GYS9;14,9085;14,7007;15,2245;15,562;15,0212;14,0416;14,2427;15,4909;0,466895;0,105799;0,399816;1,03336;
Q9GZD0;12,3218;12,0175;11,5981;11,9631;14,896;14,9237;15,0392;14,8095;5,84644;0,000283019;-2,94197;-18,8851;+
Q9GZD1;12,2622;11,6294;11,5822;11,8557;14,0125;14,8189;14,3811;14,8271;4,40915;0,000111628;-2,67753;-10,7167;+
Q9GZE9;17,2229;17,1752;17,6258;17,6334;18,2131;18,4102;18,4475;18,6407;3,25315;0,000186829;-1,01353;-6,6507;+
Q9GZF5;12,7565;12,9488;13,4604;13,1773;14,2169;14,9165;14,478;15,2859;2,95223;0,000212448;-1,63856;-5,83466;+
Q9GZH2;15,6183;15,6899;15,435;15,9145;17,477;17,4324;16,3335;17,7298;2,54379;0,000528166;-1,57873;-4,84747;+
Q9GZH3;18,3498;18,5099;18,086;18,4281;18,3381;19,1951;18,9189;19,2048;1,3675;0,00856677;-0,570776;-2,56007;+
Q9GZH4;16,6095;16,6037;16,5847;16,6493;16,8158;17,9937;17,6047;17,7352;1,96655;0,00214493;-0,925565;-3,64264;+
Q9GZH5;16,2246;16,3683;16,3417;16,8522;18,6757;18,7982;18,6584;18,5447;5,25839;0,000127389;-2,22257;-15,0067;+
Q9GZI0;12,1948;11,377;11,773;12,0216;14,1166;14,9076;13,924;14,5028;3,97038;0,00011797;-2,52112;-8,97315;+
Q9GZI3;12,2442;11,1307;11,1791;15,246;14,6401;15,4986;14,9084;14,6542;1,33633;0,0091575;-2,4753;-2,50689;+
Q9N2L7;12,1618;12,0858;10,8166;11,986;13,9206;15,0136;15,0015;15,4126;3,3123;0,000189934;-3,07452;-6,82107;+
Q9N2U6;16,3683;16,3712;16,7613;16,2467;17,7144;17,8857;17,6248;17,7646;4,36472;0,000106952;-1,31047;-10,5272;+
Q9N2U9;12,248;11,5383;11,7297;12,1058;14,7262;15,545;14,8346;14,384;4,26025;0,000100083;-2,96697;-10,0936;+
Q9N2V6;12,2597;11,3259;11,646;12,0268;14,0498;14,8017;15,0257;15,3439;3,89325;0,000110753;-2,99067;-8,69425;+
Q9N2W5;17,2405;17,4899;17,0022;17,1294;16,8821;17,8026;17,128;17,7219;0,282028;0,210486;-0,168153;-0,679153;
Q9N2W7;17,8912;17,7417;17,6497;18,1112;18,5381;19,1032;18,8531;19,5994;2,51471;0,000633381;-1,17497;-4,78188;+
Q9N2X1;12,218;12,0766;11,6146;12,1106;14,4283;15,0596;14,3946;15,1782;4,53095;0,000122075;-2,76027;-11,2523;+
Q9N2X8;14,756;13,7791;13,976;13,7767;14,573;16,2416;15,0272;16,9449;1,47252;0,00668625;-1,62472;-2,74107;+
Q9N2Y1;13,3173;13,9746;13,8497;15,0497;13,3467;15,16;13,7019;15,4306;0,230204;0,262265;-0,36198;-0,571259;
Q9N2Z6;12,1979;11,7588;11,6045;12,0708;14,7974;14,6145;14,4858;14,9921;5,42319;0,00015748;-2,81444;-16,0085;+
Q9N302;15,6632;15,9895;15,5939;15,9567;17,1317;17,0629;17,1238;17,3342;4,62265;0,000133779;-1,36229;-11,6716;+
Q9N303;14,8166;13,8875;14,5931;13,6993;16,8571;17,3668;16,5815;17,6468;3,66602;0,000144715;-2,86396;-7,91576;+
Q9N306;9,30255;12,0054;11,6005;11,8993;15,8807;15,6148;14,9851;15,0115;3,07715;0,00019695;-4,17108;-6,16352;+
Q9N336;15,4379;15,6298;15,2103;15,5999;14,3495;15,1769;14,8369;15,0436;1,62461;0,00459886;0,617764;3,00887;+
Q9N341;12,2173;11,796;11,7788;11,3769;14,375;14,7747;14,7224;15,2695;4,66957;0,000139373;-2,99312;-11,8917;+
Q9N350;16,8502;16,2942;16,8385;17,0385;19,1683;19,2943;17,8003;19,2571;2,77075;0,000277671;-2,12465;-5,38022;+
Q9N356;12,2844;12,0724;11,5728;11,7248;14,7028;15,4212;14,6494;15,1812;4,77911;7,75E-05;-3,07504;-12,4208;+
Q9N357;16,0885;16,299;15,6911;15,7718;18,6621;18,1175;18,0215;18,2587;4,59372;0,000130862;-2,30237;-11,5378;+
Q9N358;17,0423;17,8041;17,1789;18,3296;19,5799;19,9829;19,5969;20,1088;3,31368;0,000190024;-2,22838;-6,82509;+
Q9N359;14,126;15,2685;14,1056;14,8351;14,394;14,2174;14,5035;15,2504;0,0069375;0,954178;-0,00753903;-0,0207045;
Q9N361;14,1617;14,6798;14,181;13,7744;17,0718;17,9445;17,1633;16,9049;4,32834;0,000104439;-3,07186;-10,3743;+
Q9N362;17,4993;17,9362;17,2697;17,8297;18,202;19,2288;18,6775;19,1348;2,23875;0,000973475;-1,17705;-4,1866;+
Q9N363;16,7844;15,8875;15,2819;15,9818;18,3474;18,127;18,0769;17,8519;3,20514;0,00018357;-2,1169;-6,51491;+
Q9N368;14,8982;14,0429;14,2713;13,0001;13,4298;14,9213;14,2456;14,5661;0,183069;0,327857;-0,237577;-0,468386;
Q9N369;15,2627;15,1865;14,6298;15,6123;14,5503;15,8205;15,1049;16,1557;0,228736;0,263933;-0,234995;-0,568128;
Q9N371;14,5098;14,0422;14,4863;14,8084;14,8428;14,7506;14,4812;15,1239;0,817522;0,0369787;-0,337961;-1,63949;+
Q9N373;12,0969;11,8885;11,7363;11,7987;14,9959;15,2574;14,9159;15,3714;6,51248;0;-3,25507;-24,4569;+
Q9N384;21,0023;20,9105;21,0799;21,3915;14,8386;15,2551;14,9333;14,1921;6,62718;0;6,29131;25,5668;+
Q9N390;13,4767;13,7713;12,8006;12,0429;14,4391;15,3227;14,9413;15,3072;2,40044;0,000674515;-1,9797;-4,52956;+
Q9N393;15,2765;15,3322;15,1232;15,0647;17,4026;17,8797;17,3528;17,5173;5,63325;0,000213523;-2,33894;-17,3789;+
Q9N3B0;18,2481;17,7396;17,4132;18,0757;18,7064;19,325;19,1348;19,2987;2,75132;0,000326562;-1,24708;-5,33311;+
Q9N3B9;17,1591;17,5252;17,0134;17,4485;14,8301;14,9225;14,7755;15,458;4,60358;0,000131868;2,29005;11,5833;+
Q9N3C2;12,2197;11,8997;11,5048;11,4729;14,7002;14,7464;14,3495;15,3879;4,4291;0,000113744;-3,02175;-10,8028;+
Q9N3C9;15,0518;15,3525;15,139;15,4758;17,2372;16,5284;17,2685;16,8133;3,81636;0,000105263;-1,70706;-8,42376;+
Q9N3D0;16,2888;16,0155;16,3287;16,413;17,8772;18,4662;17,9242;18,2683;4,55067;0,000124611;-1,8725;-11,3413;+
Q9N3D1;11,8494;11,7896;12,5558;11,3349;14,4491;15,5101;14,9453;13,8119;3,14495;0,000179695;-2,79667;-6,34779;+
Q9N3D3;13,1736;13,9728;13,6032;13,0148;13,9604;14,4206;14,6025;15,4131;1,68051;0,00381587;-1,15807;-3,10926;+
Q9N3D9;18,2324;17,8952;17,7405;18,1493;18,1745;20,4907;18,0746;21,1148;0,939445;0,0264442;-1,45931;-1,84261;+
Q9N3F0;16,0535;15,2711;15,4884;15,2332;15,4547;15,6869;15,7324;16,2418;0,483161;0,100048;-0,267404;-1,06289;
Q9N3F1;12,1764;11,8778;11,6587;12,0355;14,8369;15,1834;15,0026;14,8576;6,25722;0,000495868;-3,03302;-22,1536;+
Q9N3F2;14,0657;13,964;13,1557;13,9949;14,0501;15,5207;15,0194;13,5062;0,702711;0,0522003;-0,729033;-1,44611;
Q9N3F3;13,0618;14,0512;14,6746;13,9123;14,3728;13,9828;13,3806;15,0363;0,224034;0,27008;-0,268161;-0,55807;
Q9N3F7;15,1495;15,3883;14,923;15,6789;16,9583;17,5418;17,3502;18,1364;3,5434;0,000136098;-2,21174;-7,5209;+
Q9N3G0;18,2408;18,337;18,0972;18,1728;17,0779;18,1089;17,2475;17,9061;1,30821;0,00979066;0,626857;2,45909;+
Q9N3G1;12,2808;11,9741;11,6598;12,0846;14,4801;15,2232;14,4672;14,6366;4,74661;0,000150188;-2,70196;-12,2616;+
Q9N3H0;12,0944;11,5586;11,7655;11,745;14,7595;13,9149;12,7746;14,9774;2,39782;0,000716955;-2,31573;-4,52386;+
Q9N3H3;16,8546;16,6274;16,8174;17,0019;17,6824;18,6869;18,0658;18,3668;3,03061;0,000219178;-1,37515;-6,03939;+
Q9N3H9;14,3791;15,2841;14,1764;14,762;15,9157;15,4679;14,6541;15,2481;0,958668;0,0249983;-0,671026;-1,87454;+
Q9N3I1;15,3658;14,5775;13,8955;14,5984;12,9706;15,1993;15,0262;15,4201;0,0237992;0,851003;-0,0447378;-0,0697296;
Q9N3J4;12,2995;11,3741;11,6032;11,55;14,8062;14,7915;14,0693;15,0434;4,27089;0,000100671;-2,97088;-10,137;+
Q9N3L2;12,3089;11,9408;11,6846;12,0092;14,8582;14,6908;14,4387;14,9558;5,43316;0,00015873;-2,75001;-16,0711;+
Q9N3Q8;12,8294;13,2205;13,1524;12,5701;14,8333;15,1671;14,506;15,3152;3,85381;0,000107972;-2,01228;-8,55456;+
Q9N3Q9;13,9612;14,233;12,8922;13,5641;14,8886;15,3883;14,763;15,3449;2,30436;0,000862745;-1,43356;-4,32386;+
Q9N3S4;14,2803;14,9368;14,0621;14,5114;16,3395;15,9466;15,7593;15,6769;3,09969;0,000199119;-1,48292;-6,22431;+
Q9N3S8;16,3139;16,2684;16,4833;16,3022;16,8044;16,7944;16,8683;16,4902;2,18783;0,00107984;-0,397353;-4,08179;+
Q9N3T2;15,2631;15,7163;15,4701;15,4133;16,5627;16,2282;16,9033;17,004;3,03441;0,000219366;-1,20887;-6,04947;+
Q9N3T3;13,6201;12,8439;14,1594;14,574;14,3479;15,1732;15,0307;13,2666;0,527691;0,0868442;-0,655245;-1,14272;
