geneName;Leading.proteins,log2 daf2_d5_01,log2 daf2_d5_02,log2 daf2_d5_03,log2 daf2_d5_04,log2 N2_d5_01,log2 N2_d5_02,log2  N2_d5_03,log2 N2_d5_04
aqp-8;Q7Z138,21.9751,19.5031,20.5721,23.6946,20.756,21.6707,21.2189,21.7187
C05B5.8;Q86DA7,18.4338,18.9286,18.3732,19.661,21.148,21.1021,20.1782,21.5235
pqn-89;Q86DD5,22.2688,21.5313,22.5319,22.1697,24.8832,24.5362,24.2373,24.7152
pqn-89;Q86DD5,17.454,18.4243,19.3299,19.9374,21.2011,20.4278,20.6162,20.6623
col-166;Q86FL7,25.5578,26.2604,25.2197,25.6622,27.6826,27.3454,26.4091,27.4595
;Q86NC1;Q9N5U1,24.9849,26.3069,25.7492,26.1094,21.2268,21.5325,21.0474,21.3227
;Q86NC1;Q9N5U1,18.1068,17.8812,18.7843,18.5586,21.0491,21.3357,20.6338,20.5581
col-169;Q86NE4,23.0336,21.5415,19.4007,22.0275,23.9868,25.008,22.9498,24.6869
ttr-41;Q86NH9,17.227,20.9176,18.1045,17.4536,19.7366,21.2312,19.8107,21.2463
Y65B4BR.5;Q86S66,17.8206,17.0795,18.0002,22.0367,21.3406,21.671,20.7097,21.4521
Y65B4BR.5;icd-2;Q86S66;V6CKR1,17.426,16.6329,17.6555,15.8312,23.3851,23.8496,23.3722,24.4287
Y65B4BR.5;icd-2;Q86S66;V6CKR1,18.621,16.692,18.4155,20.4319,20.7761,20.2868,20.1651,21.7624
Y65B4BR.5;icd-2;Q86S66;V6CKR1,18.1835,17.9829,21.1183,19.7227,21.3861,20.4958,20.7292,21.6313
Y65B4BR.5;icd-2;Q86S66;V6CKR1,20.0909,17.7485,16.828,17.8839,21.0982,21.7174,19.4761,21.391
Y65B4BR.5;icd-2;Q86S66;V6CKR1,18.4574,18.5534,17.5441,18.4578,23.2748,24.8059,24.6173,23.3387
Y65B4BR.5;Q86S66,23.7957,23.6043,22.1445,24.4262,20.0233,23.2184,23.7772,26.3101
Y65B4BR.5;Q86S66,24.9843,24.2632,23.8527,24.4262,25.7324,25.1036,24.5334,26.4755
;Q8I4C0,27.4536,26.7373,26.9949,26.7852,29.6742,29.0257,28.1578,28.4322
;Q8I4E4,23.1594,22.3881,22.6483,23.775,26.5227,25.6346,25.3102,26.1152
;Q8I4J8,20.5753,20.5358,17.8025,19.2428,21.5773,21.6734,20.1532,21.7879
;Q8I4J8,17.0053,17.3874,17.0895,19.6505,21.7497,21.7387,20.4115,21.7828
gls-1;Q8I4M5,17.0457,19.5099,14.1612,17.9403,21.7145,20.9744,19.2744,21.7144
gars-1;grs-1;Q8I711,20.9025,19.8461,16.4585,18.1767,21.2079,21.3309,21.0835,21.441
gars-1;grs-1;Q8I711,23.3041,24.5296,23.3145,25.1163,24.4887,24.548,24.4797,24.6934
;Q8I7G0,18.2337,18.4628,17.5812,18.7806,21.7937,19.9433,20.6666,19.7271
hum-2;Q8I7K2,20.6514,18.0171,19.2902,21.2024,21.7562,20.4152,21.2239,21.3744
hum-2;Q8I7K2,20.0248,17.6685,17.2069,19.1412,20.4318,21.2066,21.3378,21.7607
hum-2;Q8I7K2,18.8519,19.6538,16.1105,20.2948,20.7812,21.4977,21.1499,21.4586
prdx-2;Q8IG31,18.849,17.7962,16.4715,20.6409,25.7236,21.835,24.5388,25.6332
prdx-2;Q8IG31,18.6498,15.4671,16.7479,17.9061,26.026,26.0844,23.6555,24.2706
prdx-2;Q8IG31,25.4634,23.6696,24.7523,26.0306,23.6798,23.7658,22.7438,23.6461
prdx-2;Q8IG31,19.3835,18.5886,16.4559,20.1236,24.025,26.7509,24.4712,24.7013
prdx-2;Q8IG31,18.2306,18.151,16.9487,18.4905,24.5195,24.6534,24.2245,24.8963
prdx-2;Q8IG31,15.9051,18.6716,18.9005,21.8156,21.7709,21.135,20.2954,21.2888
prdx-2;Q8IG31,29.4576,27.141,26.0035,27.7748,29.3336,28.0592,27.1735,29.012
prdx-2;Q8IG31,20.9138,16.6148,17.4622,17.4813,21.4567,20.7962,20.9588,21.6679
prdx-2;Q8IG31,17.7699,20.3602,17.7588,19.7013,24.8074,21.822,22.1098,22.9697
cebp-2;Q8IG69,17.6455,19.5328,15.9343,21.908,21.4236,20.3845,20.6452,20.5943
;Q8MPY2,26.6103,26.7108,25.2993,26.6541,28.064,26.4082,25.8586,26.5599
;Q8MQ73,19.876,18.7354,17.1162,19.7244,20.5076,21.7414,19.0247,21.172
;Q8MQ73,19.8349,18.3102,18.0594,17.3255,21.716,20.9649,21.3575,21.8055
;Q8MQ73,20.4968,19.0576,18.8875,20.6022,21.2988,21.069,20.557,21.1489
;Q8MQH0,24.4564,24.048,24.5958,24.6766,26.8478,26.5933,26.7415,25.5943
pst-1;Q8MXJ9,19.847,18.2959,19.8262,21.3434,24.4031,22.9821,22.877,23.8895
sqd-1;Q8MXR6,17.4075,16.9272,18.8518,21.0367,21.6338,21.7769,21.3242,21.157
mca-3;Q8MXS0;Q95XP5,16.945,18.2054,19.4127,19.1091,20.5845,19.9019,21.1311,21.4402
mca-3;Q8MXS0;Q95XP5,20.4788,19.244,19.2351,17.6497,22.7736,22.5127,22.6447,23.9506
mca-3;Q8MXS0;Q95XP5,19.6041,20.2394,19.4973,16.6122,23.0181,22.6287,20.8326,22.5397
mca-3;Q8MXS0;Q95XP5,19.6014,18.4371,20.283,18.0459,21.3056,21.7567,20.5182,21.1277
mca-3;Q8MXS0,20.3937,18.1652,18.3692,17.2487,21.842,20.3835,20.5847,21.7506
mca-3;Q8MXS0;Q95XP5,15.9607,17.3836,19.2876,19.6128,23.5105,23.3826,21.5217,22.8918
mca-3;Q8MXS0,18.9739,16.9851,18.459,17.781,23.3602,21.8473,22.1128,21.6993
nape-2;Q965X9,20.0826,17.8275,18.198,20.0831,22.9452,24.8027,21.8732,22.3714
;Q8T3D2,18.813,20.1396,18.7507,17.8703,21.6396,21.6962,20.8154,21.3698
;Q8T3D2,17.9567,18.3657,20.2798,19.3032,21.3552,21.0135,20.7033,21.9133
nhx-2;Q8T5S1,17.4972,18.9745,19.9217,16.964,21.2894,20.6248,20.5202,21.8971
nhx-2;Q8T5S1,16.6982,18.2372,18.305,17.7291,21.8728,21.4118,21.2598,21.7808
rps-20;Q8WQA8,32.558,31.3616,27.8525,30.3225,34.1904,34.341,33.4905,34.3928
rps-20;Q8WQA8,30.4913,30.525,25.7491,28.6792,34.0762,34.7625,34.0127,34.9337
rps-20;Q8WQA8,24.9017,24.9454,24.6171,25.5377,27.4711,28.4595,26.3415,27.5356
rps-20;Q8WQA8,18.9262,17.7472,16.9052,18.2244,22.3527,22.6163,21.9296,23.5416
rps-20;Q8WQA8,30.1517,30.4162,26.8036,29.9501,32.2076,31.1562,31.381,31.985
;Q8WQF7,23.5267,22.9067,21.7113,23.8761,21.8294,21.1352,21.0006,21.2218
;Q8WQF7,17.9508,17.7657,18.7179,19.1626,23.3578,23.5873,22.8103,23.4717
;Q8WQF7,21.6282,19.4655,16.5465,19.4863,21.9042,21.6933,21.2672,21.1487
;Q8WQF7,19.3046,17.6571,17.1631,18.7644,21.8997,20.7443,20.9936,21.3796
;Q8WQF7,17.6003,15.4683,19.9439,20.8492,21.4052,20.9163,20.0531,21.103
;Q8WQF7,23.1081,21.3625,19.0321,22.3224,24.2703,25.0597,24.3837,24.8718
;Q8WQF7,22.5864,21.3247,23.3546,23.4033,26.2975,25.2279,25.4244,26.7763
;Q8WQF7,25.3015,24.5586,22.4317,24.9483,25.9051,23.9399,24.2146,24.4816
;Q93168,19.6563,17.2378,15.6249,20.642,21.525,21.1902,21.205,20.736
;Q93168,15.8234,21.4068,19.1894,17.5832,24.9773,25.1513,22.4389,24.9456
;Q93168,19.082,18.8731,19.6825,18.0268,24.4314,23.2501,24.0273,24.1408
;Q93211,23.6719,24.3469,21.721,23.3386,25.166,24.7236,24.3369,25.1505
;Q93211;Q93213,17.7884,18.6865,20.5626,19.6703,25.5293,24.986,23.9531,25.1508
;Q93213,19.9545,18.275,18.4182,20.8543,21.7857,21.2478,20.9908,21.1408
nkb-1;Q93235,16.302,18.4536,19.012,17.5227,20.6874,21.6908,20.5169,20.292
cysl-1;Q93244,18.7939,17.9497,20.269,18.0303,21.033,20.6312,21.1514,20.804
cab-1;Q93249,19.1807,18.3346,17.7524,19.2823,25.2383,24.1704,24.6668,25.2277
cab-1;Q93249,16.7398,16.8865,19.4986,20.4395,23.6587,24.9608,24.638,24.2524
cab-1;Q93249,16.6762,19.7549,16.8603,18.2032,22.6484,23.9378,21.6051,23.2859
;Q93289,25.3165,26.5816,24.7067,26.7205,20.823,20.7059,19.7498,21.7254
;Q93291,16.6859,17.1667,18.9853,18.0128,21.4944,21.1384,21.5284,19.8273
cytb-5.1;Q93315,17.1825,19.2107,17.1639,17.7618,22.9589,24.1249,21.933,23.5566
cytb-5.1;Q93315,18.3249,19.6077,17.792,17.7736,22.2986,23.7492,22.3465,23.217
;Q93321,19.4153,17.3489,17.3156,20.3601,21.2889,21.6967,20.1156,21.6738
;Q93333,24.976,24.6597,21.3721,25.5186,20.3122,21.2392,21.0875,21.631
rpb-3;Q93338,18.0435,16.7827,19.0536,19.0851,22.9855,23.0036,23.5825,23.9579
gsr-1;Q93379,19.6392,16.8953,18.8092,21.1913,21.8193,21.6304,20.9495,20.9496
drh-3;Q93413,18.5118,19.5672,19.3017,19.6472,23.4241,23.5385,24.3086,23.8405
npp-17;Q93454,16.5156,20.1993,19.1545,21.2711,21.6671,21.4798,19.9789,19.9003
;Q93513,20.2156,21.6066,18.2716,20.3263,20.0505,21.6222,21.3791,20.7983
;Q93513,18.4252,16.7022,17.6914,16.3346,21.7027,21.1119,20.7522,21.2594
;Q93513,19.2912,19.3931,18.7211,20.6306,20.8783,21.35,20.273,21.8385
;Q93513,18.6927,18.6049,18.018,20.6044,20.7718,21.4073,21.5226,21.2685
;Q93535,26.4399,27.5424,27.3737,28.0564,28.2935,28.6274,28.0746,28.8755
;Q93553,21.6699,20.181,19.4652,17.9983,26.7136,26.6658,25.8339,26.8389
rpa-0;Q93572,19.6707,19.7174,17.3287,18.1302,21.6076,21.2883,21.4574,21.1111
rpa-0;Q93572,25.3424,25.2965,23.8838,24.5955,25.5215,25.7517,25.923,27.0079
rpa-0;Q93572,20.0451,16.2864,17.3287,20.8691,21.509,20.7351,20.9733,21.0282
rpa-0;Q93572,19.24,19.8317,21.4613,17.9665,26.7458,24.827,25.4253,26.5988
rpa-0;Q93572,25.4468,21.5923,25.5498,25.566,27.8523,26.9456,27.1293,26.8197
rpa-0;Q93572,23.2735,22.7695,24.7443,24.9646,24.7258,25.7463,24.4176,24.0456
rpa-0;Q93572,19.9007,19.2758,16.8342,18.645,20.8743,21.5159,20.3843,21.1888
rpa-0;Q93572,18.3313,17.8384,19.0844,18.3622,21.6386,20.9411,20.9556,21.8815
rpa-0;Q93572,18.7943,19.3488,20.9587,19.7273,21.5849,21.4795,21.2485,20.1531
rpa-0;Q93572,17.725,18.14,16.792,18.938,24.4504,25.6242,23.2885,23.6283
tct-1;Q93573,18.6047,18.1507,17.8432,18.1604,21.1482,21.7764,21.4811,21.6148
tct-1;Q93573,16.4278,18.3313,18.7005,18.3897,21.4867,20.7257,21.1436,20.4624
tct-1;Q93573,19.2791,18.0167,17.8931,20.6881,21.5634,21.7128,19.3616,21.3471
tct-1;Q93573,19.5864,19.3348,18.292,19.5426,20.9865,20.9511,20.2014,21.6109
tct-1;Q93573,18.0787,20.2817,17.7132,17.2195,21.3039,21.2556,19.4792,21.4518
tct-1;Q93573,18.1047,19.3911,17.1166,18.4015,25.8773,23.4687,24.1958,24.764
tct-1;Q93573,18.8533,18.728,15.6963,20.1992,21.7832,21.3668,20.9495,21.8294
tct-1;Q93573,20.9951,18.9071,19.1723,17.9607,23.9955,23.7959,23.2639,23.2803
ndk-1;Q93576,19.5041,20.2919,17.601,21.7468,23.7202,22.7501,23.2311,23.1406
ndk-1;Q93576,20.2156,17.3504,19.5463,18.6212,23.1848,24.0202,22.4377,24.6743
ndk-1;Q93576,25.5657,26.0252,26.363,24.4835,27.6219,28.0842,28.4047,28.8168
F27D4.4;Q93618,18.2888,21.0455,19.2082,20.3269,19.6504,21.0694,20.7134,21.3653
gst-24;Q93694,21.4798,19.5835,19.6456,19.2589,25.2562,24.9582,24.8509,25.0804
gst-24;Q93694,21.7523,23.0352,23.2698,21.9675,24.3307,24.66,24.8636,23.6122
gst-24;Q93694,16.2544,17.9334,18.6164,17.4876,23.0909,24.2637,23.4415,27.7136
gst-24;Q93694,29.5992,28.6325,27.0917,27.1397,32.6027,31.6061,31.116,31.5789
ned-8;Q93725,21.9635,20.7387,21.7723,21.5577,23.5303,23.3717,22.2221,22.4
ned-8;Q93725,18.3496,20.1162,17.1898,18.8894,22.654,24.4726,23.3904,22.039
ned-8;Q93725,19.7948,20.001,19.9486,18.6618,29.639,29.2051,28.8815,28.0825
;Q93838,20.5872,23.3031,23.218,21.3322,21.4894,21.6139,20.3676,21.3859
ent-2;Q93871,17.5715,18.4684,18.4572,19.2766,21.5715,21.6165,21.4113,21.5784
ent-2;Q93871,26.418,26.3832,25.2204,26.1555,26.9823,26.8875,25.9653,26.5605
ent-2;Q93871,18.1561,19.9245,18.7804,19.3989,21.2087,21.7084,21.3013,20.1145
;Q93892,20.242,15.8599,18.0255,17.1406,21.8465,21.7684,21.2355,20.6439
mct-3;Q93896,19.2167,18.8814,16.6712,20.4333,21.6592,20.8173,21.1225,20.6878
mct-3;Q93896,18.9675,17.7461,18.4572,18.3438,22.4929,21.2955,22.0938,23.2079
mct-3;Q93896,18.3187,16.4002,16.9126,16.6199,23.4659,23.7789,23.0839,24.0623
mct-3;Q93896,16.7377,17.7893,17.8896,19.893,24.6912,24.1736,24.2592,24.6877
mct-3;Q93896,18.9389,17.4548,20.8257,18.4058,21.2965,21.7454,21.2128,21.4299
mct-3;Q93896,18.4326,20.4022,18.3694,18.8736,21.1491,19.5964,21.0253,20.9615
mct-3;Q93896,19.4681,18.2304,19.3468,20.0014,24.0802,24.225,24.6147,24.6124
sdz-27;Q93932,25.0161,25.1467,25.2286,24.9458,24.8335,24.3134,23.3404,23.7929
sdz-27;Q93932,25.4398,23.7682,23.5518,23.0539,21.2563,21.3561,21.0076,21.2525
;Q93934,16.5675,17.8594,18.3068,17.4856,21.7965,20.991,20.7756,21.4601
cav-1;Q94051,28.972,28.6192,27.6405,28.4499,30.0638,29.146,29.1674,29.6135
cav-1;Q94051,24.4773,24.2962,21.4646,22.9921,22.9786,24.2303,24.0928,24.6543
cav-1;Q94051,26.9544,26.8869,23.003,26.6648,26.3146,25.2054,25.4424,26.7949
cav-1;Q94051,21.784,21.603,23.5876,22.9921,24.6027,24.0543,22.524,23.1654
cav-1;Q94051,19.4528,19.3849,18.8885,18.5919,21.8431,20.3486,21.2575,21.5409
cav-1;Q94051,17.1624,17.398,19.7511,20.956,21.9488,19.4676,20.424,21.7366
snb-6;Q94057,20.071,16.6321,18.6004,17.7545,22.0245,20.6796,21.737,21.0443
rab-10;Q94148,20.3014,17.7015,20.1149,18.5537,20.1648,21.3334,19.5718,20.7973
dnj-11;Q94216,17.3974,16.0261,16.8258,18.667,24.9805,24.5035,23.7537,24.7503
dnj-11;Q94216,17.8874,20.4027,18.1838,18.3607,25.6996,22.3315,22.5049,23.0368
dnj-11;Q94216,22.1905,22.9793,24.0402,22.3993,22.9675,22.216,21.6959,22.3509
plp-1;Q94230,21.0765,20.0152,15.2289,19.7468,24.2245,23.8003,24.4654,24.0348
plp-1;Q94230,20.4906,16.8785,17.2742,20.0616,21.8732,21.5515,21.5151,20.818
plp-1;Q94230,18.724,17.8719,18.6691,19.6203,21.0291,20.5446,20.0711,21.2099
plp-1;plp-2;Q94230,18.6557,19.8596,19.1732,20.7612,24.0014,24.9287,24.3948,24.9145
fah-1;Q94272,20.3279,19.969,20.3092,18.0601,21.135,20.763,19.9547,21.7916
rpl-11.1;Q94300,13.8283,16.9382,19.1332,19.6229,24.9948,25.4241,25.9575,24.742
pas-4;Q95005,17.4348,19.904,17.9694,18.9329,21.7828,21.0402,21.3729,20.9206
pas-5;Q95008,18.571,16.275,18.537,17.4353,21.5956,21.2569,21.3755,21.9159
pas-5;Q95008,18.5382,17.2654,19.0985,16.5088,22.8753,22.6537,28.3058,28.7273
ubc-9;Q95017,19.2932,19.8545,18.0625,20.362,20.226,21.5772,20.8592,21.7028
;Q95PZ7,16.2886,18.0094,17.0547,20.031,20.252,20.9602,21.5126,21.8503
;Q95PZ7,16.9797,19.7585,17.8672,21.4489,22.078,21.8973,22.4288,22.5096
Y53F4B.39;Q95Q18,16.8601,17.58,18.5857,18.0003,21.8008,21.0623,21.4317,21.8134
Y53F4B.39;Q95Q18,19.5178,18.6072,18.3196,16.6541,21.4716,21.2337,21.4798,21.4089
;Q95Q93,22.8873,21.2446,23.7031,21.6788,25.4455,25.3031,25.2544,25.0847
;Q95Q93,17.0256,17.7015,19.7077,19.05,24.56,22.8926,22.1216,22.0754
;Q95Q93,21.9933,22.4606,22.1582,22.6201,22.5024,23.3936,21.757,22.5159
pat-12;Q95QA6,23.0715,24.0077,22.5988,23.1825,24.17,23.7149,23.596,24.7787
pat-12;Q95QA6,18.0211,18.3341,17.8505,18.2895,25.2451,23.7598,22.2174,23.9838
pat-12;Q95QA6,19.2262,19.265,18.6335,19.136,23.5282,22.5279,22.2419,22.1721
pat-12;Q95QA6,20.6354,17.8227,17.3314,17.6192,24.7535,23.7606,23.7424,25.1274
pat-12;Q95QA6,23.5127,22.8708,22.7389,24.0361,24.1544,22.9143,22.9783,24.8974
pat-12;Q95QA6,18.6732,19.8038,17.6963,18.1452,20.4039,20.6804,20.8107,20.5962
pat-12;Q95QA6,23.3882,22.3154,23.3826,23.1511,22.5937,25.0439,23.0781,24.1235
pat-12;Q95QA6,17.7012,20.1215,17.4604,17.163,24.2489,23.3168,22.7045,24.172
pat-12;Q95QA6,18.1009,19.4342,16.6574,16.5381,20.4265,20.7883,20.8116,19.8983
pat-12;Q95QA6,21.0765,19.7365,20.7301,20.3508,24.455,24.3647,25.7776,25.2199
;Q95QC9,18.6331,16.9883,20.3396,19.5755,20.9323,20.6747,20.3751,20.9403
tmem-135;Q95QD1,20.9718,17.1819,18.9749,20.122,20.7137,21.1995,21.0671,20.5182
;Q95QF1,15.9738,18.1534,17.6455,18.8852,20.7432,21.3472,21.48,20.2622
;Q95QF1,18.2034,17.7001,19.187,17.5563,21.0193,20.8401,20.9692,20.9359
;Q95QF1,22.7528,22.7635,23.7164,22.2909,25.1788,26.4374,25.0595,26.6233
otpl-3;Q95QL0,20.001,19.1129,19.1663,19.6514,21.6327,20.6662,21.2851,21.5611
;Q95QN5,19.2633,17.0752,19.4015,19.4666,21.6731,21.6396,20.2492,19.7935
brap-2;Q95QN6,23.3357,24.5009,23.3363,25.2708,28.0002,27.7545,27.6553,27.3203
brap-2;Q95QN6,26.2035,25.472,24.7672,26.8538,30.7366,30.2172,28.3179,30.0421
brap-2;Q95QN6,26.3218,26.1964,26.9588,27.0753,30.656,29.1851,29.0119,30.6654
brap-2;Q95QN6,17.2199,17.7751,16.1117,20.012,26.1205,24.9294,24.2599,25.774
brap-2;Q95QN6,19.6251,20.1263,20.6294,17.2051,25.8293,23.8307,24.3471,24.9655
brap-2;Q95QN6,29.1868,29.0037,27.5587,28.8798,30.8545,31.0166,30.8253,30.7884
;Q95X11,17.6856,18.9691,17.0903,19.0591,23.003,21.1205,21.4411,23.6676
vha-8;Q95X44,23.8729,23.4226,24.1506,24.9247,25.0424,25.1825,24.0944,24.5081
vha-8;Q95X44,16.8262,17.1637,19.4524,18.3502,21.3883,21.1165,20.6529,21.7424
vha-8;Q95X44,19.4423,18.4775,18.7125,19.7105,22.621,23.1121,23.1972,23.9203
;Q95XC1,24.3594,23.5631,23.5304,24.1292,24.4107,26.1874,26.9097,24.9231
vamp-7;Q95XH1,24.5381,23.2624,21.1314,24.1221,25.7039,24.5532,24.8977,25.918
mppa-1;Q95XN2,18.6603,17.9111,18.0914,18.1593,21.1815,19.8206,21.303,21.8051
ubc-3;Q95XN7,18.5958,18.5007,17.2615,21.8022,20.7225,20.7841,19.6524,20.3354
ubc-3;Q95XN7,18.2108,18.7646,16.4164,15.744,20.6876,20.5432,21.481,21.1541
tbca-1;Q95XR1,18.2342,17.6656,18.5066,17.1284,22.0257,22.3766,22.2634,22.2767
tbca-1;Q95XR1,17.7082,19.8123,14.6414,19.9911,23.4701,22.4767,22.3293,22.721
tbca-1;Q95XR1,20.8351,17.4206,18.8659,20.8763,22.8777,22.6669,23.3287,24.5227
epg-2;Q95XR4,23.4132,24.3067,25.159,24.8076,24.8233,24.7606,25.3215,25.4225
wwp-1;Q95XU3,19.3391,18.7617,18.9186,17.6369,20.193,21.4211,20.8859,21.8859
wwp-1;Q95XU3,24.4984,24.854,25.7588,25.8743,21.3526,20.8401,21.1042,20.6214
wwp-1;Q95XU3,26.4616,24.9332,23.105,25.4987,26.797,26.7334,25.6436,27.545
wwp-1;Q95XU3,18.0562,18.5958,18.3082,18.6389,22.6644,23.2886,24.3652,23.3592
wwp-1;Q95XU3,19.4564,19.8809,18.9913,18.4115,23.2659,23.1594,22.6048,24.0161
wwp-1;Q95XU3,22.5111,23.1543,22.0913,24.0886,26.7137,25.4239,24.4724,27.1429
sut-2;Q95XU6,19.406,16.5079,16.1002,17.9939,21.8169,19.7687,20.4069,20.8489
;Q95XV3,16.8184,20.3572,19.5053,19.1851,21.3398,21.5216,20.5702,21.5501
ubc-13;Q95XX0,18.2697,17.5594,21.347,19.7828,25.4742,25.2094,24.1928,25.6802
ubc-13;Q95XX0,26.4158,26.596,25.2423,27.6389,27.5933,28.5028,27.9284,29.3778
ubc-13;Q95XX0,22.7677,24.7214,22.6837,22.4337,27.1509,27.0604,26.2202,27.6121
ubc-13;Q95XX0,26.1003,26.7242,25.3329,26.1117,28.9535,26.5602,28.1066,29.3163
ubc-13;Q95XX0,18.9813,20.1415,20.0706,19.5716,21.7697,20.8126,21.3737,21.7697
ubc-13;Q95XX0,20.232,19.7284,17.277,19.4194,20.1902,21.4555,20.4905,20.6738
ubc-13;Q95XX0,17.5306,20.8591,18.598,21.379,20.0628,21.0761,20.6991,21.7749
rps-28;Q95Y04,19.3527,18.9613,16.0572,16.8728,23.5505,22.7996,22.614,24.186
;U4PC73,20.2924,19.7258,17.4165,20.6563,23.7796,24.3068,22.229,23.8594
;Q95Y68,16.6089,20.505,18.7105,16.2398,21.9555,20.315,19.8415,20.6793
dss-1;Q95Y72,17.9346,17.8475,17.842,19.0531,21.8839,21.6953,20.9704,20.0614
;Q95Y88,22.0263,20.746,22.0327,24.7887,23.6764,23.2054,22.0821,23.3511
rpl-9;Q95Y90,19.5879,19.1388,18.7635,16.915,23.7982,23.0981,22.9587,23.6546
rpl-9;Q95Y90,18.773,19.1748,15.4273,19.0241,21.0681,21.061,21.439,21.0421
rpl-9;Q95Y90,25.184,25.3347,24.5943,24.3408,27.7743,28.2227,26.2175,28.7174
rpl-9;Q95Y90,16.8035,20.156,18.4398,18.3021,22.6028,21.7729,21.4953,21.6417
rpa-2;Q95Y97,17.7243,17.4052,16.7358,19.0957,25.892,25.503,26.5839,25.6289
;Q95YC6,18.8155,20.6093,18.9556,20.1762,20.8962,21.7007,19.0967,20.9716
gln-1;Q95YD1,18.1379,19.2256,19.8697,20.5765,21.3471,21.0559,20.6996,20.6951
;Q95YD9,21.0289,17.3458,18.8602,18.3024,25.3942,24.1884,24.7444,24.9616
cgh-1;Q95YF3,19.2025,18.193,19.6613,18.0781,22.1857,23.2769,22.2905,23.2772
cgh-1;Q95YF3,19.4666,20.9014,16.3754,19.4107,21.2853,23.0362,22.2875,22.1241
cgh-1;Q95YF3,18.033,21.0339,18.8968,19.6069,24.3174,22.0594,22.3798,23.2074
cgh-1;Q95YF3,19.5054,17.9648,19.1406,20.528,21.2644,20.3596,21.1638,20.7563
ZK353.9;Q95ZI6,18.3026,19.8058,19.2724,17.818,24.1849,24.2123,22.3417,22.6495
;Q95ZJ9,21.8198,22.307,21.6294,21.9231,23.747,23.5268,23.7928,23.7701
act-4;Q95ZL1,23.5696,23.0937,21.7788,23.5724,26.5845,26.157,26.1541,26.7557
act-4;Q95ZL1,16.8241,17.7927,17.9912,20.5817,24.4718,23.1269,23.611,23.7651
gos-28;Q95ZW1,19.7375,18.4878,20.3265,20.2945,21.8279,21.6145,21.3584,21.4545
;Q95ZW2,25.3492,24.2569,21.9085,26.0478,27.5746,27.4524,26.0343,26.3276
gad-3;Q960A1,18.04,18.852,16.3401,17.0816,25.2412,23.7385,23.3835,24.1427
;Q965K0,19.6984,18.2404,19.5621,20.1965,24.9856,23.8473,25.0083,24.8514
;Q965K0,15.5816,18.536,15.8376,20.9093,21.9722,21.7589,21.2048,23.2111
;Q965Q1,16.5778,17.1607,18.9016,20.6394,23.0139,22.9716,23.2039,22.5464
;Q965Q1,18.9718,16.9464,17.4546,18.0338,20.6089,21.5879,20.6092,20.6083
;Q965R9,26.2443,25.4212,24.8743,25.7946,26.5687,26.5968,25.7351,26.1329
;Q965R9,19.9337,18.5615,19.2113,21.8038,21.3961,21.6832,21.4377,21.5074
eif-3.I;Q965S8,15.7494,19.7028,18.1071,17.3188,23.0107,21.1641,23.4774,23.1447
eif-3.I;Q965S8,17.3784,17.5753,19.8272,18.3153,20.7563,20.8558,21.3566,21.5394
xpo-2;Q965V4,18.5465,18.7048,17.8434,18.5499,21.7685,20.6738,20.5676,20.0756
ubh-3;Q965V9,24.6511,23.8778,27.4547,25.4762,26.9619,27.0896,25.6647,27.3955
;Q965W8,16.0862,17.6647,20.0497,20.6749,21.7436,20.7614,20.6834,20.7727
nape-1;Q965X7,17.9885,20.2498,18.1007,18.0861,21.2934,21.2999,21.0075,21.4522
;Q966A5,19.7999,21.3979,21.0262,19.4999,19.2926,21.7443,20.3323,23.1974
;Q966A5,15.086,18.2329,18.4437,20.7633,23.8565,23.8367,23.6475,24.2621
;Q966A5,17.9783,17.6705,20.4554,18.2381,21.5474,21.5469,21.4248,21.7048
;Q966A5,17.9192,18.7027,17.9452,17.2366,26.2854,25.8203,25.0816,26.5373
rpl-7A;Q966C6,20.0435,19.8066,20.871,19.833,21.8797,21.5948,20.5414,21.8302
rpl-7A;Q966C6,19.3514,18.1049,18.271,19.5788,20.7973,21.0593,21.199,21.5619
rpl-7A;Q966C6,19.7684,17.6608,18.8416,19.3337,21.6607,20.5328,20.639,21.7472
;Q966C7,17.5201,21.6023,20.7622,18.075,21.5074,21.5894,20.8845,20.5413
;Q966C7,18.584,19.5254,19.0071,20.5579,23.2714,22.006,21.8821,22.6996
;Q966C7,23.4636,23.9273,21.6044,24.3394,21.7443,19.9808,20.9694,20.6449
pbs-1;Q966I8,19.7377,20.3444,19.5054,17.6897,22.1435,23.0991,22.9029,22.9815
col-165;Q966K5,17.9184,16.6164,19.6961,21.65,20.6761,20.6267,21.1063,20.4492
E01A2.2;Q966L5,16.6478,17.5803,17.4342,16.8924,20.3584,21.732,21.2802,20.0463
uri-1;Q966M4,20.4936,19.4687,17.4935,18.6306,20.3401,21.4846,20.9498,21.2924
dbr-1;Q966M6,16.4668,19.7916,19.8706,19.0502,21.7264,20.7171,20.1769,20.7661
;Q9BI62,18.3028,19.5211,17.8207,18.2569,21.4983,21.5376,20.5098,21.3548
epn-1;Q9BI71,25.6968,25.1289,25.3465,26.5897,27.8408,26.4504,27.2755,26.6784
epn-1;Q9BI71,16.8533,17.9185,18.0767,20.1367,27.1875,25.6964,24.8356,26.4719
epn-1;Q9BI71,27.3176,26.4862,26.912,26.4517,28.8503,28.9083,28.7464,29.1711
