geneName;Leading.proteins,log2 daf2_d1_01,log2 daf2_d1_02,log2 daf2_d1_03,log2 daf2_d1_04,log2 eat2_d1_01,log2 eat2_d1_02,log2 eat2_d1_03,log2 eat2_d1_04,,,
;Q7YTN9,17.8593,15.2688,18.5705,16.3203,27.8204,30.5019,27.8301,30.202,,,
;Q7YWU6,17.641,14.9744,20.2861,18.2263,20.8579,21.3865,21.6605,21.1368,,,
;Q7YWV0,14.9892,16.0517,20.2246,17.5358,25.392,23.4465,24.1441,24.6151,,,
;Q7YWW4,18.6319,18.398,20.2723,17.3388,20.266,20.942,21.3898,20.8938,,,
;Q7YX48,16.7957,17.7544,16.1785,16.3324,18.5958,20.8378,21.85,20.0208,,,
vem-1;Q7YZW5,24.9204,24.2568,25.3767,25.2895,22.887,25.9014,25.3634,24.0159,,,
tnt-2;Q7Z072,17.0156,16.6753,21.2245,18.5529,20.2927,20.7455,21.4729,20.8599,,,
tnt-2;Q7Z072,19.6784,19.9635,18.3466,17.2232,21.691,23.0751,22.8505,21.8954,,,
tnt-2;Q7Z072,22.8093,24.4695,23.1686,22.6283,23.5641,24.6693,23.562,23.3767,,,
tnt-2;Q7Z072,25.8062,24.5577,27.7674,25.7931,22.3442,25.3236,24.2671,23.916,,,
tnt-2;Q7Z072,17.203,20.3472,16.5741,16.7377,20.0597,21.4908,21.4929,20.1604,,,
tnt-2;Q7Z072,24.7614,23.9163,22.9443,25.0165,23.3396,23.9974,24.1934,22.822,,,
tnt-2;Q7Z072,19.3738,14.761,19.9481,17.1151,18.6377,21.0267,21.4544,20.4401,,,
aqp-8;Q7Z138,19.9273,19.3192,20.5565,17.6727,23.6986,23.5029,23.9382,23.6011,,,
C05B5.8;Q86DA7,17.5067,20.3084,20.1152,19.2582,21.0359,21.8998,19.8182,20.7881,,,
pqn-89;Q86DD5,24.4981,23.8972,25.6911,22.9863,24.8857,23.1979,23.2252,23.0036,,,
pqn-89;Q86DD5,19.3604,16.9992,18.1964,19.1442,25.789,26.521,26.4241,29.0295,,,
col-166;Q86FL7,25.6251,25.5186,24.2284,24.6993,25.1021,25.8777,25.593,25.1375,,,
;Q86NC1;Q9N5U1,19.0647,17.6352,16.5119,19.411,21.2268,24.0208,23.3317,22.7139,,,
;Q86NC1;Q9N5U1,19.2169,16.708,17.483,16.0296,24.2053,24.4446,24.302,23.8979,,,
col-169;Q86NE4,16.67,18.5679,17.6304,21.1599,22.6083,23.1457,21.9277,22.2507,,,
ttr-41;Q86NH9,16.4399,17.0985,19.9707,21.036,20.8469,21.5625,21.5253,20.6428,,,
Y65B4BR.5;Q86S66,16.3983,16.6077,18.1342,16.5427,20.5008,21.0973,21.5779,20.4905,,,
Y65B4BR.5;icd-2;Q86S66;V6CKR1,20.9838,20.0231,17.758,18.4293,21.0599,24.4464,24.0597,23.2,,,
Y65B4BR.5;icd-2;Q86S66;V6CKR1,20.9354,17.3132,17.8993,18.3664,20.6521,20.8019,20.757,20.3924,,,
Y65B4BR.5;icd-2;Q86S66;V6CKR1,18.0849,16.1874,16.1094,18.134,23.0628,23.5595,23.0735,22.3354,,,
Y65B4BR.5;icd-2;Q86S66;V6CKR1,17.6258,19.4323,19.8225,19.0585,20.8066,21.6343,21.6987,20.7808,,,
Y65B4BR.5;icd-2;Q86S66;V6CKR1,18.5683,16.4495,17.0493,16.9209,19.3548,23.0289,24.1078,22.4964,,,
Y65B4BR.5;Q86S66,23.0116,23.1457,24.0184,22.9532,22.9501,25.6961,25.19,24.7848,,,
Y65B4BR.5;Q86S66,16.8337,18.9754,19.7127,18.2195,22.9501,25.9024,25.0551,24.5148,,,
;Q8I4C0,27.4862,28.647,24.3136,28.0113,26.1441,28.4378,27.6225,28.0354,,,
;Q8I4E4,25.5808,27.0031,25.9528,25.1085,24.2354,27.2151,26.6556,25.1313,,,
;Q8I4J8,20.147,19.1257,19.6344,16.1252,26.9868,22.5573,23.1222,22.2272,,,
;Q8I4J8,15.722,19.7672,19.1967,21.4841,19.2172,22.5573,23.1222,21.1481,,,
gls-1;Q8I4M5,18.986,18.796,17.8559,18.5437,22.2537,23.441,23.1193,22.3555,,,
gars-1;grs-1;Q8I711,19.207,17.4029,15.755,16.9924,20.0688,21.6356,21.1942,20.7459,,,
gars-1;grs-1;Q8I711,18.2051,18.0931,16.4633,16.2733,28.4616,28.8786,28.815,28.3161,,,
;Q8I7G0,16.78,18.7826,19.3808,19.5713,21.1046,21.91,20.847,21.3066,,,
hum-2;Q8I7K2,27.1655,25.8816,26.5434,27.9903,26.6717,28.1244,26.6469,30.338,,,
hum-2;Q8I7K2,27.1655,25.8816,26.5434,27.9903,26.704,28.1244,26.6469,30.338,,,
hum-2;Q8I7K2,27.1655,25.8816,26.5434,27.9903,25.4346,28.1244,26.6469,30.338,,,
prdx-2;Q8IG31,17.0168,17.4716,19.1801,17.0636,24.5903,25.8635,25.9246,25.9711,,,
prdx-2;Q8IG31,16.2769,16.2534,19.8917,16.3958,21.5128,23.1723,23.6642,22.0993,,,
prdx-2;Q8IG31,18.987,21.6657,17.783,16.9424,20.1099,19.1737,21.63,20.5052,,,
prdx-2;Q8IG31,18.846,17.7546,16.0612,16.4639,20.8445,20.5231,19.7917,20.9823,,,
prdx-2;Q8IG31,18.9832,19.6014,18.8282,18.9292,20.1173,20.8998,20.3931,19.7056,,,
prdx-2;Q8IG31,18.509,19.1558,17.3641,16.8861,20.8845,21.3206,20.4584,21.3279,,,
prdx-2;Q8IG31,27.086,27.1715,20.514,27.071,26.3402,26.2152,26.5484,25.4179,,,
prdx-2;Q8IG31,15.7335,19.9774,18.067,20.3047,20.812,21.0043,21.7378,19.3359,,,
prdx-2;Q8IG31,17.3607,18.3079,20.1456,21.3939,20.9302,20.4014,20.4506,20.5877,,,
cebp-2;Q8IG69,19.3174,18.7334,18.3625,18.2763,23.8249,22.4212,24.3116,22.8106,,,
;Q8MPY2,26.6201,26.9253,24.4744,26.3218,24.2556,25.9819,25.7311,26.0283,,,
;Q8MQ73,19.7895,19.7596,18.7301,16.8658,20.4988,21.6276,20.7013,21.307,,,
;Q8MQ73,17.772,19.5457,19.9094,17.9512,20.2708,21.0869,21.5304,19.8241,,,
;Q8MQ73,24.7192,25.8666,25.4635,24.3417,25.9733,25.9204,27.7682,24.7683,,,
;Q8MQH0,25.779,25.8298,26.505,25.6066,24.2113,26.2389,27.6751,25.555,,,
pst-1;Q8MXJ9,16.453,17.275,19.4962,17.5665,21.039,21.1088,21.1726,20.1959,,,
sqd-1;Q8MXR6,18.9824,20.3692,16.8128,19.0744,23.996,24.5788,24.2609,23.6904,,,
mca-3;Q8MXS0;Q95XP5,15.2886,17.3306,16.1016,17.4514,25.2815,25.3937,24.6286,24.4811,,,
mca-3;Q8MXS0;Q95XP5,19.3764,15.3219,18.0052,18.1551,23.5007,24.1116,22.6561,23.1066,,,
mca-3;Q8MXS0;Q95XP5,19.9703,19.8694,20.4966,17.9839,22.5248,24.4883,24.1603,24.2868,,,
mca-3;Q8MXS0;Q95XP5,18.129,16.0142,19.3651,18.5271,20.9295,20.5435,21.2974,19.521,,,
mca-3;Q8MXS0,19.2354,19.4738,21.4451,20.4534,19.6878,21.385,21.1045,18.3775,,,
mca-3;Q8MXS0;Q95XP5,15.1518,17.7695,18.1065,17.7732,20.4669,21.8474,21.8584,21.4137,,,
mca-3;Q8MXS0,18.1613,19.68,18.1287,19.6063,20.4478,23.1681,21.3401,21.8592,,,
nape-2;Q965X9,18.1967,16.145,17.7467,19.3551,21.3625,22.405,21.7065,20.7397,,,
;Q8T3D2,16.6407,20.301,18.5889,16.6874,20.1963,21.0392,21.0608,20.9228,,,
;Q8T3D2,17.0587,17.7171,16.6756,16.3719,21.074,21.9187,21.5311,20.3044,,,
nhx-2;Q8T5S1,18.4858,15.9009,18.3384,16.3035,20.3067,21.715,21.6686,20.711,,,
nhx-2;Q8T5S1,19.0229,20.3032,17.5713,19.7537,20.9447,23.4672,22.339,23.1949,,,
rps-20;Q8WQA8,32.7184,32.2908,24.3704,32.3318,31.9303,34.4279,33.9907,33.3461,,,
rps-20;Q8WQA8,32.5365,31.373,29.059,31.6937,31.9303,34.2601,35.4152,32.9063,,,
rps-20;Q8WQA8,27.4442,28.1264,27.0411,27.8678,28.2006,28.888,28.8599,29.2123,,,
rps-20;Q8WQA8,19.9924,18.9348,19.8893,17.572,24.5466,26.2986,25.1972,26.2035,,,
rps-20;Q8WQA8,29.703,30.0538,19.9766,30.5913,29.3113,31.6035,31.4056,29.8108,,,
;Q8WQF7,21.9834,24.0544,21.801,22.5254,24.0012,25.9786,24.1796,26.0312,,,
;Q8WQF7,16.4125,19.2786,17.3875,18.6452,23.0108,22.3649,22.6127,20.6501,,,
;Q8WQF7,17.0112,17.8728,18.6419,18.432,22.7137,24.3145,23.7821,23.8765,,,
;Q8WQF7,19.6641,18.5315,16.7271,19.4539,21.1007,21.7032,21.7406,19.0183,,,
;Q8WQF7,17.3245,19.3702,18.5508,21.7593,24.0613,23.1051,24.2016,23.8219,,,
;Q8WQF7,23.5669,24.0948,23.1472,23.755,22.334,24.818,24.1771,23.8925,,,
;Q8WQF7,17.3271,17.5161,19.0289,17.2669,24.9535,25.5352,25.5602,24.1194,,,
;Q8WQF7,17.6326,16.6629,18.4679,17.6725,20.9556,21.2364,20.8241,20.6788,,,
;Q93168,19.6221,19.2095,20.4483,17.5761,19.8912,21.9022,20.3588,21.2622,,,
;Q93168,15.8946,19.1221,18.561,18.3761,23.944,23.3978,23.6892,22.0654,,,
;Q93168,16.878,19.3789,19.2471,18.8796,20.9872,20.1554,21.8284,20.0457,,,
;Q93211,24.4995,25.741,23.4399,24.5519,24.5911,26.4118,25.8722,25.5258,,,
;Q93211;Q93213,23.3643,24.8097,24.7446,24.4045,23.0406,24.1729,23.8275,23.9124,,,
;Q93213,19.0722,18.5283,19.0752,16.8088,21.3725,23.0052,22.8628,20.7634,,,
nkb-1;Q93235,24.0941,21.7421,25.1688,23.8682,22.5863,23.4777,22.972,22.5303,,,
cysl-1;Q93244,19.3696,18.3935,17.1397,18.3415,19.9752,21.7611,20.8738,20.989,,,
cab-1;Q93249,21.9943,23.1081,23.3886,22.095,24.1997,25.0271,25.2759,24.722,,,
cab-1;Q93249,19.5031,14.7567,16.0399,19.2815,19.8973,19.7596,21.599,20.9835,,,
cab-1;Q93249,16.7021,19.2339,18.0949,17.5564,21.4397,22.4799,23.6622,20.6045,,,
;Q93289,22.8521,22.4312,22.4551,20.9203,19.8544,19.8716,21.632,20.006,,,
;Q93291,19.6223,16.7758,17.9799,18.5104,24.1476,21.7769,22.7734,20.7576,,,
cytb-5.1;Q93315,23.4689,23.2033,22.1115,23.014,26.7989,26.1201,24.452,26.2459,,,
cytb-5.1;Q93315,17.8796,20.3394,16.2813,17.5813,23.7008,23.7919,23.287,21.039,,,
;Q93321,19.4171,18.9079,19.9323,20.2352,20.7829,21.4686,21.2547,20.5869,,,
;Q93333,19.7958,18.5502,18.0928,17.5732,20.1923,20.1701,20.3636,20.5649,,,
rpb-3;Q93338,17.5216,18.4524,18.9262,15.9031,19.7194,20.5311,21.3871,21.3533,,,
gsr-1;Q93379,16.1753,15.2241,17.8754,17.331,19.9196,21.8885,20.6782,20.4061,,,
drh-3;Q93413,19.6035,19.1246,19.5683,17.6602,19.2335,20.8912,19.514,19.9814,,,
npp-17;Q93454,18.2796,15.2988,17.9498,19.313,22.4727,22.6765,23.8918,23.4118,,,
;Q93513,19.8982,18.8544,16.5359,18.877,20.2689,21.4409,21.7234,20.9667,,,
;Q93513,16.422,18.1692,17.4042,19.6284,20.2408,21.3805,21.4607,20.6579,,,
;Q93513,18.4722,17.4722,18.7015,17.9997,20.1978,21.8044,21.1962,20.6546,,,
;Q93513,17.165,17.0165,16.1387,18.8592,20.733,20.4035,21.6013,21.092,,,
;Q93535,26.57,28.2978,26.5518,27.4595,28.0777,28.1127,28.4495,28.6424,,,
;Q93553,18.161,17.7658,15.5145,17.0164,24.8726,24.1054,24.1509,24.3286,,,
rpa-0;Q93572,19.4385,20.6311,18.1933,17.6007,19.4999,21.625,20.5295,19.756,,,
rpa-0;Q93572,17.7579,20.0313,19.7498,16.8425,20.9618,21.0131,19.8591,21.4149,,,
rpa-0;Q93572,16.528,19.9411,18.7932,20.2162,19.6978,20.9644,20.7893,21.2318,,,
rpa-0;Q93572,18.4146,18.1814,17.0095,17.3117,20.2399,21.7296,20.2259,20.1427,,,
rpa-0;Q93572,22.3552,23.5806,22.4757,21.3026,26.6111,26.2695,26.7752,25.1346,,,
rpa-0;Q93572,19.3033,16.1887,18.5053,16.4047,20.141,20.2363,20.7745,20.192,,,
rpa-0;Q93572,16.7417,18.8476,18.3276,18.6047,19.6899,20.4972,20.6185,20.2133,,,
rpa-0;Q93572,18.478,19.7621,17.6935,19.2777,24.5637,22.5432,22.4693,22.2119,,,
rpa-0;Q93572,17.5717,15.222,20.597,18.4814,19.7083,21.1912,21.2568,20.3216,,,
rpa-0;Q93572,18.6943,19.5963,19.067,18.69,23.8294,23.5812,22.0794,21.6901,,,
tct-1;Q93573,17.7498,17.9748,17.4919,17.7446,20.1684,21.5384,20.5147,20.92,,,
tct-1;Q93573,18.3562,16.9228,15.526,19.4168,23.026,21.7485,21.5862,21.8185,,,
tct-1;Q93573,16.3999,15.5499,19.6549,18.0765,19.9765,20.4998,20.2615,21.0916,,,
tct-1;Q93573,17.76,17.1141,16.4936,19.3541,18.4109,21.5569,21.1246,21.2884,,,
tct-1;Q93573,16.1385,18.0504,17.0352,17.1552,24.3433,23.7247,24.5487,24.239,,,
tct-1;Q93573,18.2023,17.5793,18.5744,19.2449,21.0702,21.2772,21.6954,20.9289,,,
tct-1;Q93573,18.0818,18.0604,16.005,18.499,18.4649,20.8753,19.8606,20.3149,,,
tct-1;Q93573,19.0583,20.9349,16.6173,16.0038,23.0481,23.885,23.6726,22.6964,,,
ndk-1;Q93576,24.8579,23.4721,23.2867,23.294,23.0453,25.3668,24.0178,24.8661,,,
ndk-1;Q93576,16.6499,19.9796,18.7286,19.6264,20.3363,21.3823,20.8912,20.6996,,,
ndk-1;Q93576,25.7644,25.3786,22.8339,26.6611,25.5255,28.2108,28.2502,26.4518,,,
F27D4.4;Q93618,15.3557,17.5269,19.3818,20.3729,20.8385,21.1472,21.7477,19.8639,,,
gst-24;Q93694,17.6321,19.9515,16.972,18.2804,19.9212,21.6983,21.5266,21.3107,,,
gst-24;Q93694,18.6613,16.4333,14.0217,18.6967,21.4293,22.5279,22.912,22.6003,,,
gst-24;Q93694,21.5935,23.5479,23.9768,22.4775,20.5622,21.7473,20.7051,20.25,,,
gst-24;Q93694,27.6031,27.1966,27.3548,27.5667,27.8716,31.3424,31.3804,30.4511,,,
ned-8;Q93725,20.3849,22.1533,23.2078,20.5974,23.4805,22.6076,22.6776,23.9694,,,
ned-8;Q93725,19.3548,19.9651,17.513,16.4902,20.59,20.2059,21.6223,19.8655,,,
ned-8;Q93725,16.8324,19.5054,16.5008,15.4386,21.5196,22.5635,22.5892,22.1262,,,
;Q93838,22.9047,23.14,23.7838,24.1203,22.5953,22.2761,23.5165,21.7599,,,
ent-2;Q93871,17.2555,17.9518,17.4085,17.9033,19.8478,20.4081,20.1467,19.8547,,,
ent-2;Q93871,23.9328,25.7348,25.0434,25.9263,25.2049,26.4529,26.1785,25.3311,,,
ent-2;Q93871,23.7533,23.5512,25.0461,24.8111,25.2049,26.7249,26.5904,25.5352,,,
;Q93892,17.0747,17.3444,16.7018,17.9846,25.0552,24.2787,23.7169,24.0636,,,
mct-3;Q93896,16.2381,14.2564,17.8415,18.5739,20.6242,23.3398,23.5033,21.9098,,,
mct-3;Q93896,16.4424,18.3916,19.6316,17.9485,18.678,21.5268,20.7693,20.2336,,,
mct-3;Q93896,20.6281,22.4249,21.9025,21.5301,23.6183,24.7629,23.5904,24.9612,,,
mct-3;Q93896,17.9324,17.174,16.9726,17.2375,23.3566,24.3771,26.3723,24.5758,,,
mct-3;Q93896,17.2626,18.4587,16.476,18.2691,21.2005,23.2504,24.0766,23.5621,,,
mct-3;Q93896,19.976,15.8087,17.4357,18.3243,20.0997,21.3678,21.1441,21.4278,,,
mct-3;Q93896,16.8433,17.8986,18.7929,19.1192,27.1852,26.5286,26.7028,25.8931,,,
sdz-27;Q93932,23.6651,22.9283,22.6569,23.3577,23.0562,22.8827,22.9687,22.8785,,,
sdz-27;Q93932,17.0212,16.839,18.3937,17.2908,20.6191,21.7772,20.149,21.1567,,,
;Q93934,17.9231,14.8228,19.2735,20.7699,26.553,24.1341,23.5711,24.4104,,,
cav-1;Q94051,25.3643,26.6017,23.6861,25.1206,26.8849,26.6674,26.1748,25.1582,,,
cav-1;Q94051,20.3578,19.5154,16.3313,18.7565,20.6681,21.556,21.8116,20.3496,,,
cav-1;Q94051,15.9998,18.6304,16.3102,18.2902,24.3216,23.4905,23.9362,22.1273,,,
cav-1;Q94051,18.3582,19.2398,19.3637,18.148,19.6027,21.564,20.8855,20.8105,,,
cav-1;Q94051,17.7374,17.6002,19.845,14.7289,19.7214,18.8077,21.3755,19.8381,,,
cav-1;Q94051,16.9931,18.2094,19.8418,17.7853,19.9376,21.1835,21.7356,21.2623,,,
snb-6;Q94057,21.7719,22.2319,19.4578,21.8587,23.1924,25.7478,26.3748,25.9738,,,
rab-10;Q94148,20.5903,19.6301,17.3986,16.7703,22.2361,24.8349,24.8112,23.9004,,,
dnj-11;Q94216,17.6353,19.7227,17.4552,19.9974,22.3011,24.031,25.1586,23.0794,,,
dnj-11;Q94216,16.269,17.4472,17.1409,18.2853,20.0679,21.4117,21.3111,20.6169,,,
dnj-11;Q94216,17.4965,20.0279,18.8889,17.3385,22.8437,22.9378,22.7881,20.8662,,,
plp-1;Q94230,17.0036,18.6431,18.725,19.0041,20.0111,21.6948,21.1448,19.792,,,
plp-1;Q94230,18.0312,18.4627,18.0016,19.392,20.0668,21.9122,20.9996,21.3124,,,
plp-1;Q94230,15.8103,20.0232,18.4175,19.7119,19.8794,19.8037,21.8291,20.7545,,,
plp-1;plp-2;Q94230,16.9801,17.5676,20.5318,20.8514,19.7316,20.9368,21.2251,21.0743,,,
fah-1;Q94272,19.4119,16.1883,18.0461,18.0406,20.5197,21.662,20.8533,21.2674,,,
rpl-11.1;Q94300,24.7611,24.8262,25.3002,24.2891,27.0129,25.2619,25.0309,24.9193,,,
pas-4;Q95005,16.1832,16.1638,17.9242,19.5819,20.9453,21.315,21.3464,20.4594,,,
pas-5;Q95008,19.4831,20.6243,17.3863,17.8948,20.077,21.9077,21.7166,19.9822,,,
pas-5;Q95008,16.4251,19.7835,20.2673,18.5521,21.5572,21.5149,23.1257,22.0925,,,
ubc-9;Q95017,18.0541,17.9006,18.1258,19.4415,19.842,20.5101,21.4269,21.0117,,,
;Q95PZ7,16.2248,19.5613,20.1688,17.6856,22.8658,25.0114,25.1612,24.9273,,,
;Q95PZ7,16.4404,18.7314,19.8994,17.4125,20.8761,21.2874,20.5501,19.683,,,
Y53F4B.39;Q95Q18,15.8308,18.6297,17.7057,20.1394,20.5425,21.2726,21.7474,20.9826,,,
Y53F4B.39;Q95Q18,18.6639,17.0378,19.1309,18.4157,20.8695,21.3439,20.4361,19.6621,,,
;Q95Q93,17.3982,18.6307,20.7011,17.4391,21.9401,22.0394,22.6166,21.6139,,,
;Q95Q93,19.5146,17.5758,19.0094,18.4499,19.0942,20.5385,20.5161,21.1542,,,
;Q95Q93,18.6439,17.7979,20.7969,17.4411,20.5584,20.4656,19.8773,21.3928,,,
pat-12;Q95QA6,25.984,23.3974,24.8575,24.4693,20.8308,21.5398,20.9892,20.267,,,
pat-12;Q95QA6,19.6165,17.8112,17.5963,17.9826,20.8164,21.6462,21.6691,21.0713,,,
pat-12;Q95QA6,18.24,17.3083,19.2965,16.3766,20.9749,21.483,20.3289,19.5106,,,
pat-12;Q95QA6,18.2333,15.8852,18.9053,17.3777,20.6081,20.9111,18.4763,20.6012,,,
pat-12;Q95QA6,21.2872,22.4669,21.4206,22.2172,22.1366,24.0994,23.9401,22.3699,,,
pat-12;Q95QA6,14.6051,18.1836,18.6847,17.4818,20.4741,20.0457,19.6156,21.3364,,,
pat-12;Q95QA6,20.3153,16.6887,19.5103,20.2264,19.7135,21.3027,21.7501,20.9662,,,
pat-12;Q95QA6,17.2243,18.6314,17.1312,17.7838,20.6544,19.7093,20.5436,21.1141,,,
pat-12;Q95QA6,17.2695,16.8169,17.4716,17.7752,20.3046,21.4207,21.633,18.9583,,,
pat-12;Q95QA6,16.8585,16.8607,17.2187,20.182,23.3002,22.8599,22.6673,21.1346,,,
;Q95QC9,17.2931,15.7237,18.7248,18.3604,20.1679,21.8733,20.3871,20.2027,,,
tmem-135;Q95QD1,21.3939,21.7013,19.9094,22.4403,23.1272,23.4782,22.4378,23.2799,,,
;Q95QF1,17.8042,18.4592,18.631,18.0817,20.5414,21.8472,20.0001,19.9125,,,
;Q95QF1,16.8647,15.5437,18.5838,20.7103,24.3101,29.0333,27.1231,27.0839,,,
;Q95QF1,21.4322,25.4362,23.5585,24.7335,28.0622,27.1652,29.5871,28.9732,,,
otpl-3;Q95QL0,18.5876,19.3278,16.7379,16.8999,19.244,20.9911,21.5778,19.3006,,,
;Q95QN5,19.0631,20.1189,18.5361,17.8371,21.0554,21.4856,21.2804,21.0269,,,
brap-2;Q95QN6,24.018,26.4374,24.1542,25.7808,25.135,27.4635,28.0771,27.7976,,,
brap-2;Q95QN6,25.7591,28.0956,24.4777,27.5303,22.9321,28.6579,27.7357,27.6308,,,
brap-2;Q95QN6,27.1724,28.6637,24.4777,27.5572,22.9084,27.9642,27.702,27.2077,,,
brap-2;Q95QN6,22.4068,22.9096,23.8958,22.6629,25.4358,24.9359,25.2159,24.9125,,,
brap-2;Q95QN6,15.1063,19.8406,20.1283,18.3053,24.0154,24.9852,24.8672,24.7018,,,
brap-2;Q95QN6,28.7646,29.5309,22.9803,29.3174,24.0441,32.5727,31.8238,30.8362,,,
;Q95X11,20.2616,18.0113,20.461,15.571,18.9826,21.0316,21.8022,20.3401,,,
vha-8;Q95X44,22.9023,23.2628,19.4739,22.3844,24.0056,25.8675,25.5241,24.7488,,,
vha-8;Q95X44,18.3754,16.203,18.9519,16.7955,24.1933,24.4454,24.9825,24.1391,,,
vha-8;Q95X44,18.4974,15.7878,18.776,16.4481,20.2415,24.526,24.3579,22.8347,,,
;Q95XC1,21.4838,21.8915,22.0449,21.0647,22.7522,24.4212,24.2979,23.4923,,,
vamp-7;Q95XH1,17.6366,18.8991,18.2844,17.5673,20.5844,24.604,24.7289,24.4572,,,
mppa-1;Q95XN2,16.9502,20.7523,20.5718,19.4031,23.323,22.7222,22.89,21.3738,,,
ubc-3;Q95XN7,19.6397,18.9209,17.3786,16.769,20.4767,21.2656,20.8999,21.1588,,,
ubc-3;Q95XN7,17.8737,17.4312,20.6869,19.2737,19.8107,21.0985,20.4169,20.0187,,,
tbca-1;Q95XR1,16.9308,20.6883,19.1585,15.8591,19.2038,20.9583,21.0248,21.259,,,
tbca-1;Q95XR1,17.9298,17.8757,19.5693,17.721,19.2045,21.7901,21.3521,20.5807,,,
tbca-1;Q95XR1,17.0015,17.4401,18.5418,18.3738,21.0754,20.2403,20.8031,19.4354,,,
epg-2;Q95XR4,17.268,17.7401,17.12,14.879,23.8903,24.7774,24.5988,24.5473,,,
wwp-1;Q95XU3,20.0379,17.3967,17.8506,18.0418,22.5276,25.334,24.2549,25.7303,,,
wwp-1;Q95XU3,16.0486,17.942,19.431,17.3508,25.4124,24.661,25.6964,24.6628,,,
wwp-1;Q95XU3,23.4814,24.9257,23.9666,23.0924,24.7155,25.5143,25.9306,26.7115,,,
wwp-1;Q95XU3,19.1611,20.0027,17.3735,18.0871,21.7071,22.7558,23.5192,22.8697,,,
wwp-1;Q95XU3,15.6711,17.2222,18.7825,19.0545,23.5462,22.7346,23.4283,21.3068,,,
wwp-1;Q95XU3,23.8484,24.8111,24.7455,24.4868,23.9244,24.7345,23.1626,24.3766,,,
sut-2;Q95XU6,18.4724,17.5439,18.0634,16.915,20.7285,20.8686,20.9837,20.3582,,,
;Q95XV3,19.4704,21.2368,17.039,20.3443,20.7618,20.4243,21.2599,19.9063,,,
ubc-13;Q95XX0,16.9379,17.1014,19.4208,16.8473,26.0444,27.5131,27.0275,26.9918,,,
ubc-13;Q95XX0,24.7524,25.0254,24.6023,23.1757,24.2491,28.4046,28.3241,27.2748,,,
ubc-13;Q95XX0,25.6648,24.9648,26.3684,25.0495,27.976,29.7554,29.2308,28.0814,,,
ubc-13;Q95XX0,24.2208,24.9599,21.2697,23.7701,22.9833,26.2581,27.1691,24.7492,,,
ubc-13;Q95XX0,16.372,17.9015,15.5375,18.3001,19.813,20.9033,20.673,20.6951,,,
ubc-13;Q95XX0,15.9199,15.875,17.7427,18.2288,24.4675,24.4155,24.5524,24.1969,,,
ubc-13;Q95XX0,16.0489,19.5368,17.7431,17.0528,20.8696,20.7014,21.2572,21.1781,,,
rps-28;Q95Y04,17.7145,16.8472,17.3067,15.7374,25.538,23.1056,23.2048,21.6845,,,
;U4PC73,17.4852,18.6073,17.5164,16.5909,24.141,24.3478,23.692,24.364,,,
;Q95Y68,17.8935,14.615,18.0961,19.5799,20.1909,21.7733,21.1945,20.3229,,,
dss-1;Q95Y72,18.6324,16.823,16.0039,18.472,20.1492,21.647,21.874,20.3721,,,
;Q95Y88,22.9709,22.6272,23.5337,23.1322,19.8835,21.8014,19.9558,20.4887,,,
rpl-9;Q95Y90,20.6895,20.9324,22.7234,19.3956,25.7233,23.4349,23.3986,22.9242,,,
rpl-9;Q95Y90,19.0332,17.089,18.1741,19.4563,24.0105,25.2361,25.7895,24.4805,,,
rpl-9;Q95Y90,18.8284,16.188,16.7809,18.5682,25.3643,26.7439,26.7978,26.3766,,,
rpl-9;Q95Y90,20.1812,16.5817,18.3675,17.0936,26.7082,23.9327,23.7281,23.3443,,,
rpa-2;Q95Y97,23.1603,24.6145,22.5367,24.0293,24.2864,24.9326,24.968,26.187,,,
;Q95YC6,16.0581,16.9105,19.3296,18.6971,19.4715,21.0867,20.4115,21.0319,,,
gln-1;Q95YD1,17.9428,16.4248,18.2796,19.2457,20.6195,22.6229,23.2219,22.5439,,,
;Q95YD9,17.7654,18.7557,17.1936,20.1224,23.4251,24.196,23.7035,23.4254,,,
cgh-1;Q95YF3,17.1037,15.9062,17.5393,18.7449,21.1838,23.2827,22.9013,24.1138,,,
cgh-1;Q95YF3,18.8507,19.8849,17.8801,17.5989,22.7051,24.7191,23.8279,24.2495,,,
cgh-1;Q95YF3,17.4373,17.9028,18.1972,19.911,23.1678,23.9215,23.2251,23.2714,,,
cgh-1;Q95YF3,16.5523,16.764,21.4293,19.7602,20.9343,21.5846,21.0935,20.6347,,,
ZK353.9;Q95ZI6,17.2696,15.5044,21.1357,18.8423,20.4966,21.8147,20.7839,20.8925,,,
;Q95ZJ9,18.0303,20.3891,20.3326,18.6632,22.8761,25.244,24.646,25.036,,,
act-4;Q95ZL1,25.7749,25.9191,24.4779,25.279,25.0594,26.4971,26.9004,27.6085,,,
act-4;Q95ZL1,16.7146,18.8993,17.3558,19.0959,23.5076,24.6197,22.8596,22.9701,,,
gos-28;Q95ZW1,17.5054,19.5184,18.5044,17.5895,19.7951,21.2491,21.7406,19.2642,,,
;Q95ZW2,18.8347,16.8197,18.2077,18.3395,21.7918,23.024,23.5792,22.4069,,,
gad-3;Q960A1,17.3787,17.7785,18.959,18.3309,20.1725,21.6499,20.419,19.7787,,,
;Q965K0,23.9008,25.2867,23.5059,24.1185,21.9188,23.2364,23.8769,24.3204,,,
;Q965K0,16.8221,19.0749,20.1297,19.8154,22.7767,23.0744,23.0387,23.6643,,,
